gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2
('ho_avere_VERB', 'idea_idea_NOUN')	74	ho idea	ho	idea	avere	idea	VERB	NOUN
('odia_odiare_VERB', 'i_il_DET')	74		odia	i	odiare	il	VERB	DET
('delle_di_ADP', 'lettere_lettera_NOUN')	74	delle lettere	delle	lettere	di	lettera	ADP	NOUN
('di_di_ADP', 'chiamarmi_chiamare_VERB')	74	di chiamarmi	di	chiamarmi	di	chiamare	ADP	VERB
('le_il_DET', 'lezioni_lezione_NOUN')	74	le lezioni	le	lezioni	il	lezione	DET	NOUN
('è_essere_AUX', 'stupido_stupido_ADJ')	74	è stupido	è	stupido	essere	stupido	AUX	ADJ
('da_da_ADP', 'molto_molto_DET')	74	da molto	da	molto	da	molto	ADP	DET
('probabilmente_probabilmente_ADV', 'sarà_essere_AUX')	74	probabilmente sarà	probabilmente	sarà	probabilmente	essere	ADV	AUX
('hai_avere_AUX', 'parlato_parlare_VERB')	74	hai parlato	hai	parlato	avere	parlare	AUX	VERB
('voi_voi_PRON', 'dovreste_dovere_AUX')	74	voi dovreste	voi	dovreste	voi	dovere	PRON	AUX
('è_essere_AUX', 'senza_senza_ADP')	74	è senza	è	senza	essere	senza	AUX	ADP
('ha_avere_VERB', 'circa_circa_ADV')	74	ha circa	ha	circa	avere	circa	VERB	ADV
('tra_tra_ADP', 'i_il_DET')	74		tra	i	tra	il	ADP	DET
('di_di_ADP', 'vederti_vedertare_VERB')	74	di vederti	di	vederti	di	vedertare	ADP	VERB
('giocando_giocare_VERB', 'con_con_ADP')	74	giocando con	giocando	con	giocare	con	VERB	ADP
('quante_quanto_DET', 'persone_persona_NOUN')	74	quante persone	quante	persone	quanto	persona	DET	NOUN
('ne_ne_PRON', 'dice_dire_VERB')	74	ne dice	ne	dice	ne	dire	PRON	VERB
('da_da_ADP', 'anni_anno_NOUN')	74	da anni	da	anni	da	anno	ADP	NOUN
('non_non_ADV', 'vai_andare_VERB')	74	non vai	non	vai	non	andare	ADV	VERB
('della_di_ADP', 'vostra_vostro_DET')	74	della vostra	della	vostra	di	vostro	ADP	DET
('lo_lo_PRON', 'vedo_vedere_VERB')	74	lo vedo	lo	vedo	lo	vedere	PRON	VERB
('un_uno_DET', 'giocatore_giocatore_NOUN')	74	un giocatore	un	giocatore	uno	giocatore	DET	NOUN
('ha_avere_AUX', 'tagliato_tagliare_VERB')	74	ha tagliato	ha	tagliato	avere	tagliare	AUX	VERB
('sto_essere_AUX', 'sentendo_sentire_VERB')	74	sto sentendo	sto	sentendo	essere	sentire	AUX	VERB
('te_te_PRON', 'piacciono_piacere_VERB')	74	te piacciono	te	piacciono	te	piacere	PRON	VERB
('nome_nome_NOUN', 'della_di_ADP')	74	nome della	nome	della	nome	di	NOUN	ADP
('dire_dire_VERB', 'il_il_DET')	74	dire il	dire	il	dire	il	VERB	DET
('letto_leggere_VERB', 'un_uno_DET')	74	letto un	letto	un	leggere	uno	VERB	DET
('mangiare_mangiare_VERB', 'del_di_ADP')	74	mangiare del	mangiare	del	mangiare	di	VERB	ADP
('abbiamo_avere_AUX', 'mangiato_mangiare_VERB')	73	abbiamo mangiato	abbiamo	mangiato	avere	mangiare	AUX	VERB
('ha_avere_AUX', 'raccontato_raccontare_VERB')	73	ha raccontato	ha	raccontato	avere	raccontare	AUX	VERB
('facendo_fare_VERB', 'questo_questo_PRON')	73	facendo questo	facendo	questo	fare	questo	VERB	PRON
('che_che_SCONJ', 'sta_stare_AUX')	73	che sta	che	sta	che	stare	SCONJ	AUX
('soldi_soldo_NOUN', 'a_a_ADP')	73		soldi	a	soldo	a	NOUN	ADP
('di_di_ADP', 'scarpe_scarpa_NOUN')	73	di scarpe	di	scarpe	di	scarpa	ADP	NOUN
('fatto_fare_VERB', 'di_di_ADP')	73	fatto di	fatto	di	fare	di	VERB	ADP
('che_che_SCONJ', 'sarò_essere_AUX')	73	che sarò	che	sarò	che	essere	SCONJ	AUX
('andiamo_andare_VERB', 'in_in_ADP')	73	andiamo in	andiamo	in	andare	in	VERB	ADP
('molto_molto_ADV', 'orgogliosa_orgoglioso_ADJ')	73	molto orgogliosa	molto	orgogliosa	molto	orgoglioso	ADV	ADJ
('un_uno_DET', 'attimo_attimo_NOUN')	73	un attimo	un	attimo	uno	attimo	DET	NOUN
('piuttosto_piuttosto_ADV', 'bene_bene_ADV')	73	piuttosto bene	piuttosto	bene	piuttosto	bene	ADV	ADV
('sei_essere_AUX', 'stata_essere_AUX')	73	sei stata	sei	stata	essere	essere	AUX	AUX
('una_uno_DET', 'cravatta_cravatta_NOUN')	73	una cravatta	una	cravatta	uno	cravatta	DET	NOUN
('uscendo_uscire_VERB', 'con_con_ADP')	73	uscendo con	uscendo	con	uscire	con	VERB	ADP
('al_a_ADP', 'nostro_nostro_DET')	73	al nostro	al	nostro	a	nostro	ADP	DET
('stare_stare_VERB', 'a_a_ADP')	73	sta	stare	a	stare	a	VERB	ADP
('abbia_avere_VERB', 'ragione_ragione_NOUN')	73	abbia ragione	abbia	ragione	avere	ragione	VERB	NOUN
('giorno_giorno_NOUN', 'di_di_ADP')	73	giorno di	giorno	di	giorno	di	NOUN	ADP
('sta_stare_VERB', 'a_a_ADP')	73	sta	sta	a	stare	a	VERB	ADP
('non_non_ADV', 'fate_fare_VERB')	73	non fate	non	fate	non	fare	ADV	VERB
('dove_dove_ADV', 'sia_essere_AUX')	73	dove sia	dove	sia	dove	essere	ADV	AUX
('più_più_ADV', 'lentamente_lentamente_ADV')	73	più lentamente	più	lentamente	più	lentamente	ADV	ADV
('stanza_stanza_NOUN', 'di_di_ADP')	73	stanza di	stanza	di	stanza	di	NOUN	ADP
('colpo_colpo_NOUN', 'di_di_ADP')	73	colpo di	colpo	di	colpo	di	NOUN	ADP
('bisogno_bisogno_NOUN', 'della_di_ADP')	73	bisogno della	bisogno	della	bisogno	di	NOUN	ADP
('di_di_ADP', 'nascondere_nascondere_VERB')	73	di nascondere	di	nascondere	di	nascondere	ADP	VERB
('sempre_sempre_ADV', 'più_più_ADV')	73	sempre più	sempre	più	sempre	più	ADV	ADV
('è_essere_AUX', 'interessante_interessante_ADJ')	73	è interessante	è	interessante	essere	interessante	AUX	ADJ
('sono_essere_VERB', 'delle_di_ADP')	73	sono delle	sono	delle	essere	di	VERB	ADP
('di_di_ADP', 'spazio_spazio_NOUN')	73	di spazio	di	spazio	di	spazio	ADP	NOUN
"('visitato_visitare_VERB', ""l'_il_DET"")"	73	visitato l'	visitato	l'	visitare	il	VERB	DET
('quando_quando_SCONJ', 'mi_mi_PRON')	73	quando mi	quando	mi	quando	mi	SCONJ	PRON
('suoi_suo_DET', 'libri_libro_NOUN')	73	suoi libri	suoi	libri	suo	libro	DET	NOUN
('è_essere_AUX', 'blu_blu_ADJ')	73	è blu	è	blu	essere	blu	AUX	ADJ
('sta_stare_AUX', 'funzionando_funzionare_VERB')	73	sta funzionando	sta	funzionando	stare	funzionare	AUX	VERB
('pagare_pagare_VERB', 'il_il_DET')	73	pagare il	pagare	il	pagare	il	VERB	DET
('dietro_dietro_ADP', 'la_il_DET')	73	dietro la	dietro	la	dietro	il	ADP	DET
('vostro_vostro_DET', 'cane_cane_NOUN')	73	vostro cane	vostro	cane	vostro	cane	DET	NOUN
('di_di_ADP', 'vendere_vendere_VERB')	73	di vendere	di	vendere	di	vendere	ADP	VERB
('voi_voi_PRON', 'piacciono_piacere_VERB')	73	voi piacciono	voi	piacciono	voi	piacere	PRON	VERB
('potrei_potere_AUX', 'avere_avere_VERB')	73	potrei avere	potrei	avere	potere	avere	AUX	VERB
('sia_essere_AUX', 'la_il_DET')	73	sia la	sia	la	essere	il	AUX	DET
('che_che_PRON', 'ci_ci_PRON')	73	che ci	che	ci	che	ci	PRON	PRON
('non_non_ADV', 'andrò_andare_VERB')	73	non andrò	non	andrò	non	andare	ADV	VERB
('come_come_ADV', 'sono_essere_AUX')	73	come sono	come	sono	come	essere	ADV	AUX
"('guidare_guidare_VERB', ""un'_uno_DET"")"	73	guidare un'	guidare	un'	guidare	uno	VERB	DET
('donna_donna_NOUN', 'è_essere_AUX')	73	donna è	donna	è	donna	essere	NOUN	AUX
('di_di_ADP', 'carne_carne_NOUN')	73	di carne	di	carne	di	carne	ADP	NOUN
('qui_qui_ADV', 'prima_prima_ADV')	73	qui prima	qui	prima	qui	prima	ADV	ADV
('la_la_PRON', 'ama_amare_VERB')	73	la ama	la	ama	la	amare	PRON	VERB
('comprai_comprare_VERB', 'un_uno_DET')	73	comprai un	comprai	un	comprare	uno	VERB	DET
('che_che_PRON', 'vuole_volere_AUX')	73	che vuole	che	vuole	che	volere	PRON	AUX
('mia_mio_DET', 'penna_penna_NOUN')	73	mia penna	mia	penna	mio	penna	DET	NOUN
('ha_avere_AUX', 'nascosto_nascondere_VERB')	73	ha nascosto	ha	nascosto	avere	nascondere	AUX	VERB
('i_il_DET', 'piedi_piede_NOUN')	73	i piedi	i	piedi	il	piede	DET	NOUN
('mi_mi_PRON', 'ci_ci_PRON')	73	mi ci	mi	ci	mi	ci	PRON	PRON
"('ve_ve_PRON', ""l'_lo_PRON"")"	73	ve l'	ve	l'	ve	lo	PRON	PRON
('lui_lui_PRON', 'vive_vivere_VERB')	73	lui vive	lui	vive	lui	vivere	PRON	VERB
('perché_perché_PRON', 'sta_stare_AUX')	73	perché sta	perché	sta	perché	stare	PRON	AUX
('al_a_ADP', 'mondo_mondo_NOUN')	73	al mondo	al	mondo	a	mondo	ADP	NOUN
('tua_tuo_DET', 'famiglia_famiglia_NOUN')	73	tua famiglia	tua	famiglia	tuo	famiglia	DET	NOUN
('un_uno_DET', 'tavolo_tavolo_NOUN')	73	un tavolo	un	tavolo	uno	tavolo	DET	NOUN
('noi_noi_PRON', 'saremo_essere_AUX')	73	noi saremo	noi	saremo	noi	essere	PRON	AUX
('un_uno_DET', 'romanzo_romanzo_NOUN')	73	un romanzo	un	romanzo	uno	romanzo	DET	NOUN
('spera_sperare_VERB', 'che_che_SCONJ')	73	spera che	spera	che	sperare	che	VERB	SCONJ
('albero_albero_NOUN', 'di_di_ADP')	73	albero di	albero	di	albero	di	NOUN	ADP
('devo_dovere_AUX', 'parlare_parlare_VERB')	73	devo parlare	devo	parlare	dovere	parlare	AUX	VERB
('lei_in_ADP', 'dovrebbe_dovere_AUX')	73	lei dovrebbe	lei	dovrebbe	in	dovere	ADP	AUX
('proverò_provare_VERB', 'a_a_ADP')	72	proverò a	proverò	a	provare	a	VERB	ADP
('la_il_DET', 'fine_fine_NOUN')	72	la fine	la	fine	il	fine	DET	NOUN
('finito_finire_VERB', 'la_il_DET')	72	finito la	finito	la	finire	il	VERB	DET
('ha_avere_VERB', 'nulla_nulla_PRON')	72	ha nulla	ha	nulla	avere	nulla	VERB	PRON
('le_le_PRON', 'sto_essere_AUX')	72	le sto	le	sto	le	essere	PRON	AUX
('il_il_DET', 'miele_miele_NOUN')	72	il miele	il	miele	il	miele	DET	NOUN
('contare_contare_VERB', 'su_su_ADP')	72	contare su	contare	su	contare	su	VERB	ADP
('non_non_ADV', 'fece_fare_VERB')	72	non fece	non	fece	non	fare	ADV	VERB
('piace_piacere_VERB', 'nuotare_nuotare_VERB')	72	piace nuotare	piace	nuotare	piacere	nuotare	VERB	VERB
('di_di_ADP', 'vita_vita_NOUN')	72	di vita	di	vita	di	vita	ADP	NOUN
('sei_essere_AUX', 'andata_andare_VERB')	72	sei andata	sei	andata	essere	andare	AUX	VERB
('che_che_PRON', 'conosco_conoscere_VERB')	72	che conosco	che	conosco	che	conoscere	PRON	VERB
('ha_avere_AUX', 'cantato_cantare_VERB')	72	ha cantato	ha	cantato	avere	cantare	AUX	VERB
('una_uno_DET', 'chiamata_chiamata_NOUN')	72	una chiamata	una	chiamata	uno	chiamata	DET	NOUN
('non_non_ADV', 'riescono_riuscire_VERB')	72	non riescono	non	riescono	non	riuscire	ADV	VERB
('è_essere_AUX', 'buona_buono_ADJ')	72	è buona	è	buona	essere	buono	AUX	ADJ
('lui_lui_PRON', 'la_la_PRON')	72	lui la	lui	la	lui	la	PRON	PRON
('devono_dovere_AUX', 'essere_essere_AUX')	72	devono essere	devono	essere	dovere	essere	AUX	AUX
('stanno_stare_AUX', 'guardando_guardare_VERB')	72	stanno guardando	stanno	guardando	stare	guardare	AUX	VERB
('bevendo_bere_VERB', 'del_di_ADP')	72	bevendo del	bevendo	del	bere	di	VERB	ADP
('scorsa_scorso_ADJ', 'estate_estate_NOUN')	72	scorsa estate	scorsa	estate	scorso	estate	ADJ	NOUN
('ci_ci_PRON', 'vediamo_vedere_VERB')	72	ci vediamo	ci	vediamo	ci	vedere	PRON	VERB
"(""qualcos'_qualcos'_DET"", 'altro_altro_PRON')"	72	qualcos'altro	qualcos'	altro	qualcos'	altro	DET	PRON
('lontana_lontano_ADJ', 'da_da_ADP')	72	lontana da	lontana	da	lontano	da	ADJ	ADP
('avere_avere_AUX', 'visto_vedere_VERB')	72	avere visto	avere	visto	avere	vedere	AUX	VERB
('cosa_cosa_PRON', 'pensi_pensare_VERB')	72	cosa pensi	cosa	pensi	cosa	pensare	PRON	VERB
('delle_di_ADP', 'persone_persona_NOUN')	72	delle persone	delle	persone	di	persona	ADP	NOUN
('perdere_perdere_VERB', 'peso_peso_NOUN')	72	perdere peso	perdere	peso	perdere	peso	VERB	NOUN
('che_che_SCONJ', 'fossi_essere_AUX')	72	che fossi	che	fossi	che	essere	SCONJ	AUX
('come_come_ADV', 'mi_mi_PRON')	72	come mi	come	mi	come	mi	ADV	PRON
('ho_avere_AUX', 'guardato_guardare_VERB')	72	ho guardato	ho	guardato	avere	guardare	AUX	VERB
('a_a_ADP', 'metà_metà_NOUN')	72	a metà	a	metà	a	metà	ADP	NOUN
('la_il_DET', 'sicurezza_sicurezza_NOUN')	72	la sicurezza	la	sicurezza	il	sicurezza	DET	NOUN
('era_essere_AUX', 'pronta_pronto_ADJ')	72	era pronta	era	pronta	essere	pronto	AUX	ADJ
('che_che_PRON', 'deve_dovere_AUX')	72	che deve	che	deve	che	dovere	PRON	AUX
('può_potere_AUX', 'dire_dire_VERB')	72	può dire	può	dire	potere	dire	AUX	VERB
('ti_ti_PRON', 'serve_servire_VERB')	72	ti serve	ti	serve	ti	servire	PRON	VERB
('più_più_ADV', 'anziana_anziano_ADJ')	72	più anziana	più	anziana	più	anziano	ADV	ADJ
('alcune_alcuno_DET', 'persone_persona_NOUN')	72	alcune persone	alcune	persone	alcuno	persona	DET	NOUN
('molto_molto_ADV', 'forte_forte_ADJ')	72	molto forte	molto	forte	molto	forte	ADV	ADJ
('una_uno_DET', 'bicicletta_bicicletta_NOUN')	72	una bicicletta	una	bicicletta	uno	bicicletta	DET	NOUN
('tanto_tanto_ADV', 'quanto_quanto_ADV')	72	tanto quanto	tanto	quanto	tanto	quanto	ADV	ADV
('le_il_DET', 'notizie_notizia_NOUN')	72	le notizie	le	notizie	il	notizia	DET	NOUN
('ve_ve_PRON', 'ne_ne_PRON')	72	ve ne	ve	ne	ve	ne	PRON	PRON
('di_di_ADP', 'talento_talento_NOUN')	72	di talento	di	talento	di	talento	ADP	NOUN
('state_essere_AUX', 'in_in_ADP')	72	state in	state	in	essere	in	AUX	ADP
('mai_mai_ADV', 'letto_leggere_VERB')	72	mai letto	mai	letto	mai	leggere	ADV	VERB
('a_a_ADP', 'risolvere_risolvere_VERB')	72	a risolvere	a	risolvere	a	risolvere	ADP	VERB
('trovare_trovare_VERB', 'le_il_DET')	72	trovare le	trovare	le	trovare	il	VERB	DET
('un_uno_DET', 'medico_medico_NOUN')	72	un medico	un	medico	uno	medico	DET	NOUN
('ha_avere_AUX', 'lanciato_lanciare_VERB')	72	ha lanciato	ha	lanciato	avere	lanciare	AUX	VERB
('più_più_PRON', 'di_di_ADP')	72	più di	più	di	più	di	PRON	ADP
('non_non_ADV', 'funziona_funzionare_VERB')	72	non funziona	non	funziona	non	funzionare	ADV	VERB
('più_più_ADV', 'felice_felice_ADJ')	72	più felice	più	felice	più	felice	ADV	ADJ
('questa_questo_DET', 'cosa_cosa_NOUN')	72	questa cosa	questa	cosa	questo	cosa	DET	NOUN
('felice_felice_ADJ', 'qua_qua_ADV')	72	felice qua	felice	qua	felice	qua	ADJ	ADV
('sa_sapere_VERB', 'perché_perché_SCONJ')	72	sa perché	sa	perché	sapere	perché	VERB	SCONJ
('sua_suo_DET', 'matita_matita_NOUN')	72	sua matita	sua	matita	suo	matita	DET	NOUN
('più_più_ADV', 'soldi_soldo_NOUN')	72	più soldi	più	soldi	più	soldo	ADV	NOUN
('i_il_DET', 'ragni_ragno_NOUN')	72	i ragni	i	ragni	il	ragno	DET	NOUN
('tempo_tempo_NOUN', 'fa_fa_ADV')	72	tempo fa	tempo	fa	tempo	fa	NOUN	ADV
('tuo_tuo_DET', 'computer_computer_NOUN')	72	tuo computer	tuo	computer	tuo	computer	DET	NOUN
('ne_ne_PRON', 'dite_dire_VERB')	72	ne dite	ne	dite	ne	dire	PRON	VERB
('se_se_SCONJ', 'fosse_essere_AUX')	72	se fosse	se	fosse	se	essere	SCONJ	AUX
('vorrei_volere_VERB', 'una_uno_DET')	72	vorrei una	vorrei	una	volere	uno	VERB	DET
('gli_gli_PRON', 'avete_avere_AUX')	72	gli avete	gli	avete	gli	avere	PRON	AUX
('sta_stare_AUX', 'scrivendo_scrivere_VERB')	72	sta scrivendo	sta	scrivendo	stare	scrivere	AUX	VERB
('è_essere_AUX', 'libero_libero_ADJ')	72	è libero	è	libero	essere	libero	AUX	ADJ
('sei_essere_AUX', 'più_più_ADV')	72	sei più	sei	più	essere	più	AUX	ADV
('andrò_andare_VERB', 'in_in_ADP')	72	andrò in	andrò	in	andare	in	VERB	ADP
('la_il_DET', 'più_più_ADV')	72	la più	la	più	il	più	DET	ADV
('mio_mio_DET', 'ombrello_ombrello_NOUN')	72	mio ombrello	mio	ombrello	mio	ombrello	DET	NOUN
('sono_essere_AUX', 'impegnato_impegnare_VERB')	72	sono impegnato	sono	impegnato	essere	impegnare	AUX	VERB
('state_essere_AUX', 'dicendo_dire_VERB')	72	state dicendo	state	dicendo	essere	dire	AUX	VERB
('nessuno_nessuno_PRON', 'si_si_PRON')	72	nessuno si	nessuno	si	nessuno	si	PRON	PRON
('gli_gli_PRON', 'piacciono_piacere_VERB')	72	gli piacciono	gli	piacciono	gli	piacere	PRON	VERB
('ha_avere_VERB', 'molta_molto_DET')	72	ha molta	ha	molta	avere	molto	VERB	DET
('casa_casa_NOUN', 'alle_a_ADP')	71	casa alle	casa	alle	casa	a	NOUN	ADP
('lo_lo_PRON', 'faranno_fare_VERB')	71	lo faranno	lo	faranno	lo	fare	PRON	VERB
('le_il_DET', 'scatole_scatola_NOUN')	71	le scatole	le	scatole	il	scatola	DET	NOUN
('fatto_fare_VERB', 'colazione_colazione_NOUN')	71	fatto colazione	fatto	colazione	fare	colazione	VERB	NOUN
('ho_avere_AUX', 'aspettato_aspettare_VERB')	71	ho aspettato	ho	aspettato	avere	aspettare	AUX	VERB
"(""quest'_questo_DET"", 'uomo_uomo_NOUN')"	71	quest'uomo	quest'	uomo	questo	uomo	DET	NOUN
('sono_essere_AUX', 'occupato_occupare_VERB')	71	sono occupato	sono	occupato	essere	occupare	AUX	VERB
('erano_essere_AUX', 'tutti_tutto_PRON')	71	erano tutti	erano	tutti	essere	tutto	AUX	PRON
('ora_ora_NOUN', 'è_essere_AUX')	71	ora è	ora	è	ora	essere	NOUN	AUX
('voi_voi_PRON', 'conoscete_conoscere_VERB')	71	voi conoscete	voi	conoscete	voi	conoscere	PRON	VERB
('vivere_vivere_VERB', 'da_da_ADP')	71	vivere da	vivere	da	vivere	da	VERB	ADP
('perché_perché_PRON', 'vuoi_volere_AUX')	71	perché vuoi	perché	vuoi	perché	volere	PRON	AUX
('avete_avere_AUX', 'parlato_parlare_VERB')	71	avete parlato	avete	parlato	avere	parlare	AUX	VERB
('non_non_ADV', 'mangi_mangiare_VERB')	71	non mangi	non	mangi	non	mangiare	ADV	VERB
('cosa_cosa_PRON', 'succede_succedere_VERB')	71	cosa succede	cosa	succede	cosa	succedere	PRON	VERB
('devi_dovere_AUX', 'andare_andare_VERB')	71	devi andare	devi	andare	dovere	andare	AUX	VERB
"('bottiglia_bottiglia_NOUN', ""d'_di_ADP"")"	71	bottiglia d'	bottiglia	d'	bottiglia	di	NOUN	ADP
('mi_mi_PRON', 'servono_servire_VERB')	71	mi servono	mi	servono	mi	servire	PRON	VERB
('sarà_essere_AUX', 'qua_qua_ADV')	71	sarà qua	sarà	qua	essere	qua	AUX	ADV
('suo_suo_DET', 'letto_letto_NOUN')	71	suo letto	suo	letto	suo	letto	DET	NOUN
('vengo_venire_VERB', 'da_da_ADP')	71	vengo da	vengo	da	venire	da	VERB	ADP
('che_che_SCONJ', 'potrebbe_potere_AUX')	71	che potrebbe	che	potrebbe	che	potere	SCONJ	AUX
"(""cos'_cos'_PRON"", 'hai_avere_AUX')"	71	cos'hai	cos'	hai	cos'	avere	PRON	AUX
('così_così_ADV', 'bene_bene_ADV')	71	così bene	così	bene	così	bene	ADV	ADV
('state_essere_AUX', 'cercando_cercare_VERB')	71	state cercando	state	cercando	essere	cercare	AUX	VERB
('non_non_ADV', 'capisce_capire_VERB')	71	non capisce	non	capisce	non	capire	ADV	VERB
('è_essere_AUX', 'diventata_diventare_VERB')	71	è diventata	è	diventata	essere	diventare	AUX	VERB
('lei_lei_PRON', 'ama_amare_VERB')	71	lei ama	lei	ama	lei	amare	PRON	VERB
('il_il_DET', 'ladro_ladro_NOUN')	71	il ladro	il	ladro	il	ladro	DET	NOUN
('visitato_visitare_VERB', 'la_il_DET')	71	visitato la	visitato	la	visitare	il	VERB	DET
('mia_mio_DET', 'biro_biro_NOUN')	71	mia biro	mia	biro	mio	biro	DET	NOUN
('suoi_suo_DET', 'piani_piano_NOUN')	71	suoi piani	suoi	piani	suo	piano	DET	NOUN
('è_essere_VERB', 'nulla_nu_ADV')	71	è nulla	è	nulla	essere	nu	VERB	ADV
('ci_ci_PRON', 'disse_dire_VERB')	71	ci disse	ci	disse	ci	dire	PRON	VERB
('perso_perdere_VERB', 'i_il_DET')	71	perso i	perso	i	perdere	il	VERB	DET
('mio_mio_DET', 'orologio_orologio_NOUN')	71	mio orologio	mio	orologio	mio	orologio	DET	NOUN
('ci_ci_PRON', 'possiamo_potere_AUX')	71	ci possiamo	ci	possiamo	ci	potere	PRON	AUX
('vorrei_volere_AUX', 'andare_andare_VERB')	71	vorrei andare	vorrei	andare	volere	andare	AUX	VERB
('una_uno_DET', 'fidanzata_fidanzato_NOUN')	71	una fidanzata	una	fidanzata	uno	fidanzato	DET	NOUN
('aveva_avere_VERB', 'fame_fame_NOUN')	71	aveva fame	aveva	fame	avere	fame	VERB	NOUN
('su_su_ADP', 'questo_questo_DET')	71	su questo	su	questo	su	questo	ADP	DET
('come_come_SCONJ', 'sembra_sembrare_VERB')	71	come sembra	come	sembra	come	sembrare	SCONJ	VERB
('per_per_ADP', 'aver_avere_AUX')	71	per aver	per	aver	per	avere	ADP	AUX
('non_non_ADV', 'avere_avere_AUX')	71	non avere	non	avere	non	avere	ADV	AUX
('comprato_comprare_VERB', 'dei_di_ADP')	71	comprato dei	comprato	dei	comprare	di	VERB	ADP
('un_uno_DET', 'bugiardo_bugiardo_NOUN')	71	un bugiardo	un	bugiardo	uno	bugiardo	DET	NOUN
('cercate_cercare_VERB', 'di_di_ADP')	71	cercate di	cercate	di	cercare	di	VERB	ADP
('non_non_ADV', 'fosse_essere_AUX')	71	non fosse	non	fosse	non	essere	ADV	AUX
('perché_perché_ADV', 'le_il_DET')	71	perché le	perché	le	perché	il	ADV	DET
('sta_stare_AUX', 'aiutando_aiutare_VERB')	71	sta aiutando	sta	aiutando	stare	aiutare	AUX	VERB
"(""un'_uno_DET"", 'altra_altro_PRON')"	71	un'altra	un'	altra	uno	altro	DET	PRON
('uomo_uomo_NOUN', 'molto_molto_ADV')	71	uomo molto	uomo	molto	uomo	molto	NOUN	ADV
('tuo_tuo_DET', 'libro_libro_NOUN')	71	tuo libro	tuo	libro	tuo	libro	DET	NOUN
('è_essere_AUX', 'veloce_veloce_ADJ')	71	è veloce	è	veloce	essere	veloce	AUX	ADJ
('tutti_tutto_PRON', 'hanno_avere_VERB')	70	tutti hanno	tutti	hanno	tutto	avere	PRON	VERB
('è_essere_AUX', 'diverso_diverso_ADJ')	70	è diverso	è	diverso	essere	diverso	AUX	ADJ
('un_uno_DET', 'gran_grande_ADJ')	70	un gran	un	gran	uno	grande	DET	ADJ
('alle_a_ADP', 'sue_suo_DET')	70	alle sue	alle	sue	a	suo	ADP	DET
('posso_potere_AUX', 'aiutare_aiutare_VERB')	70	posso aiutare	posso	aiutare	potere	aiutare	AUX	VERB
('io_io_PRON', 'gli_gli_PRON')	70	io gli	io	gli	io	gli	PRON	PRON
('che_che_SCONJ', 'pensava_pensare_VERB')	70	che pensava	che	pensava	che	pensare	SCONJ	VERB
('prima_prima_ADV', 'o_o_CCONJ')	70		prima	o	prima	o	ADV	CCONJ
('è_essere_AUX', 'nata_nascere_VERB')	70	è nata	è	nata	essere	nascere	AUX	VERB
('in_in_ADP', 'matematica_matematica_NOUN')	70	in matematica	in	matematica	in	matematica	ADP	NOUN
('una_uno_DET', 'questione_questione_NOUN')	70	una questione	una	questione	uno	questione	DET	NOUN
('posso_potere_AUX', 'farlo_fare_VERB')	70	posso farlo	posso	farlo	potere	fare	AUX	VERB
('un_uno_DET', 'membro_membro_NOUN')	70	un membro	un	membro	uno	membro	DET	NOUN
('per_per_ADP', 'guidare_guidare_VERB')	70	per guidare	per	guidare	per	guidare	ADP	VERB
('vuole_volere_AUX', 'imparare_imparare_VERB')	70	vuole imparare	vuole	imparare	volere	imparare	AUX	VERB
('spesso_spesso_ADV', 'con_con_ADP')	70	spesso con	spesso	con	spesso	con	ADV	ADP
('lo_il_DET', 'sport_sport_NOUN')	70	lo sport	lo	sport	il	sport	DET	NOUN
('sentimenti_sentimento_NOUN', 'per_per_ADP')	70	sentimenti per	sentimenti	per	sentimento	per	NOUN	ADP
('suona_suonare_VERB', 'la_il_DET')	70	suona la	suona	la	suonare	il	VERB	DET
('aiutato_aiutare_VERB', 'a_a_ADP')	70		aiutato	a	aiutare	a	VERB	ADP
('chiamare_chiamare_VERB', 'la_il_DET')	70	chiamare la	chiamare	la	chiamare	il	VERB	DET
('da_da_ADP', 'imparare_imparare_VERB')	70	da imparare	da	imparare	da	imparare	ADP	VERB
('un_uno_DET', 'uccello_uccello_NOUN')	70	un uccello	un	uccello	uno	uccello	DET	NOUN
('sia_essere_AUX', 'successo_succedere_VERB')	70	sia successo	sia	successo	essere	succedere	AUX	VERB
('prometto_promettere_VERB', 'che_che_SCONJ')	70	prometto che	prometto	che	promettere	che	VERB	SCONJ
('questi_questo_DET', 'giorni_giorno_NOUN')	70	questi giorni	questi	giorni	questo	giorno	DET	NOUN
('hai_avere_AUX', 'finito_finire_VERB')	70	hai finito	hai	finito	avere	finire	AUX	VERB
('tu_tu_PRON', 'sembri_sembrare_VERB')	70	tu sembri	tu	sembri	tu	sembrare	PRON	VERB
('mangiato_mangiare_VERB', 'una_uno_DET')	70	mangiato una	mangiato	una	mangiare	uno	VERB	DET
('è_essere_AUX', 'intelligente_intelligente_ADJ')	70	è intelligente	è	intelligente	essere	intelligente	AUX	ADJ
('di_di_ADP', 'aiutarlo_aiutare_VERB')	70	di aiutarlo	di	aiutarlo	di	aiutare	ADP	VERB
('la_il_DET', 'schiena_schiena_NOUN')	70	la schiena	la	schiena	il	schiena	DET	NOUN
('cosa_cosa_PRON', 'sono_essere_AUX')	70	cosa sono	cosa	sono	cosa	essere	PRON	AUX
