gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2
('sta_stare_AUX', 'studiando_studiare_VERB')	30	sta studiando	sta	studiando	stare	studiare	AUX	VERB
('gli_gli_PRON', 'dica_dire_VERB')	30	gli dica	gli	dica	gli	dire	PRON	VERB
('cosa_cosa_PRON', 'stai_stare_AUX')	30	cosa stai	cosa	stai	cosa	stare	PRON	AUX
('non_non_ADV', 'hanno_avere_VERB')	30	non hanno	non	hanno	non	avere	ADV	VERB
('il_il_DET', 'bambino_bambino_NOUN')	30	il bambino	il	bambino	il	bambino	DET	NOUN
('ancora_ancora_ADV', 'che_che_SCONJ')	30	ancora che	ancora	che	ancora	che	ADV	SCONJ
('ci_ci_PRON', 'sta_stare_AUX')	30	ci sta	ci	sta	ci	stare	PRON	AUX
('non_non_ADV', 'vuoi_volere_AUX')	30	non vuoi	non	vuoi	non	volere	ADV	AUX
('sto_stare_AUX', 'andando_andare_VERB')	30	sto andando	sto	andando	stare	andare	AUX	VERB
('tempo_tempo_NOUN', 'con_con_ADP')	30	tempo con	tempo	con	tempo	con	NOUN	ADP
('tuo_tuo_DET', 'aiuto_aiuto_NOUN')	30	tuo aiuto	tuo	aiuto	tuo	aiuto	DET	NOUN
('del_di_ADP', 'riso_riso_NOUN')	30	del riso	del	riso	di	riso	ADP	NOUN
('non_non_ADV', 'pensa_pensare_VERB')	30	non pensa	non	pensa	non	pensare	ADV	VERB
('bene_bene_ADV', 'il_il_DET')	30	bene il	bene	il	bene	il	ADV	DET
('vedere_vedere_VERB', 'il_il_DET')	30	vedere il	vedere	il	vedere	il	VERB	DET
('suo_suo_DET', 'meglio_meglio_NOUN')	30	suo meglio	suo	meglio	suo	meglio	DET	NOUN
('lettera_lettera_NOUN', 'a_a_ADP')	30		lettera	a	lettera	a	NOUN	ADP
('preoccupata_preoccupare_VERB', 'per_per_ADP')	30	preoccupata per	preoccupata	per	preoccupare	per	VERB	ADP
"(""dev'_dovere_AUX"", 'essere_essere_AUX')"	30	dev'essere	dev'	essere	dovere	essere	AUX	AUX
('la_il_DET', 'notizia_notizia_NOUN')	30	la notizia	la	notizia	il	notizia	DET	NOUN
('moglie_moglie_NOUN', 'è_essere_AUX')	30	moglie è	moglie	è	moglie	essere	NOUN	AUX
('la_il_DET', 'birra_birra_NOUN')	30	la birra	la	birra	il	birra	DET	NOUN
('le_il_DET', 'mele_mela_NOUN')	30	le mele	le	mele	il	mela	DET	NOUN
('mangiato_mangiare_VERB', 'la_il_DET')	30	mangiato la	mangiato	la	mangiare	il	VERB	DET
('aprire_aprire_VERB', 'la_il_DET')	30	aprire la	aprire	la	aprire	il	VERB	DET
('so_sapere_VERB', 'dove_dove_ADV')	30	so dove	so	dove	sapere	dove	VERB	ADV
('meglio_meglio_NOUN', 'per_per_ADP')	30	meglio per	meglio	per	meglio	per	NOUN	ADP
('studiare_studiare_VERB', 'francese_francese_ADJ')	30	studiare francese	studiare	francese	studiare	francese	VERB	ADJ
('gli_il_DET', 'altri_altro_PRON')	30	gli altri	gli	altri	il	altro	DET	PRON
('come_come_ADP', 'lei_lei_PRON')	30	come lei	come	lei	come	lei	ADP	PRON
('si_si_PRON', 'stava_stare_AUX')	30	si stava	si	stava	si	stare	PRON	AUX
('me_me_PRON', 'lo_lo_PRON')	30	me lo	me	lo	me	lo	PRON	PRON
('il_il_DET', 'prezzo_prezzo_NOUN')	29	il prezzo	il	prezzo	il	prezzo	DET	NOUN
('sto_stare_AUX', 'cercando_cercare_VERB')	29	sto cercando	sto	cercando	stare	cercare	AUX	VERB
('mai_mai_ADV', 'vista_vedere_VERB')	29	mai vista	mai	vista	mai	vedere	ADV	VERB
('a_a_ADP', 'imparare_imparare_VERB')	29	ato a imparare	a	imparare	a	imparare	ADP	VERB
('riuscite_riuscito_VERB', 'a_a_ADP')	29	riuscite a	riuscite	a	riuscito	a	VERB	ADP
('tu_tu_PRON', 'devi_dovere_AUX')	29	tu devi	tu	devi	tu	dovere	PRON	AUX
('sei_essere_AUX', 'una_uno_DET')	29	sei una	sei	una	essere	uno	AUX	DET
"('ha_avere_VERB', ""un'_uno_DET"")"	29	ha un'	ha	un'	avere	uno	VERB	DET
('qualcuno_qualcuno_PRON', 'ha_avere_AUX')	29	qualcuno ha	qualcuno	ha	qualcuno	avere	PRON	AUX
('queste_questo_DET', 'parti_parte_NOUN')	29	queste parti	queste	parti	questo	parte	DET	NOUN
('sono_essere_AUX', 'arrivata_arrivare_VERB')	29	sono arrivata	sono	arrivata	essere	arrivare	AUX	VERB
('ha_avere_AUX', 'cambiato_cambiare_VERB')	29	ha cambiato	ha	cambiato	avere	cambiare	AUX	VERB
('riesce_riuscire_VERB', 'ad_a_ADP')	29	riesce ad	riesce	ad	riuscire	a	VERB	ADP
('tua_tuo_DET', 'moglie_moglie_NOUN')	29	tua moglie	tua	moglie	tuo	moglie	DET	NOUN
('io_io_PRON', 'vi_vi_PRON')	29	io vi	io	vi	io	vi	PRON	PRON
('più_più_ADV', 'alto_alto_ADJ')	29	più alto	più	alto	più	alto	ADV	ADJ
('siete_essere_AUX', 'andati_andare_VERB')	29	siete andati	siete	andati	essere	andare	AUX	VERB
('dia_dare_VERB', 'un_uno_DET')	29	dia un	dia	un	dare	uno	VERB	DET
('il_il_DET', 'sole_sole_NOUN')	29	il sole	il	sole	il	sole	DET	NOUN
('la_il_DET', 'donna_donna_NOUN')	29	la donna	la	donna	il	donna	DET	NOUN
('gli_il_DET', 'occhiali_occhiale_NOUN')	29	gli occhiali	gli	occhiali	il	occhiale	DET	NOUN
('andare_andare_VERB', 'lì_lì_ADV')	29	andare lì	andare	lì	andare	lì	VERB	ADV
('non_non_ADV', 'sarebbe_essere_AUX')	29	non sarebbe	non	sarebbe	non	essere	ADV	AUX
('in_in_ADP', 'ogni_ogni_DET')	29	in ogni	in	ogni	in	ogni	ADP	DET
('la_il_DET', 'morte_morte_NOUN')	29	la morte	la	morte	il	morte	DET	NOUN
('vero_vero_ADJ', 'che_che_SCONJ')	29	vero che	vero	che	vero	che	ADJ	SCONJ
('avete_avere_VERB', 'una_uno_DET')	29	avete una	avete	una	avere	uno	VERB	DET
('da_da_ADP', 'nessuna_nessuno_DET')	29	da nessuna	da	nessuna	da	nessuno	ADP	DET
"('con_con_ADP', ""l'_il_DET"")"	29	con l'	con	l'	con	il	ADP	DET
('parlando_parlare_VERB', 'con_con_ADP')	29	parlando con	parlando	con	parlare	con	VERB	ADP
('ha_avere_AUX', 'baciato_baciare_VERB')	29	ha baciato	ha	baciato	avere	baciare	AUX	VERB
('scuola_scuola_NOUN', 'oggi_oggi_ADV')	29	scuola oggi	scuola	oggi	scuola	oggi	NOUN	ADV
"(""l'_il_DET"", 'incidente_incidente_NOUN')"	29	l'incidente	l'	incidente	il	incidente	DET	NOUN
('ancora_ancora_ADV', 'il_il_DET')	29	ancora il	ancora	il	ancora	il	ADV	DET
('dimenticato_dimenticare_VERB', 'di_di_ADP')	29	di	dimenticato	di	dimenticare	di	VERB	ADP
('piace_piacere_VERB', 'veramente_veramente_ADV')	29	piace veramente	piace	veramente	piacere	veramente	VERB	ADV
('è_essere_AUX', 'qua_qua_ADV')	29	è qua	è	qua	essere	qua	AUX	ADV
('bene_bene_ADV', 'a_a_ADP')	29		bene	a	bene	a	ADV	ADP
('sa_sapere_VERB', 'di_di_ADP')	29	sa di	sa	di	sapere	di	VERB	ADP
('piena_pieno_ADJ', 'di_di_ADP')	29	piena di	piena	di	pieno	di	ADJ	ADP
('in_in_ADP', 'piedi_piede_NOUN')	29	in piedi	in	piedi	in	piede	ADP	NOUN
('non_non_ADV', 'avete_avere_VERB')	29	non avete	non	avete	non	avere	ADV	VERB
('abita_abitare_VERB', 'a_a_ADP')	29	a	abita	a	abitare	a	VERB	ADP
('a_a_ADP', 'lungo_lungo_ADJ')	29	a lungo	a	lungo	a	lungo	ADP	ADJ
('piace_piacere_VERB', 'questo_questo_DET')	29	piace questo	piace	questo	piacere	questo	VERB	DET
('casa_casa_NOUN', 'a_a_ADP')	29		casa	a	casa	a	NOUN	ADP
('sotto_sotto_ADP', 'la_il_DET')	29	sotto la	sotto	la	sotto	il	ADP	DET
('suo_suo_DET', 'amico_amico_NOUN')	29	suo amico	suo	amico	suo	amico	DET	NOUN
('è_essere_AUX', 'arrabbiato_arrabbiare_VERB')	29	è arrabbiato	è	arrabbiato	essere	arrabbiare	AUX	VERB
('è_essere_AUX', 'uno_uno_PRON')	29	è uno	è	uno	essere	uno	AUX	PRON
('sacco_sacco_NOUN', 'di_di_ADP')	29	sacco di	sacco	di	sacco	di	NOUN	ADP
('al_a_ADP', 'concerto_concerto_NOUN')	29	al concerto	al	concerto	a	concerto	ADP	NOUN
('vino_vino_NOUN', 'rosso_rosso_ADJ')	29	vino rosso	vino	rosso	vino	rosso	NOUN	ADJ
('oggi_oggi_ADV', 'è_essere_AUX')	29	oggi è	oggi	è	oggi	essere	ADV	AUX
('voleva_volere_AUX', 'fare_fare_VERB')	29	voleva fare	voleva	fare	volere	fare	AUX	VERB
('una_uno_DET', 'pistola_pistola_NOUN')	29	una pistola	una	pistola	uno	pistola	DET	NOUN
('è_essere_AUX', 'buono_buono_ADJ')	29	è buono	è	buono	essere	buono	AUX	ADJ
('non_non_ADV', 'vuole_volere_VERB')	29	non vuole	non	vuole	non	volere	ADV	VERB
('il_il_DET', 'lunedì_lunedì_NOUN')	29	il lunedì	il	lunedì	il	lunedì	DET	NOUN
('non_non_ADV', 'vedo_vedere_VERB')	29	non vedo	non	vedo	non	vedere	ADV	VERB
('qua_qua_ADV', 'per_per_ADP')	29	qua per	qua	per	qua	per	ADV	ADP
('ha_avere_AUX', 'insegnato_insegnare_VERB')	29	ha insegnato	ha	insegnato	avere	insegnare	AUX	VERB
('noi_noi_PRON', 'eravamo_essere_AUX')	29	noi eravamo	noi	eravamo	noi	essere	PRON	AUX
('vedere_vedere_VERB', 'la_il_DET')	29	vedere la	vedere	la	vedere	il	VERB	DET
('quando_quando_ADV', 'è_essere_AUX')	29	quando è	quando	è	quando	essere	ADV	AUX
('qual_lo_PRON', 'è_essere_AUX')	28	qual è	qual	è	lo	essere	PRON	AUX
('non_non_ADV', 'avere_avere_VERB')	28	non avere	non	avere	non	avere	ADV	VERB
('sono_essere_AUX', 'andate_andare_VERB')	28	sono andate	sono	andate	essere	andare	AUX	VERB
('la_il_DET', 'lingua_lingua_NOUN')	28	la lingua	la	lingua	il	lingua	DET	NOUN
('è_essere_AUX', 'come_come_ADP')	28	è come	è	come	essere	come	AUX	ADP
('dire_dire_VERB', 'di_di_ADP')	28	di	dire	di	dire	di	VERB	ADP
('io_io_PRON', 'vado_andare_VERB')	28	io vado	io	vado	io	andare	PRON	VERB
('sta_stare_AUX', 'venendo_venire_VERB')	28	sta venendo	sta	venendo	stare	venire	AUX	VERB
('a_a_ADP', 'vicenda_vicenda_NOUN')	28	ano a vicenda	a	vicenda	a	vicenda	ADP	NOUN
('devo_dovere_AUX', 'fare_fare_VERB')	28	devo fare	devo	fare	dovere	fare	AUX	VERB
('molto_molto_ADV', 'da_da_ADP')	28	molto da	molto	da	molto	da	ADV	ADP
('vendere_vendere_VERB', 'la_il_DET')	28	vendere la	vendere	la	vendere	il	VERB	DET
('voglio_volere_AUX', 'fare_fare_VERB')	28	voglio fare	voglio	fare	volere	fare	AUX	VERB
('di_di_ADP', 'lavoro_lavoro_NOUN')	28	di lavoro	di	lavoro	di	lavoro	ADP	NOUN
('andata_andare_VERB', 'in_in_ADP')	28	andata in	andata	in	andare	in	VERB	ADP
('sono_essere_AUX', 'venuta_venire_VERB')	28	sono venuta	sono	venuta	essere	venire	AUX	VERB
('ci_ci_PRON', 'sarà_essere_VERB')	28	ci sarà	ci	sarà	ci	essere	PRON	VERB
('nulla_nu_ADV', 'di_di_ADP')	28	nulla di	nulla	di	nu	di	ADV	ADP
('ho_avere_VERB', 'dei_di_ADP')	28	ho dei	ho	dei	avere	di	VERB	ADP
('è_essere_AUX', 'divertente_divertente_ADJ')	28	è divertente	è	divertente	essere	divertente	AUX	ADJ
('riesco_riuscire_VERB', 'ad_a_ADP')	28	riesco ad	riesco	ad	riuscire	a	VERB	ADP
('ad_a_ADP', 'una_uno_DET')	28	ad una	ad	una	a	uno	ADP	DET
('siamo_essere_AUX', 'tutti_tutto_PRON')	28	siamo tutti	siamo	tutti	essere	tutto	AUX	PRON
('cosa_cosa_PRON', 'state_essere_AUX')	28	cosa state	cosa	state	cosa	essere	PRON	AUX
('pulire_pulire_VERB', 'la_il_DET')	28	pulire la	pulire	la	pulire	il	VERB	DET
('ho_avere_AUX', 'lasciato_lasciare_VERB')	28	ho lasciato	ho	lasciato	avere	lasciare	AUX	VERB
('immagino_immaginare_VERB', 'che_che_SCONJ')	28	immagino che	immagino	che	immaginare	che	VERB	SCONJ
('continuato_continuare_VERB', 'a_a_ADP')	28		continuato	a	continuare	a	VERB	ADP
('faresti_fare_VERB', 'meglio_meglio_ADV')	28	faresti meglio	faresti	meglio	fare	meglio	VERB	ADV
('anno_anno_NOUN', 'prossimo_prossimo_ADJ')	28	anno prossimo	anno	prossimo	anno	prossimo	NOUN	ADJ
('della_di_ADP', 'tua_tuo_DET')	28	della tua	della	tua	di	tuo	ADP	DET
('ancora_ancora_ADV', 'un_uno_DET')	28	ancora un	ancora	un	ancora	uno	ADV	DET
('che_che_PRON', 'avete_avere_AUX')	28	che avete	che	avete	che	avere	PRON	AUX
('trovato_trovare_VERB', 'un_uno_DET')	28	trovato un	trovato	un	trovare	uno	VERB	DET
('venire_venire_VERB', 'con_con_ADP')	28	venire con	venire	con	venire	con	VERB	ADP
('fatto_fare_VERB', 'del_di_ADP')	28	fatto del	fatto	del	fare	di	VERB	ADP
('uno_uno_PRON', 'di_di_ADP')	28	uno di	uno	di	uno	di	PRON	ADP
('voi_voi_PRON', 'pensate_pensare_VERB')	28	voi pensate	voi	pensate	voi	pensare	PRON	VERB
('venuto_venire_VERB', 'a_a_ADP')	28	venuto a	venuto	a	venire	a	VERB	ADP
('averlo_avere_AUX', 'fatto_fare_VERB')	28	averlo fatto	averlo	fatto	avere	fare	AUX	VERB
('a_a_ADP', 'mia_mio_DET')	28	a mia	a	mia	a	mio	ADP	DET
('in_in_ADP', 'ufficio_ufficio_NOUN')	28	in ufficio	in	ufficio	in	ufficio	ADP	NOUN
('detto_dire_VERB', 'la_il_DET')	28	detto la	detto	la	dire	il	VERB	DET
('si_si_PRON', 'fida_fidare_VERB')	28	si fida	si	fida	si	fidare	PRON	VERB
('che_che_PRON', 'sono_essere_AUX')	28	che sono	che	sono	che	essere	PRON	AUX
('le_le_PRON', 'piacciono_piacere_VERB')	28	le piacciono	le	piacciono	le	piacere	PRON	VERB
('che_che_SCONJ', 'siete_essere_AUX')	28	che siete	che	siete	che	essere	SCONJ	AUX
('era_essere_AUX', 'veramente_veramente_ADV')	28	era veramente	era	veramente	essere	veramente	AUX	ADV
('ha_avere_AUX', 'lavorato_lavorare_VERB')	28	ha lavorato	ha	lavorato	avere	lavorare	AUX	VERB
('di_di_ADP', 'aiutarla_aiutare_VERB')	28	di aiutarla	di	aiutarla	di	aiutare	ADP	VERB
('che_che_SCONJ', 'li_li_PRON')	28	che li	che	li	che	li	SCONJ	PRON
('riusciamo_riuscire_VERB', 'a_a_ADP')	28	riuscia	riusciamo	a	riuscire	a	VERB	ADP
('questo_questo_DET', 'film_film_NOUN')	28	questo film	questo	film	questo	film	DET	NOUN
('molte_molto_DET', 'persone_persona_NOUN')	28	molte persone	molte	persone	molto	persona	DET	NOUN
('ho_avere_AUX', 'incontrato_incontrare_VERB')	28	ho incontrato	ho	incontrato	avere	incontrare	AUX	VERB
('la_il_DET', 'domanda_domanda_NOUN')	28	la domanda	la	domanda	il	domanda	DET	NOUN
('mangiato_mangiare_VERB', 'il_il_DET')	28	mangiato il	mangiato	il	mangiare	il	VERB	DET
('sanno_sapere_VERB', 'che_che_SCONJ')	28	sanno che	sanno	che	sapere	che	VERB	SCONJ
('sempre_sempre_ADV', 'a_a_ADP')	28	sempre a	sempre	a	sempre	a	ADV	ADP
('riescono_riuscire_VERB', 'a_a_ADP')	28	riescono a	riescono	a	riuscire	a	VERB	ADP
('voi_voi_PRON', 'dovete_dovere_AUX')	28	voi dovete	voi	dovete	voi	dovere	PRON	AUX
('delle_di_ADP', 'cose_cosa_NOUN')	28	delle cose	delle	cose	di	cosa	ADP	NOUN
('lei_lei_PRON', 'deve_dovere_AUX')	28	lei deve	lei	deve	lei	dovere	PRON	AUX
('in_in_ADP', 'vacanza_vacanza_NOUN')	28	in vacanza	in	vacanza	in	vacanza	ADP	NOUN
('molto_molto_ADV', 'il_il_DET')	28	molto il	molto	il	molto	il	ADV	DET
('essere_essere_AUX', 'più_più_ADV')	28	essere più	essere	più	essere	più	AUX	ADV
('di_di_ADP', 'persona_persona_NOUN')	28	di persona	di	persona	di	persona	ADP	NOUN
('qui_qui_ADV', 'a_a_ADP')	28		qui	a	qui	a	ADV	ADP
('amica_amico_NOUN', 'di_di_ADP')	28	amica di	amica	di	amico	di	NOUN	ADP
('sarebbe_essere_AUX', 'stato_essere_AUX')	27	sarebbe stato	sarebbe	stato	essere	essere	AUX	AUX
('sei_essere_AUX', 'il_il_DET')	27	sei il	sei	il	essere	il	AUX	DET
('un_uno_DET', 'fratello_fratello_NOUN')	27	un fratello	un	fratello	uno	fratello	DET	NOUN
('avresti_avere_AUX', 'dovuto_dovere_AUX')	27	avresti dovuto	avresti	dovuto	avere	dovere	AUX	AUX
('che_che_PRON', 'voglio_volere_VERB')	27	che voglio	che	voglio	che	volere	PRON	VERB
('state_essere_AUX', 'facendo_fare_VERB')	27	state facendo	state	facendo	essere	fare	AUX	VERB
('sua_suo_DET', 'età_età_NOUN')	27	sua età	sua	età	suo	età	DET	NOUN
('fiera_fiera_NOUN', 'di_di_ADP')	27	fiera di	fiera	di	fiera	di	NOUN	ADP
('mi_mi_PRON', 'sentivo_sentire_VERB')	27	mi sentivo	mi	sentivo	mi	sentire	PRON	VERB
('potrebbe_potere_AUX', 'non_non_ADV')	27	potrebbe non	potrebbe	non	potere	non	AUX	ADV
('fratello_fratello_NOUN', 'di_di_ADP')	27	fratello di	fratello	di	fratello	di	NOUN	ADP
('suo_suo_DET', 'libro_libro_NOUN')	27	suo libro	suo	libro	suo	libro	DET	NOUN
('è_essere_AUX', 'con_con_ADP')	27	è con	è	con	essere	con	AUX	ADP
('diventare_diventare_VERB', 'un_uno_DET')	27	diventare un	diventare	un	diventare	uno	VERB	DET
('lo_lo_PRON', 'sai_sapere_VERB')	27	lo sai	lo	sai	lo	sapere	PRON	VERB
('e_e_CCONJ', 'il_il_DET')	27		e	il	e	il	CCONJ	DET
('sempre_sempre_ADV', 'stato_essere_AUX')	27	sempre stato	sempre	stato	sempre	essere	ADV	AUX
('sta_stare_AUX', 'dicendo_dire_VERB')	27	sta dicendo	sta	dicendo	stare	dire	AUX	VERB
"(""un'_uno_DET"", 'idea_idea_NOUN')"	27	un'idea	un'	idea	uno	idea	DET	NOUN
"('ho_avere_VERB', ""un'_uno_DET"")"	27	ho un'	ho	un'	avere	uno	VERB	DET
('squadra_squadra_NOUN', 'di_di_ADP')	27	squadra di	squadra	di	squadra	di	NOUN	ADP
('più_più_ADV', 'forte_forte_ADJ')	27	più forte	più	forte	più	forte	ADV	ADJ
('va_andare_VERB', 'in_in_ADP')	27	va in	va	in	andare	in	VERB	ADP
('per_per_ADP', 'sempre_sempre_ADV')	27	per sempre	per	sempre	per	sempre	ADP	ADV
('io_io_PRON', 'stavo_essere_AUX')	27	io stavo	io	stavo	io	essere	PRON	AUX
('una_uno_DET', 'foto_foto_NOUN')	27	una foto	una	foto	uno	foto	DET	NOUN
('per_per_ADP', 'andare_andare_VERB')	27	per andare	per	andare	per	andare	ADP	VERB
('so_sapere_VERB', 'perché_perché_SCONJ')	27	so perché	so	perché	sapere	perché	VERB	SCONJ
('sono_essere_AUX', 'state_essere_AUX')	27	sono state	sono	state	essere	essere	AUX	AUX
('settimana_settimana_NOUN', 'scorsa_scorso_ADJ')	27	settimana scorsa	settimana	scorsa	settimana	scorso	NOUN	ADJ
('tempo_tempo_NOUN', 'di_di_ADP')	27	tempo di	tempo	di	tempo	di	NOUN	ADP
('che_che_PRON', 'sta_stare_AUX')	27	che sta	che	sta	che	stare	PRON	AUX
('ha_avere_AUX', 'vissuto_vivere_VERB')	27	ha vissuto	ha	vissuto	avere	vivere	AUX	VERB
('di_di_ADP', 'francese_francese_NOUN')	27	di francese	di	francese	di	francese	ADP	NOUN
('la_il_DET', 'barba_barba_NOUN')	27	la barba	la	barba	il	barba	DET	NOUN
('piace_piacere_VERB', 'parlare_parlare_VERB')	27	piace parlare	piace	parlare	piacere	parlare	VERB	VERB
"(""n'_ne_PRON"", 'è_essere_AUX')"	27	n'è	n'	è	ne	essere	PRON	AUX
('una_uno_DET', 'matita_matita_NOUN')	27	una matita	una	matita	uno	matita	DET	NOUN
('che_che_SCONJ', 'voleva_volere_VERB')	27	che voleva	che	voleva	che	volere	SCONJ	VERB
('lui_lui_PRON', 'sta_stare_AUX')	27	lui sta	lui	sta	lui	stare	PRON	AUX
('la_il_DET', 'madre_madre_NOUN')	27	la madre	la	madre	il	madre	DET	NOUN
('indossando_indossare_VERB', 'un_uno_DET')	27	indossando un	indossando	un	indossare	uno	VERB	DET
"('chi_chi_PRON', ""l'_lo_PRON"")"	27	chi l'	chi	l'	chi	lo	PRON	PRON
('a_a_ADP', 'mio_mio_DET')	27	a mio	a	mio	a	mio	ADP	DET
('un_uno_DET', 'appartamento_appartamento_NOUN')	27	un appartamento	un	appartamento	uno	appartamento	DET	NOUN
"(""all'_a_ADP"", 'aeroporto_aeroporto_NOUN')"	27	all'aeroporto	all'	aeroporto	a	aeroporto	ADP	NOUN
('non_non_ADV', 'mangia_mangiare_VERB')	27	non mangia	non	mangia	non	mangiare	ADV	VERB
('questi_questo_PRON', 'sono_essere_AUX')	27	questi sono	questi	sono	questo	essere	PRON	AUX
('di_di_ADP', 'stare_stare_VERB')	27	di stare	di	stare	di	stare	ADP	VERB
('sempre_sempre_ADV', 'così_così_ADV')	27	sempre così	sempre	così	sempre	così	ADV	ADV
('mie_mio_DET', 'amiche_amico_NOUN')	27	mie amiche	mie	amiche	mio	amico	DET	NOUN
('so_sapere_VERB', 'come_come_SCONJ')	27	so come	so	come	sapere	come	VERB	SCONJ
('ho_avere_VERB', 'ancora_ancora_ADV')	27	ho ancora	ho	ancora	avere	ancora	VERB	ADV
('pronto_pronto_ADJ', 'a_a_ADP')	27	pronto a	pronto	a	pronto	a	ADJ	ADP
('in_in_ADP', 'contatto_contatto_NOUN')	27	in contatto	in	contatto	in	contatto	ADP	NOUN
('comprare_comprare_VERB', 'una_uno_DET')	27	comprare una	comprare	una	comprare	uno	VERB	DET
('sia_essere_AUX', 'troppo_troppo_ADV')	27	sia troppo	sia	troppo	essere	troppo	AUX	ADV
"('altro_altro_ADJ', ""po'_poco_PRON"")"	27	altro po'	altro	po'	altro	poco	ADJ	PRON
('lo_lo_PRON', 'voleva_volere_AUX')	27	lo voleva	lo	voleva	lo	volere	PRON	AUX
('si_si_PRON', 'ricorda_ricordare_VERB')	27	si ricorda	si	ricorda	si	ricordare	PRON	VERB
('ha_avere_AUX', 'mandato_mandare_VERB')	27	ha mandato	ha	mandato	avere	mandare	AUX	VERB
('un_uno_DET', 'cavallo_cavallo_NOUN')	27	un cavallo	un	cavallo	uno	cavallo	DET	NOUN
('ha_avere_AUX', 'visitato_visitare_VERB')	27	ha visitato	ha	visitato	avere	visitare	AUX	VERB
('un_uno_DET', 'sogno_sogno_NOUN')	27	un sogno	un	sogno	uno	sogno	DET	NOUN
('una_uno_DET', 'lingua_lingua_NOUN')	27	una lingua	una	lingua	uno	lingua	DET	NOUN
('ha_avere_AUX', 'mentito_mentire_VERB')	27	ha mentito	ha	mentito	avere	mentire	AUX	VERB
('siamo_essere_AUX', 'in_in_ADP')	27	siamo in	siamo	in	essere	in	AUX	ADP
('sua_suo_DET', 'scrivania_scrivania_NOUN')	27	sua scrivania	sua	scrivania	suo	scrivania	DET	NOUN
('di_di_ADP', 'sopra_sopra_ADV')	27	di sopra	di	sopra	di	sopra	ADP	ADV
('posso_potere_AUX', 'parlare_parlare_VERB')	27	posso parlare	posso	parlare	potere	parlare	AUX	VERB
('una_uno_DET', 'studentessa_studente_NOUN')	27	una studentessa	una	studentessa	uno	studente	DET	NOUN
('fare_fare_VERB', 'per_per_ADP')	27	fare per	fare	per	fare	per	VERB	ADP
('il_il_DET', 'pesce_pesce_NOUN')	27	il pesce	il	pesce	il	pesce	DET	NOUN
('più_più_ADV', 'veloce_veloce_ADJ')	27	più veloce	più	veloce	più	veloce	ADV	ADJ
('ci_ci_PRON', 'hai_avere_AUX')	27	ci hai	ci	hai	ci	avere	PRON	AUX
('riuscivo_riuscire_VERB', 'a_a_ADP')	27	riuscivo a	riuscivo	a	riuscire	a	VERB	ADP
('piaceva_piacere_VERB', 'la_il_DET')	27	piaceva la	piaceva	la	piacere	il	VERB	DET
('ce_ce_PRON', 'ne_ne_PRON')	27	ce ne	ce	ne	ce	ne	PRON	PRON
('vicino_vicino_ADV', 'alla_a_ADP')	26	vicino alla	vicino	alla	vicino	a	ADV	ADP
('di_di_ADP', 'cibo_cibo_NOUN')	26	di cibo	di	cibo	di	cibo	ADP	NOUN
('gli_gli_PRON', 'piaceva_piacere_VERB')	26	gli piaceva	gli	piaceva	gli	piacere	PRON	VERB
('avere_avere_VERB', 'una_uno_DET')	26	avere una	avere	una	avere	uno	VERB	DET
('il_il_DET', 'padre_padre_NOUN')	26	il padre	il	padre	il	padre	DET	NOUN
('non_non_ADV', 'avrebbe_avere_AUX')	26	non avrebbe	non	avrebbe	non	avere	ADV	AUX
('sue_suo_DET', 'chiavi_chiave_NOUN')	26	sue chiavi	sue	chiavi	suo	chiave	DET	NOUN
('mio_mio_DET', 'ufficio_ufficio_NOUN')	26	mio ufficio	mio	ufficio	mio	ufficio	DET	NOUN
('sa_sapere_VERB', 'parlare_parlare_VERB')	26	sa parlare	sa	parlare	sapere	parlare	VERB	VERB
('sto_essere_AUX', 'facendo_fare_VERB')	26	sto facendo	sto	facendo	essere	fare	AUX	VERB
('voglio_volere_AUX', 'solo_solo_ADV')	26	voglio solo	voglio	solo	volere	solo	AUX	ADV
('a_a_ADP', 'pallavolo_pallavolo_NOUN')	26	are a pallavolo	a	pallavolo	a	pallavolo	ADP	NOUN
('aveva_avere_VERB', 'una_uno_DET')	26	aveva una	aveva	una	avere	uno	VERB	DET
('ha_avere_AUX', 'imparato_imparare_VERB')	26	ha imparato	ha	imparato	avere	imparare	AUX	VERB
('di_di_ADP', 'sì_sì_INTJ')	26	di sì	di	sì	di	sì	ADP	INTJ
('quando_quando_SCONJ', 'sono_essere_AUX')	26	quando sono	quando	sono	quando	essere	SCONJ	AUX
('sono_essere_AUX', 'per_per_ADP')	26	sono per	sono	per	essere	per	AUX	ADP
('sono_essere_AUX', 'stanco_stanco_ADJ')	26	sono stanco	sono	stanco	essere	stanco	AUX	ADJ
('è_essere_AUX', 'bello_bello_ADJ')	26	è bello	è	bello	essere	bello	AUX	ADJ
('perché_perché_ADV', 'le_le_PRON')	26	perché le	perché	le	perché	le	ADV	PRON
('è_essere_AUX', 'da_da_ADP')	26	è da	è	da	essere	da	AUX	ADP
('di_di_ADP', 'musica_musica_NOUN')	26	di musica	di	musica	di	musica	ADP	NOUN
('imparato_imparare_VERB', 'a_a_ADP')	26		imparato	a	imparare	a	VERB	ADP
('questa_questo_DET', 'scatola_scatola_NOUN')	26	questa scatola	questa	scatola	questo	scatola	DET	NOUN
