gram2_key	count	substr	term_1	term_2	lemma_1	lemma_2	pos_1	pos_2
('del_di_ADP', 'riso_riso_NOUN')	6	del riso	del	riso	di	riso	ADP	NOUN
('il_il_DET', 'prezzo_prezzo_NOUN')	6	il prezzo	il	prezzo	il	prezzo	DET	NOUN
('è_essere_AUX', 'uno_uno_DET')	6	è uno	è	uno	essere	uno	AUX	DET
('su_su_ADP', 'di_di_ADP')	6	su di	su	di	su	di	ADP	ADP
('chi_chi_PRON', 'è_essere_AUX')	6	chi è	chi	è	chi	essere	PRON	AUX
('deve_dovere_AUX', 'essere_essere_AUX')	6	deve essere	deve	essere	dovere	essere	AUX	AUX
('che_che_SCONJ', 'siamo_essere_AUX')	6	che siamo	che	siamo	che	essere	SCONJ	AUX
('ha_avere_AUX', 'chiesto_chiedere_VERB')	6	ha chiesto	ha	chiesto	avere	chiedere	AUX	VERB
('libro_libro_NOUN', 'in_in_ADP')	6	libro in	libro	in	libro	in	NOUN	ADP
('sono_essere_AUX', 'i_il_DET')	6		sono	i	essere	il	AUX	DET
('del_di_ADP', 'caffè_caffè_NOUN')	6	del caffè	del	caffè	di	caffè	ADP	NOUN
('da_da_ADP', 'soli_solo_ADJ')	6	da soli	da	soli	da	solo	ADP	ADJ
('a_a_ADP', 'fare_fare_VERB')	6	ata a fare	a	fare	a	fare	ADP	VERB
('mi_mi_PRON', 'hai_avere_AUX')	6	mi hai	mi	hai	mi	avere	PRON	AUX
('del_di_ADP', 'latte_latte_NOUN')	6	del latte	del	latte	di	latte	ADP	NOUN
('a_a_ADP', 'voi_voi_PRON')	6	a a voi	a	voi	a	voi	ADP	PRON
('voi_voi_PRON', 'non_non_ADV')	6	voi non	voi	non	voi	non	PRON	ADV
('bottiglia_bottiglia_NOUN', 'di_di_ADP')	6	bottiglia di	bottiglia	di	bottiglia	di	NOUN	ADP
('non_non_ADV', 'piace_piacere_VERB')	6	non piace	non	piace	non	piacere	ADV	VERB
('le_il_DET', 'mani_mano_NOUN')	6	le mani	le	mani	il	mano	DET	NOUN
('che_che_SCONJ', 'si_si_PRON')	6	che si	che	si	che	si	SCONJ	PRON
('che_che_SCONJ', 'aveva_avere_VERB')	6	che aveva	che	aveva	che	avere	SCONJ	VERB
('a_a_ADP', 'volte_volta_NOUN')	6	a volte	a	volte	a	volta	ADP	NOUN
"(""l'_il_DET"", 'inglese_inglese_NOUN')"	6	l'inglese	l'	inglese	il	inglese	DET	NOUN
('il_il_DET', 'giornale_giornale_NOUN')	6	il giornale	il	giornale	il	giornale	DET	NOUN
('che_che_SCONJ', 'voi_voi_PRON')	6	che voi	che	voi	che	voi	SCONJ	PRON
('mi_mi_PRON', 'hanno_avere_AUX')	6	mi hanno	mi	hanno	mi	avere	PRON	AUX
('è_essere_AUX', 'veramente_veramente_ADV')	6	è veramente	è	veramente	essere	veramente	AUX	ADV
('da_da_ADP', 'mangiare_mangiare_VERB')	6	da mangiare	da	mangiare	da	mangiare	ADP	VERB
('sua_suo_DET', 'macchina_macchina_NOUN')	6	sua macchina	sua	macchina	suo	macchina	DET	NOUN
('perso_perdere_VERB', 'il_il_DET')	6	perso il	perso	il	perdere	il	VERB	DET
('molto_molto_ADV', 'bene_bene_ADV')	6	molto bene	molto	bene	molto	bene	ADV	ADV
('grazie_grazie_INTJ', 'per_per_ADP')	6	grazie per	grazie	per	grazie	per	INTJ	ADP
('in_in_ADP', 'chiesa_chiesa_NOUN')	6	in chiesa	in	chiesa	in	chiesa	ADP	NOUN
('sono_essere_AUX', 'così_così_ADV')	6	sono così	sono	così	essere	così	AUX	ADV
('noi_noi_PRON', 'siamo_essere_AUX')	6	noi siamo	noi	siamo	noi	essere	PRON	AUX
('è_essere_AUX', 'mai_mai_ADV')	6	è mai	è	mai	essere	mai	AUX	ADV
('non_non_ADV', 'erano_essere_AUX')	6	non erano	non	erano	non	essere	ADV	AUX
('il_il_DET', 'ponte_ponte_NOUN')	5	il ponte	il	ponte	il	ponte	DET	NOUN
('un_uno_DET', 'dottore_dottore_NOUN')	5	un dottore	un	dottore	uno	dottore	DET	NOUN
"('è_essere_AUX', ""l'_il_DET"")"	5	è l'	è	l'	essere	il	AUX	DET
('se_se_PRON', 'ne_ne_PRON')	5	se ne	se	ne	se	ne	PRON	PRON
('da_da_ADP', 'lui_lui_PRON')	5	da lui	da	lui	da	lui	ADP	PRON
('la_il_DET', 'nostra_nostro_DET')	5	la nostra	la	nostra	il	nostro	DET	DET
('me_me_PRON', 'ne_ne_PRON')	5	me ne	me	ne	me	ne	PRON	PRON
('scuola_scuola_NOUN', 'a_a_ADP')	5		scuola	a	scuola	a	NOUN	ADP
('qualcosa_qualcosa_PRON', 'per_per_ADP')	5	qualcosa per	qualcosa	per	qualcosa	per	PRON	ADP
('voi_voi_PRON', 'dovete_dovere_AUX')	5	voi dovete	voi	dovete	voi	dovere	PRON	AUX
('la_il_DET', 'mano_mano_NOUN')	5	la mano	la	mano	il	mano	DET	NOUN
('è_essere_AUX', 'nella_in_ADP')	5	è nella	è	nella	essere	in	AUX	ADP
('ci_ci_PRON', 'siamo_essere_AUX')	5	ci siamo	ci	siamo	ci	essere	PRON	AUX
('la_il_DET', 'partita_partita_NOUN')	5	la partita	la	partita	il	partita	DET	NOUN
('mi_mi_PRON', 'chiedo_chiedere_VERB')	5	mi chiedo	mi	chiedo	mi	chiedere	PRON	VERB
('voglio_volere_AUX', 'andare_andare_VERB')	5	voglio andare	voglio	andare	volere	andare	AUX	VERB
('la_il_DET', 'notte_notte_NOUN')	5	la notte	la	notte	il	notte	DET	NOUN
('sembra_sembrare_VERB', 'che_che_SCONJ')	5	sembra che	sembra	che	sembrare	che	VERB	SCONJ
('sono_essere_AUX', 'stato_essere_AUX')	5	sono stato	sono	stato	essere	essere	AUX	AUX
('ti_ti_PRON', 'ha_avere_AUX')	5	ti ha	ti	ha	ti	avere	PRON	AUX
('io_io_PRON', 'sia_essere_AUX')	5	io sia	io	sia	io	essere	PRON	AUX
('tu_tu_PRON', 'non_non_ADV')	5	tu non	tu	non	tu	non	PRON	ADV
('tu_tu_PRON', 'hai_avere_VERB')	5	tu hai	tu	hai	tu	avere	PRON	VERB
('sta_stare_AUX', 'facendo_fare_VERB')	5	sta facendo	sta	facendo	stare	fare	AUX	VERB
('la_il_DET', 'gente_gente_NOUN')	5	la gente	la	gente	il	gente	DET	NOUN
('anno_anno_NOUN', 'scorso_scorso_ADJ')	5	anno scorso	anno	scorso	anno	scorso	NOUN	ADJ
('al_a_ADP', 'lavoro_lavoro_NOUN')	5	al lavoro	al	lavoro	a	lavoro	ADP	NOUN
('finito_finire_VERB', 'il_il_DET')	5	finito il	finito	il	finire	il	VERB	DET
('dove_dove_ADV', 'sono_essere_AUX')	5	dove sono	dove	sono	dove	essere	ADV	AUX
('di_di_ADP', 'voi_voi_PRON')	5	di voi	di	voi	di	voi	ADP	PRON
('ha_avere_AUX', 'mangiato_mangiare_VERB')	5	ha mangiato	ha	mangiato	avere	mangiare	AUX	VERB
('non_non_ADV', 'penso_pensare_VERB')	5	non penso	non	penso	non	pensare	ADV	VERB
('è_essere_AUX', 'qui_qui_ADV')	5	è qui	è	qui	essere	qui	AUX	ADV
('è_essere_AUX', 'venuto_venire_VERB')	5	è venuto	è	venuto	essere	venire	AUX	VERB
('un_uno_DET', 'gatto_gatto_NOUN')	5	un gatto	un	gatto	uno	gatto	DET	NOUN
('io_io_PRON', 'amo_amare_VERB')	5	io amo	io	amo	io	amare	PRON	VERB
('lui_lui_PRON', 'ha_avere_VERB')	5	lui ha	lui	ha	lui	avere	PRON	VERB
('ha_avere_AUX', 'finito_finire_VERB')	5	ha finito	ha	finito	avere	finire	AUX	VERB
('numero_numero_NOUN', 'di_di_ADP')	5	numero di	numero	di	numero	di	NOUN	ADP
('è_essere_AUX', 'troppo_troppo_ADV')	5	è troppo	è	troppo	essere	troppo	AUX	ADV
('sua_suo_DET', 'moglie_moglie_NOUN')	5	sua moglie	sua	moglie	suo	moglie	DET	NOUN
('non_non_ADV', 'deve_dovere_AUX')	5	non deve	non	deve	non	dovere	ADV	AUX
('di_di_ADP', 'recente_recente_ADJ')	5	di recente	di	recente	di	recente	ADP	ADJ
('dove_dove_ADV', 'ha_avere_AUX')	5	dove ha	dove	ha	dove	avere	ADV	AUX
('la_il_DET', 'loro_loro_DET')	5	la loro	la	loro	il	loro	DET	DET
('tutta_tutto_DET', 'la_il_DET')	5		tutta	la	tutto	il	DET	DET
('io_io_PRON', 'e_e_CCONJ')	5	io e	io	e	io	e	PRON	CCONJ
('di_di_ADP', 'avere_avere_AUX')	5	di avere	di	avere	di	avere	ADP	AUX
('sono_essere_AUX', 'andato_andare_VERB')	5	sono andato	sono	andato	essere	andare	AUX	VERB
('il_il_DET', 'padre_padre_NOUN')	5	il padre	il	padre	il	padre	DET	NOUN
('io_io_PRON', 'ti_ti_PRON')	5	io ti	io	ti	io	ti	PRON	PRON
('ha_avere_AUX', 'dato_dare_VERB')	5	ha dato	ha	dato	avere	dare	AUX	VERB
('non_non_ADV', 'sia_essere_AUX')	5	non sia	non	sia	non	essere	ADV	AUX
('suo_suo_DET', 'lavoro_lavoro_NOUN')	5	suo lavoro	suo	lavoro	suo	lavoro	DET	NOUN
('un_uno_DET', 'insegnante_insegnante_NOUN')	5	un insegnante	un	insegnante	uno	insegnante	DET	NOUN
('era_essere_AUX', 'un_uno_DET')	5	era un	era	un	essere	uno	AUX	DET
('paura_paura_NOUN', 'di_di_ADP')	5	paura di	paura	di	paura	di	NOUN	ADP
('comprò_comprare_VERB', 'un_uno_DET')	5	comprò un	comprò	un	comprare	uno	VERB	DET
('con_con_ADP', 'le_il_DET')	5	con le	con	le	con	il	ADP	DET
('visto_vedere_VERB', 'un_uno_DET')	5	visto un	visto	un	vedere	uno	VERB	DET
('ha_avere_AUX', 'chiamato_chiamare_VERB')	5	ha chiamato	ha	chiamato	avere	chiamare	AUX	VERB
('di_di_ADP', 'quello_quello_PRON')	5	di quello	di	quello	di	quello	ADP	PRON
('sicura_sicuro_ADJ', 'che_che_SCONJ')	5	sicura che	sicura	che	sicuro	che	ADJ	SCONJ
('li_li_PRON', 'hai_avere_AUX')	5	li hai	li	hai	li	avere	PRON	AUX
('suo_suo_DET', 'telefono_telefono_NOUN')	5	suo telefono	suo	telefono	suo	telefono	DET	NOUN
('ne_ne_PRON', 'ho_avere_AUX')	5	ne ho	ne	ho	ne	avere	PRON	AUX
('piacciono_piacere_VERB', 'le_il_DET')	5	piacciono le	piacciono	le	piacere	il	VERB	DET
('vuole_volere_VERB', 'che_che_SCONJ')	5	vuole che	vuole	che	volere	che	VERB	SCONJ
('sempre_sempre_ADV', 'a_a_ADP')	5	sempre a	sempre	a	sempre	a	ADV	ADP
('il_il_DET', 'loro_loro_DET')	5	il loro	il	loro	il	loro	DET	DET
('la_il_DET', 'porta_porta_NOUN')	5	la porta	la	porta	il	porta	DET	NOUN
('mi_mi_PRON', 'avete_avere_AUX')	5	mi avete	mi	avete	mi	avere	PRON	AUX
('mio_mio_DET', 'libro_libro_NOUN')	5	mio libro	mio	libro	mio	libro	DET	NOUN
('del_di_ADP', 'suo_suo_DET')	5	del suo	del	suo	di	suo	ADP	DET
('in_in_ADP', 'realtà_realtà_NOUN')	5	in realtà	in	realtà	in	realtà	ADP	NOUN
('a_a_ADP', 'parlare_parlare_VERB')	5	a parlare	a	parlare	a	parlare	ADP	VERB
('mai_mai_ADV', 'stato_essere_AUX')	5	mai stato	mai	stato	mai	essere	ADV	AUX
('cosa_cosa_PRON', 'ne_ne_PRON')	5	cosa ne	cosa	ne	cosa	ne	PRON	PRON
('la_il_DET', 'scorsa_scorso_ADJ')	5	la scorsa	la	scorsa	il	scorso	DET	ADJ
('ha_avere_AUX', 'preso_prendere_VERB')	5	ha preso	ha	preso	avere	prendere	AUX	VERB
('sono_essere_AUX', 'già_già_ADV')	5	sono già	sono	già	essere	già	AUX	ADV
('pensate_pensare_VERB', 'che_che_SCONJ')	5	pensate che	pensate	che	pensare	che	VERB	SCONJ
"('non_non_ADV', ""l'_lo_PRON"")"	5	non l'	non	l'	non	lo	ADV	PRON
('me_me_PRON', 'non_non_ADV')	5	me non	me	non	me	non	PRON	ADV
"(""l'_il_DET"", 'uomo_uomo_NOUN')"	5	l'uomo	l'	uomo	il	uomo	DET	NOUN
('perché_perché_PRON', 'siete_essere_AUX')	5	perché siete	perché	siete	perché	essere	PRON	AUX
('andare_andare_VERB', 'in_in_ADP')	5	andare in	andare	in	andare	in	VERB	ADP
('la_il_DET', 'macchina_macchina_NOUN')	5	la macchina	la	macchina	il	macchina	DET	NOUN
('ho_avere_AUX', 'dato_dare_VERB')	5	ho dato	ho	dato	avere	dare	AUX	VERB
('dicono_dire_VERB', 'che_che_SCONJ')	5	dicono che	dicono	che	dire	che	VERB	SCONJ
('che_che_SCONJ', 'fosse_essere_AUX')	5	che fosse	che	fosse	che	essere	SCONJ	AUX
('con_con_ADP', 'i_il_DET')	5		con	i	con	il	ADP	DET
('è_essere_AUX', 'arrabbiato_arrabbiare_VERB')	5	è arrabbiato	è	arrabbiato	essere	arrabbiare	AUX	VERB
('serve_servire_VERB', 'un_uno_DET')	5	serve un	serve	un	servire	uno	VERB	DET
('suo_suo_DET', 'padre_padre_NOUN')	5	suo padre	suo	padre	suo	padre	DET	NOUN
('i_il_DET', 'bambini_bambino_NOUN')	5	i bambini	i	bambini	il	bambino	DET	NOUN
('non_non_ADV', 'serve_servire_VERB')	5	non serve	non	serve	non	servire	ADV	VERB
('non_non_ADV', 'vuole_volere_AUX')	5	non vuole	non	vuole	non	volere	ADV	AUX
('miei_mio_DET', 'genitori_genitore_NOUN')	5	miei genitori	miei	genitori	mio	genitore	DET	NOUN
('amica_amico_NOUN', 'di_di_ADP')	5	amica di	amica	di	amico	di	NOUN	ADP
"(""d'_di_ADP"", 'accordo_accordo_NOUN')"	5	d'accordo	d'	accordo	di	accordo	ADP	NOUN
('quel_quello_DET', 'libro_libro_NOUN')	5	quel libro	quel	libro	quello	libro	DET	NOUN
('la_il_DET', 'verità_verità_NOUN')	5	la verità	la	verità	il	verità	DET	NOUN
('lui_lui_PRON', 'si_si_PRON')	5	lui si	lui	si	lui	si	PRON	PRON
('dovete_dovere_AUX', 'essere_essere_AUX')	5	dovete essere	dovete	essere	dovere	essere	AUX	AUX
('avete_avere_VERB', 'un_uno_DET')	5	avete un	avete	un	avere	uno	VERB	DET
('il_il_DET', 'vino_vino_NOUN')	5	il vino	il	vino	il	vino	DET	NOUN
('questo_questo_DET', 'problema_problema_NOUN')	5	questo problema	questo	problema	questo	problema	DET	NOUN
('che_che_SCONJ', 'ero_essere_AUX')	5	che ero	che	ero	che	essere	SCONJ	AUX
('più_più_ADV', 'di_di_ADP')	5	più di	più	di	più	di	ADV	ADP
('è_essere_AUX', 'già_già_ADV')	5	è già	è	già	essere	già	AUX	ADV
('non_non_ADV', 'avevo_avere_VERB')	5	non avevo	non	avevo	non	avere	ADV	VERB
('ci_ci_PRON', 'si_si_PRON')	5	ci si	ci	si	ci	si	PRON	PRON
