term_italian,is_base,base_lemma_italian,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english
caffè,true,caffè,noun,coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Vedo un caffè aperto.,I see an open café.
un caffè,false,caffè,noun,a coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,indefinite,un,un,n/a,n/a,Prendo un caffè al banco.,I'll have a coffee at the counter.
il caffè,false,caffè,noun,the coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,definite,il,il,n/a,n/a,Il caffè è caldo.,The coffee is hot.
caffè,false,caffè,noun,coffees,"beverages,cafe",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,invariable plural,Caffè italiani sono famosi.,Italian coffees are famous.
i caffè,false,caffè,noun,the coffees,"beverages,cafe",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,definite,i,i,n/a,invariable plural,I caffè del centro sono pieni.,The cafés downtown are full.
dei caffè,false,caffè,noun,some coffees,"beverages,cafe",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dei,di,invariable plural,Abbiamo preso dei caffè.,We had some coffees.
del caffè,false,caffè,noun,of the coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,del,di,n/a,Bevo del caffè al mattino.,I drink some coffee in the morning.
al caffè,false,caffè,noun,to the coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,al,a,n/a,Aggiungo zucchero al caffè.,I add sugar to the coffee.
ai caffè,false,caffè,noun,to the coffees,"beverages,cafe",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,ai,a,invariable plural,Porto biscotti ai caffè.,I bring cookies to the coffees/cafés.
dal caffè,false,caffè,noun,from the coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,dal,da,n/a,Sento profumo dal caffè.,I smell aroma from the coffee.
dai caffè,false,caffè,noun,from the coffees,"beverages,cafe",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dai,da,invariable plural,Musica arriva dai caffè.,Music comes from the cafés.
nel caffè,false,caffè,noun,in the coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,nel,in,n/a,Metto latte nel caffè.,I put milk in the coffee.
nei caffè,false,caffè,noun,in the coffees,"beverages,cafe",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,nei,in,invariable plural,Si fuma meno nei caffè.,People smoke less in cafés.
sul caffè,false,caffè,noun,on the coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,sul,su,n/a,Ho letto un articolo sul caffè.,I read an article about coffee.
sui caffè,false,caffè,noun,on the coffees,"beverages,cafe",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,sui,su,invariable plural,Parliamo spesso sui caffè.,We often talk about cafés.
col caffè,false,caffè,noun,with the coffee,"beverages,cafe",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,col,con,contraction of con + il,Lo bevo col caffè.,I drink it with the coffee.
coi caffè,false,caffè,noun,with the coffees,"beverages,cafe",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,coi,con,contraction of con + i,Arrivano i conti coi caffè.,The bills arrive with the coffees.
camera,true,camera,noun,room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Prenoto camera doppia.,I book a double room.
una camera,false,camera,noun,a room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,indefinite,una,una,n/a,n/a,Cerco una camera silenziosa.,I'm looking for a quiet room.
la camera,false,camera,noun,the room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,definite,la,la,n/a,n/a,La camera è luminosa.,The room is bright.
camere,false,camera,noun,rooms,"home,travel",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,plural form,Camere libere stanotte.,Rooms available tonight.
le camere,false,camera,noun,the rooms,"home,travel",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,definite,le,le,n/a,n/a,Le camere sono pulite.,The rooms are clean.
delle camere,false,camera,noun,some rooms,"home,travel",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,delle,di,n/a,Abbiamo delle camere libere.,We have some available rooms.
della camera,false,camera,noun,of the room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,della,di,n/a,La chiave della camera è qui.,The room's key is here.
alla camera,false,camera,noun,to the room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,alla,a,n/a,Vado alla camera ora.,I'm going to the room now.
alle camere,false,camera,noun,to the rooms,"home,travel",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,alle,a,n/a,Accesso alle camere al primo piano.,Access to the rooms on the first floor.
dalla camera,false,camera,noun,from the room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,dalla,da,n/a,Esco dalla camera.,I leave the room.
dalle camere,false,camera,noun,from the rooms,"home,travel",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,dalle,da,n/a,Rumori dalle camere vicine.,Noises from the nearby rooms.
nella camera,false,camera,noun,in the room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,nella,in,n/a,C'è luce nella camera.,There is light in the room.
nelle camere,false,camera,noun,in the rooms,"home,travel",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,nelle,in,n/a,Ventilatori nelle camere.,Fans in the rooms.
sulla camera,false,camera,noun,on the room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,sulla,su,n/a,Nota sulla camera 12.,A note about room 12.
sulle camere,false,camera,noun,on the rooms,"home,travel",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,sulle,su,n/a,Commenti sulle camere.,Comments on the rooms.
con la camera,false,camera,noun,with the room,"home,travel",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,con la,con,n/a,Pago con la camera inclusa.,I pay with the room included.
con le camere,false,camera,noun,with the rooms,"home,travel",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,con le,con,n/a,Lavoro con le camere deluxe.,I work with the deluxe rooms.
macchina,true,macchina,noun,car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Guido macchina nuova.,I drive a new car.
una macchina,false,macchina,noun,a car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,indefinite,una,una,n/a,n/a,Noleggio una macchina.,I rent a car.
la macchina,false,macchina,noun,the car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,definite,la,la,n/a,n/a,La macchina è veloce.,The car is fast.
macchine,false,macchina,noun,cars,"transport,everyday",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,plural form,Macchine elettriche in città.,Electric cars in the city.
le macchine,false,macchina,noun,the cars,"transport,everyday",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,definite,le,le,n/a,n/a,Le macchine sono parcheggiate.,The cars are parked.
delle macchine,false,macchina,noun,some cars,"transport,everyday",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,delle,di,n/a,Compriamo delle macchine usate.,We're buying some used cars.
della macchina,false,macchina,noun,of the car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,della,di,n/a,Il colore della macchina mi piace.,I like the car's color.
alla macchina,false,macchina,noun,to the car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,alla,a,n/a,Vado alla macchina.,I'm going to the car.
alle macchine,false,macchina,noun,to the cars,"transport,everyday",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,alle,a,n/a,Accesso alle macchine aziendali.,Access to company cars.
dalla macchina,false,macchina,noun,from the car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,dalla,da,n/a,Scendo dalla macchina.,I get out of the car.
dalle macchine,false,macchina,noun,from the cars,"transport,everyday",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,dalle,da,n/a,Rumori dalle macchine.,Noises from the cars.
nella macchina,false,macchina,noun,in the car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,nella,in,n/a,C'è un cavo nella macchina.,There's a cable in the car.
nelle macchine,false,macchina,noun,in the cars,"transport,everyday",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,nelle,in,n/a,Bambini nelle macchine.,Children in the cars.
sulla macchina,false,macchina,noun,on the car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,sulla,su,n/a,Piove sulla macchina.,It's raining on the car.
sulle macchine,false,macchina,noun,on the cars,"transport,everyday",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,sulle,su,n/a,Polvere sulle macchine.,Dust on the cars.
con la macchina,false,macchina,noun,with the car,"transport,everyday",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,con la,con,n/a,Vado con la macchina.,I go by car.
con le macchine,false,macchina,noun,with the cars,"transport,everyday",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,con le,con,n/a,Lavoro con le macchine nuove.,I work with the new cars.
negozio,true,negozio,noun,shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Apro negozio nuovo.,I'm opening a new shop.
un negozio,false,negozio,noun,a shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,indefinite,un,un,n/a,n/a,Cerco un negozio economico.,I'm looking for an inexpensive shop.
il negozio,false,negozio,noun,the shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,definite,il,il,n/a,n/a,Il negozio apre alle nove.,The shop opens at nine.
negozi,false,negozio,noun,shops,"shopping,places",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,plural form,Negozi piccoli qui.,Small shops here.
i negozi,false,negozio,noun,the shops,"shopping,places",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,definite,i,i,n/a,n/a,I negozi sono chiusi.,The shops are closed.
dei negozi,false,negozio,noun,some shops,"shopping,places",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dei,di,n/a,Visito dei negozi locali.,I visit some local shops.
del negozio,false,negozio,noun,of the shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,del,di,n/a,Il nome del negozio è noto.,The shop's name is well-known.
al negozio,false,negozio,noun,to the shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,al,a,n/a,Vado al negozio ora.,I'm going to the shop now.
ai negozi,false,negozio,noun,to the shops,"shopping,places",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,ai,a,n/a,Sconti ai negozi affiliati.,Discounts at affiliated shops.
dal negozio,false,negozio,noun,from the shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,dal,da,n/a,Torno dal negozio.,I return from the shop.
dai negozi,false,negozio,noun,from the shops,"shopping,places",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dai,da,n/a,Merci dai negozi vicini.,Goods from nearby shops.
nel negozio,false,negozio,noun,in the shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,nel,in,n/a,Lavoro nel negozio.,I work in the shop.
nei negozi,false,negozio,noun,in the shops,"shopping,places",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,nei,in,n/a,Prezzi nei negozi centrali.,Prices in downtown shops.
sul negozio,false,negozio,noun,on the shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,sul,su,n/a,Cartello sul negozio.,A sign on the shop.
sui negozi,false,negozio,noun,on the shops,"shopping,places",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,sui,su,n/a,Regole sui negozi.,Rules about shops.
col negozio,false,negozio,noun,with the shop,"shopping,places",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,col,con,contraction of con + il,Parlo col negozio online.,I speak with the online shop.
coi negozi,false,negozio,noun,with the shops,"shopping,places",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,coi,con,contraction of con + i,Collaboro coi negozi locali.,I collaborate with local shops.
pane,true,pane,noun,bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Mangio pane caldo.,I eat warm bread.
un pane,false,pane,noun,a bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,indefinite,un,un,n/a,used for a loaf,Compro un pane integrale.,I buy a wholemeal loaf.
il pane,false,pane,noun,the bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,definite,il,il,n/a,n/a,Il pane è fresco.,The bread is fresh.
pani,false,pane,noun,breads,"food,basics",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,plural form,Pani diversi sono in vetrina.,Different breads are on display.
i pani,false,pane,noun,the breads,"food,basics",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,definite,i,i,n/a,n/a,I pani sono artigianali.,The breads are artisanal.
dei pani,false,pane,noun,some breads,"food,basics",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dei,di,n/a,Assaggio dei pani tipici.,I taste some typical breads.
del pane,false,pane,noun,of the bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,del,di,n/a,Mangio del pane.,I eat some bread.
al pane,false,pane,noun,to the bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,al,a,n/a,Aggiungo olio al pane.,I add oil to the bread.
ai pani,false,pane,noun,to the breads,"food,basics",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,ai,a,n/a,Metto etichette ai pani.,I put labels on the breads.
dal pane,false,pane,noun,from the bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,dal,da,n/a,Il profumo viene dal pane.,The aroma comes from the bread.
dai pani,false,pane,noun,from the breads,"food,basics",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dai,da,n/a,Le briciole cadono dai pani.,Crumbs fall from the breads.
nel pane,false,pane,noun,in the bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,nel,in,n/a,C'è noci nel pane.,There are nuts in the bread.
nei pani,false,pane,noun,in the breads,"food,basics",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,nei,in,n/a,Semi nei pani integrali.,Seeds in the whole-grain breads.
sul pane,false,pane,noun,on the bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,sul,su,n/a,Metto miele sul pane.,I put honey on the bread.
sui pani,false,pane,noun,on the breads,"food,basics",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,sui,su,n/a,Scritte sui pani.,Writings on the breads.
col pane,false,pane,noun,with the bread,"food,basics",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,col,con,contraction of con + il,Servo formaggio col pane.,I serve cheese with the bread.
coi pani,false,pane,noun,with the breads,"food,basics",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,coi,con,contraction of con + i,Lavoro coi pani del forno.,I work with the bakery's breads.
pasta,true,pasta,noun,pasta,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Cucino pasta spesso.,I cook pasta often.
una pasta,false,pasta,noun,a pastry,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,indefinite,una,una,n/a,as a pastry in cafés; for quantity use della,Prendo una pasta alla crema.,I'll have a cream pastry.
la pasta,false,pasta,noun,the pasta,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,definite,la,la,n/a,n/a,La pasta è al dente.,The pasta is al dente.
paste,false,pasta,noun,pastas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,plural form,Paste fresche oggi.,Fresh pastas today.
le paste,false,pasta,noun,the pastas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,definite,le,le,n/a,n/a,Le paste sono fatte in casa.,The pastas are homemade.
delle paste,false,pasta,noun,some pastas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,delle,di,n/a,Assaggio delle paste ripiene.,I taste some stuffed pastas.
della pasta,false,pasta,noun,of the pasta,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,della,di,n/a,Mangio della pasta.,I eat some pasta.
alla pasta,false,pasta,noun,to the pasta,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,alla,a,n/a,Aggiungo salsa alla pasta.,I add sauce to the pasta.
alle paste,false,pasta,noun,to the pastas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,alle,a,n/a,Do forma alle paste.,I shape the pastas.
dalla pasta,false,pasta,noun,from the pasta,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,dalla,da,n/a,Il profumo viene dalla pasta.,The smell comes from the pasta.
dalle paste,false,pasta,noun,from the pastas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,dalle,da,n/a,Sugo cola dalle paste.,Sauce drips from the pastas.
nella pasta,false,pasta,noun,in the pasta,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,nella,in,n/a,C'è pepe nella pasta.,There is pepper in the pasta.
nelle paste,false,pasta,noun,in the pastas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,nelle,in,n/a,Erbe nelle paste fresche.,Herbs in the fresh pastas.
sulla pasta,false,pasta,noun,on the pasta,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,sulla,su,n/a,Metto formaggio sulla pasta.,I put cheese on the pasta.
sulle paste,false,pasta,noun,on the pastas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,sulle,su,n/a,Sughi diversi sulle paste.,Different sauces on the pastas.
con la pasta,false,pasta,noun,with the pasta,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,con la,con,n/a,Servo vino con la pasta.,I serve wine with the pasta.
con le paste,false,pasta,noun,with the pastas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,con le,con,n/a,Lavoro con le paste fresche.,I work with fresh pastas.
pizza,true,pizza,noun,pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Ordino pizza stasera.,I'm ordering pizza tonight.
una pizza,false,pizza,noun,a pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,indefinite,una,una,n/a,n/a,Prendo una pizza margherita.,I'll have a margherita pizza.
la pizza,false,pizza,noun,the pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,definite,la,la,n/a,n/a,La pizza è pronta.,The pizza is ready.
pizze,false,pizza,noun,pizzas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,plural form,Pizze grandi escono dal forno.,Large pizzas come out of the oven.
le pizze,false,pizza,noun,the pizzas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,definite,le,le,n/a,n/a,Le pizze sono ottime.,The pizzas are excellent.
delle pizze,false,pizza,noun,some pizzas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,delle,di,n/a,Ordiniamo delle pizze.,We're ordering some pizzas.
della pizza,false,pizza,noun,of the pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,della,di,n/a,Mangio della pizza.,I eat some pizza.
alla pizza,false,pizza,noun,to the pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,alla,a,n/a,Aggiungo basilico alla pizza.,I add basil to the pizza.
alle pizze,false,pizza,noun,to the pizzas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,alle,a,n/a,Porto olio alle pizze.,I bring oil to the pizzas.
dalla pizza,false,pizza,noun,from the pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,dalla,da,n/a,Il profumo viene dalla pizza.,The smell comes from the pizza.
dalle pizze,false,pizza,noun,from the pizzas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,dalle,da,n/a,Fumo esce dalle pizze.,Smoke comes out of the pizzas.
nella pizza,false,pizza,noun,in the pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,nella,in,n/a,C'è origano nella pizza.,There's oregano in the pizza.
nelle pizze,false,pizza,noun,in the pizzas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,nelle,in,n/a,Mettono olive nelle pizze.,They put olives on the pizzas.
sulla pizza,false,pizza,noun,on the pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,sulla,su,n/a,Metto olio sulla pizza.,I put oil on the pizza.
sulle pizze,false,pizza,noun,on the pizzas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,sulle,su,n/a,Offerte sulle pizze.,Deals on pizzas.
con la pizza,false,pizza,noun,with the pizza,"food,dining",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,articulated_preposition,la,con la,con,n/a,Bevo birra con la pizza.,I drink beer with the pizza.
con le pizze,false,pizza,noun,with the pizzas,"food,dining",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,con le,con,n/a,Arrivo con le pizze.,I arrive with the pizzas.
ristorante,true,ristorante,noun,restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Cerco ristorante economico.,I'm looking for an inexpensive restaurant.
un ristorante,false,ristorante,noun,a restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,indefinite,un,un,n/a,n/a,Conosco un ristorante buono.,I know a good restaurant.
il ristorante,false,ristorante,noun,the restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,definite,il,il,n/a,n/a,Il ristorante apre alle sette.,The restaurant opens at seven.
ristoranti,false,ristorante,noun,restaurants,"travel,dining",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,plural form,Ristoranti nuovi aprono spesso.,New restaurants open often.
i ristoranti,false,ristorante,noun,the restaurants,"travel,dining",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,definite,i,i,n/a,n/a,I ristoranti sono pieni.,The restaurants are full.
dei ristoranti,false,ristorante,noun,some restaurants,"travel,dining",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dei,di,n/a,Provo dei ristoranti locali.,I try some local restaurants.
del ristorante,false,ristorante,noun,of the restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,del,di,n/a,L'orario del ristorante è online.,The restaurant's hours are online.
al ristorante,false,ristorante,noun,to the restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,al,a,n/a,Andiamo al ristorante.,We're going to the restaurant.
ai ristoranti,false,ristorante,noun,to the restaurants,"travel,dining",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,ai,a,n/a,Prenoto ai ristoranti del centro.,I book at the downtown restaurants.
dal ristorante,false,ristorante,noun,from the restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,dal,da,n/a,Esco dal ristorante.,I leave the restaurant.
dai ristoranti,false,ristorante,noun,from the restaurants,"travel,dining",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,dai,da,n/a,Profumi dai ristoranti vicini.,Scents from the nearby restaurants.
nel ristorante,false,ristorante,noun,in the restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,nel,in,n/a,Lavoro nel ristorante.,I work in the restaurant.
nei ristoranti,false,ristorante,noun,in the restaurants,"travel,dining",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,nei,in,n/a,Non si fuma nei ristoranti.,You can't smoke in restaurants.
sul ristorante,false,ristorante,noun,on the restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,sul,su,n/a,Leggo una recensione sul ristorante.,I read a review about the restaurant.
sui ristoranti,false,ristorante,noun,on the restaurants,"travel,dining",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,sui,su,n/a,Ho dati sui ristoranti locali.,I have data on local restaurants.
col ristorante,false,ristorante,noun,with the restaurant,"travel,dining",n/a,n/a,masculine,singular,n/a,n/a,false,false,false,articulated_preposition,il,col,con,contraction of con + il,Collaboro col ristorante.,I collaborate with the restaurant.
coi ristoranti,false,ristorante,noun,with the restaurants,"travel,dining",n/a,n/a,masculine,plural,n/a,n/a,false,false,false,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi ristoranti partner.,We work with partner restaurants.
sedia,true,sedia,noun,chair,"home,furniture",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,none,n/a,n/a,n/a,base lemma,Cerco sedia comoda.,I'm looking for a comfortable chair.
una sedia,false,sedia,noun,a chair,"home,furniture",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,indefinite,una,una,n/a,n/a,Mi serve una sedia.,I need a chair.
la sedia,false,sedia,noun,the chair,"home,furniture",n/a,n/a,feminine,singular,n/a,n/a,false,false,false,definite,la,la,n/a,n/a,La sedia è rotta.,The chair is broken.
sedie,false,sedia,noun,chairs,"home,furniture",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,none,n/a,n/a,n/a,plural form,Sedie nuove arrivano oggi.,New chairs arrive today.
le sedie,false,sedia,noun,the chairs,"home,furniture",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,definite,le,le,n/a,n/a,Le sedie sono leggere.,The chairs are light.
delle sedie,false,sedia,noun,some chairs,"home,furniture",n/a,n/a,feminine,plural,n/a,n/a,false,false,false,articulated_preposition,le,delle,di,n/a,Compriamo delle sedie.,We're buying some chairs.
