text_it	text_en	hash	text_it_length	text_en_length
In questo edificio non sono ammessi cani.	Dogs aren't allowed in this building.	4035e720-12ab-5725-9182-cb58f080cee4	41	37
Non sono ammessi cani in questo edificio.	Dogs aren't allowed in this building.	b34e8804-6bca-515b-b0cc-fd24e1fc2bdc	41	37
Sta preparando del cibo per i suoi cani.	He is making food for his dogs.	9ed98d2c-5eba-5939-9897-00374ce5ca3f	40	31
Yanni aveva due cani e quattro gatti.	Yanni had two dogs and four cats.	8e82a972-69ab-5023-bf9b-a38460b23699	37	33
A Tom piacciono i cani e a Mary piacciono i gatti.	Tom likes dogs, and Mary likes cats.	2f71230f-5ea4-576f-8986-027fd778d393	50	36
Tom aveva tre cani e tre gatti.	Tom had three dogs and three cats.	9caca380-5af8-5c0d-9070-9666314b97d7	31	34
I cani trovano sempre le ossa che sotterrano.	Dogs always find the bones they bury.	4438bd26-a81e-526c-a841-477107315a41	45	37
Qual è la tua razza di cani preferita?	What is your favorite breed of dogs?	24dbb2b1-199f-5edf-bc24-f3526ad26652	38	36
Qual è la sua razza di cani preferita?	What is your favorite breed of dogs?	6e923792-b14b-5596-b654-5d475ce540b4	38	36
Qual è la vostra razza di cani preferita?	What is your favorite breed of dogs?	10ee3348-447f-53d3-b02e-10ac20950094	41	36
I cani di Yanni sono innocui ma intimidatori.	Yanni's dogs are harmless but intimidating.	b312b466-e07c-56c0-81f1-cad3a8572bd1	45	43
A Tom non piacciono per niente i cani.	Tom doesn't like dogs at all.	d8cda880-5934-5d5d-8135-5090b711e59f	38	29
A Tom non piacciono per nulla i cani.	Tom doesn't like dogs at all.	3413f6e1-175e-5f98-bfdb-8c7a5d8fc6fe	37	29
Tom non dà più da mangiare ai cani randagi.	Tom doesn't feed stray dogs anymore.	d19c1783-a8a9-5f55-8f34-e8975008a018	43	36
Va bene dar da mangiare ai cani delle banane?	Is it OK to feed dogs bananas?	b374d355-2774-5204-812b-795176a4056a	45	30
I cani hanno un olfatto molto sviluppato.	Dogs have a delicate sense of smell.	95470146-76ba-58b5-af47-b5d64bc4c99a	41	36
I cani hanno un buon senso dell'olfatto.	Dogs have a good sense of smell.	8d2465c3-b8a1-5f5c-b140-7897dac7d13b	40	32
Abbiamo un gatto e tre cani.	We have a cat and three dogs.	6fe03be1-67e2-50ef-808f-7df5ed86674b	28	29
Sta piovendo a catinelle fuori.	It's raining cats and dogs outside.	64211a9c-2704-57d0-9b69-702f76213a95	31	35
Era divertente guardare i cani giocare.	It was fun watching the dogs playing.	e4b0fc7b-07a4-5169-8385-10d99d95fedd	39	37
Era divertente guardare i cani suonare.	It was fun watching the dogs playing.	7e5fbdd8-94ae-5b55-9850-1469aece647d	39	37
Quanti cani hai, allora?	How many dogs have you got, then?	c9cc1073-d67e-5360-a173-a8c5a7dfd322	24	33
Quanti cani ha, allora?	How many dogs have you got, then?	a8b96ba6-f49f-5085-9212-b4e130d3da1b	23	33
Quanti cani avete, allora?	How many dogs have you got, then?	f39ba25d-84a7-546a-b76f-c80873e4f964	26	33
Tom ha un gatto e due cani.	Tom has a cat and two dogs.	13196c9f-f236-51dc-8f0c-44161ff1d632	27	27
I cani di Ziri sono addestrati molto bene.	Ziri's dogs are very well trained.	21076c2b-116a-5f67-93bd-e823004662bd	42	34
Perché alcuni cani mordono i loro proprietari?	Why do some dogs bite their owners?	b5a1a011-36d4-5024-99c0-b483f3ab9353	46	35
Per piacere, metti i tuoi cani al guinzaglio.	Please leash your dogs.	d4c81bf1-f5d1-540e-afeb-50c353ca3e08	45	23
Per favore, metti i tuoi cani al guinzaglio.	Please leash your dogs.	e7218ede-a3ec-537f-99e2-1381060104df	44	23
Per piacere, metta i suoi cani al guinzaglio.	Please leash your dogs.	e8dcaeab-c1b1-578a-9712-00bb0fcd84dc	45	23
Per favore, metta i suoi cani al guinzaglio.	Please leash your dogs.	3dc2c451-6edd-5427-a33d-5a769680b841	44	23
Per piacere, mettete i vostri cani al guinzaglio.	Please leash your dogs.	9c72e78f-5db2-5c4d-80bd-c833c9b603de	49	23
Per favore, mettete i vostri cani al guinzaglio.	Please leash your dogs.	75e08403-9020-5722-b92d-26f74b752e54	48	23
Lascia che dia da mangiare ai cani.	Let me feed the dogs.	0225b240-1fa5-5143-94bf-db132bfc6f60	35	21
Lasci che dia da mangiare ai cani.	Let me feed the dogs.	4294833a-4cf1-59eb-b30d-842848ccdaee	34	21
Lasciate che dia da mangiare ai cani.	Let me feed the dogs.	1ee713dc-f459-55e4-99a0-39cbc2be5b48	37	21
I cani trovano sempre le ossa sepolte.	Dogs always find buried bones.	465a1bd6-75b8-5343-9f5f-4d956585ed51	38	30
Alcuni cani amano stare all'aperto.	Some dogs love being outdoors.	25771fe5-3402-55a8-a233-320441fef29f	35	30
Alcuni cani amano stare all'aria aperta.	Some dogs love being outdoors.	4e1aa822-14b8-585e-848b-60dcb69c29cf	40	30
Ziri lanciava sassi ai cani.	Ziri threw rocks at dogs.	5e752224-f15b-5cdf-b189-cf5957e8e107	28	25
Ziri ha sempre avuto solo cani.	Ziri only ever had dogs.	8b22b003-5a13-53d6-9b29-c17004fc5bf4	31	24
Ziri ha sempre avuto solamente cani.	Ziri only ever had dogs.	8b48cfe9-8e52-50d6-9311-a0c5478c3095	36	24
Ziri ha sempre avuto soltanto cani.	Ziri only ever had dogs.	03b424ff-a98c-5d0b-a51b-7dd4ceaf6898	35	24
Ziri ebbe sempre solo cani.	Ziri only ever had dogs.	2addda59-19d5-52e8-8324-ab4c93790562	27	24
Ziri ebbe sempre soltanto cani.	Ziri only ever had dogs.	2e0436dd-e37b-57ba-aed3-4c8db17563f2	31	24
Ziri ebbe sempre solamente cani.	Ziri only ever had dogs.	59e7d020-4604-5422-827a-6100812e033e	32	24
I cani hanno iniziato ad inseguire Matthew.	The dogs started chasing Matthew.	1a85c1db-d662-5422-aac9-ac20aae4b0a2	43	33
I cani hanno cominciato ad inseguire Matthew.	The dogs started chasing Matthew.	170d02b4-d784-5605-8cd9-dd41bc860240	45	33
I cani iniziarono ad inseguire Matthew.	The dogs started chasing Matthew.	f726c0ee-3f98-5ce8-8ca2-a1d1cc58b9b5	39	33
I cani cominciarono ad inseguire Matthew.	The dogs started chasing Matthew.	d9456d58-2233-5781-83a0-774cfd1b56ae	41	33
Carlos addestra i cani da pastore.	Carlos trains the herd dogs.	3224397f-adc9-58b7-854f-f08dec2b2bdf	34	28
I cani sono impazziti.	The dogs went absolutely bonkers.	bdb74819-a94b-5dce-ac59-ecb2f20c5483	22	33
Il fiore cresce.	The flower grows.	e5398731-c616-5773-ab4e-4782d79598a5	16	17
L'edera potrebbe fiorire in casa.	Ivy might flower indoors.	c82594ef-775a-5b78-b0d4-6d603572de4a	33	25
Le eriche fioriscono durante l'inverno.	Heathers flower through winter.	4f7983cb-6bbc-5c46-8a97-a9d555d54022	39	31
La primavera è la stagione dei fiori.	Spring is flower season.	c8b84dc4-cbc0-5b22-be9f-67c7cb89d3fe	37	24
I crochi fioriscono a febbraio.	Crocuses flower in February.	5fda1fa7-5fb5-57cc-b5e1-9260cac890f1	31	28
Il fiore è rosa.	The flower is pink.	b59ca9d0-65f5-5be1-a05d-956d1ddae942	16	19
Il fiore sta crescendo.	The flower is growing.	73568822-8942-5e95-a4d0-bb30b876e68c	23	22
Guarda questo fiore!	Look at this flower!	4d5f0c04-d9a3-5923-a301-eebb2d8fa1e8	20	20
Guardate questo fiore!	Look at this flower!	7cf21592-5004-5daf-9fff-76ced28e9c94	22	20
Guardi questo fiore!	Look at this flower!	a2ba559b-3650-519b-af8d-2d1298c7d563	20	20
Questo fiore annuncia la primavera.	This flower heralds spring.	6cfa9d3f-3d5f-55cb-b737-3922db54ba98	35	27
Guarda quel fiore!	Look at that flower!	dd991928-6877-5651-a9f5-096c2315632e	18	20
Guardi quel fiore!	Look at that flower!	74ad86c3-2c6b-5f0b-a278-14cbf3949b11	18	20
Guardate quel fiore!	Look at that flower!	208cdc35-fddc-5e5d-9488-28e29b180b4d	20	20
Il fiore è appassito.	The flower is wilted.	54a93046-ac75-51e7-8b5e-038b29049bc2	21	21
Tom ha ammirato la composizione floreale.	Tom admired the flower arrangement.	4c24613d-abfe-5e0f-bed0-68f1214a7907	41	35
Tom ammirò la composizione floreale.	Tom admired the flower arrangement.	215fdd8f-4990-5a70-88a5-fbcc56bb686f	36	35
Il vaso di fiori è rotto.	The flower pot is broken.	3285e235-54cc-5d01-82d2-d6934d84cadc	25	25
Puoi mangiare quel fiore.	You can eat that flower.	87afef26-2472-5e24-a783-0769ffbb8243	25	24
Può mangiare quel fiore.	You can eat that flower.	61f46498-ef71-50f0-806e-00871678a526	24	24
Potete mangiare quel fiore.	You can eat that flower.	011ff187-c42f-5ddf-87cb-4a9100326eae	27	24
Quel fiore può essere mangiato.	That flower can be eaten.	a7feeccc-635d-54ff-bffa-5f06eeefa3fa	31	25
Il fiore grande è rosso.	The big flower is red.	7f2bf434-48d4-595a-a50c-1f9f9c61d616	24	22
Il fiore piccolo è blu.	The little flower is blue.	55d72b46-5d3e-5295-b9d3-478725997b10	23	26
Il fiorellino è blu.	The little flower is blue.	81c6085a-71ef-5fd6-a93f-ed20b1527ef4	20	26
Il fiore piccolo è viola.	The little flower is purple.	60074a95-3824-51e7-b023-99503e74c6d5	25	28
Il fiorellino è viola.	The little flower is purple.	930d0922-77f2-5dfb-bba4-1adc3b450075	22	28
Il fiore piccolo è nero.	The little flower is black.	4a5e5cfb-2d7f-5918-8f9f-5bec8d7dc1f8	24	27
Il fiorellino è nero.	The little flower is black.	aac58353-f680-5e79-af06-9242a6c4ff3d	21	27
Il fiorellino è rosso.	The little flower is red.	e88e34a7-3675-5258-8f57-0c793b40f60f	22	25
Il fiore piccolo è rosso.	The little flower is red.	ceb57171-5b22-5ebb-98e3-561cf459a8e2	25	25
Il fiore piccolo è grigio.	The little flower is gray.	7c759ce6-1f51-50dc-af04-e0a7319eaa55	26	26
Il fiorellino è grigio.	The little flower is gray.	d18fb269-8bea-52f7-ade5-573817b519b4	23	26
Il fiore piccolo è verde.	The little flower is green.	f1dc9015-ec60-5754-b4d1-a313d2fe37f4	25	27
Il fiorellino è verde.	The little flower is green.	0e51ca31-4fa9-55be-8486-7b234f7aaae8	22	27
Il fiore grande è giallo.	The big flower is yellow.	e097d762-931e-526a-a91f-a4e00efe2e14	25	25
I crochi sono in fiore.	The crocuses are in flower.	ec0b018e-08f0-5270-90d5-c575e3498540	23	27
Questo fiore cresce solo qui.	This flower only grows here.	28ccf28c-8651-534d-9c28-849fa9af41d0	29	28
Questo fiore cresce solo qua.	This flower only grows here.	be5dabfc-2d49-5dfd-ac37-344e6e96830d	29	28
Questo fiore cresce soltanto qui.	This flower only grows here.	b6215aaa-30aa-5bb7-922b-5e1749b66449	33	28
Questo fiore cresce soltanto qua.	This flower only grows here.	c9cd1ffe-146a-5aa8-936f-102c34da7671	33	28
Questo fiore cresce solamente qui.	This flower only grows here.	c73aad35-b9ef-5c9e-9f31-ba0c77ec3030	34	28
Questo fiore cresce solamente qua.	This flower only grows here.	c548278b-5ee1-5a5b-bed9-52a1c478426c	34	28
Le eriche arboree fioriscono in primavera.	Tree heathers flower in spring.	97f1ecf0-d939-59ec-9806-3b1a1bdd3082	42	31
Tom era un figlio dei fiori.	Tom was a flower child.	a56cf5c7-0ba4-527c-92a2-99c37e5c7e71	28	23
Questo fiore ha un odore molto buono.	This flower smells very nice.	421aa64e-19bd-552a-bc9d-92a8a4e77994	37	29
Una rosa è un fiore.	A rose is a flower.	2cf2a85d-2ac0-5b4c-9e85-65166e03b37c	20	19
Michael ha notato un fiore raro.	Michael spotted a rare flower.	66934ff7-6f3e-51cb-97de-5248f095f400	32	30
Michael notò un fiore raro.	Michael spotted a rare flower.	0edc335c-03be-5408-be95-35539efeec1a	27	30
Il vaso di fiori era rotto.	The flower pot was broken.	230ddbd8-0536-5458-9f40-b2ac31505cc2	27	26
Sei come un fiore.	You are like a flower.	6ff0b605-e6de-5891-9f2b-e86b984cc407	18	22
Siete come un fiore.	You are like a flower.	41d604b1-1b51-59f0-89d7-a904ceb311f3	20	22
È come un fiore.	You are like a flower.	8b7f8875-887e-57ee-8171-817f21f5f07e	16	22
Vuoi questo fiore?	Do you want this flower?	38e2a8c6-f96b-5361-8027-df5d85e66835	18	24
Vuole questo fiore?	Do you want this flower?	80f46f81-6080-56e8-b62e-ecf8f5dce078	19	24
Volete questo fiore?	Do you want this flower?	75929f0a-f9ec-5675-bcbf-5b85a6b26a5a	20	24
Jeanne ha guardato il suo fiore.	Jeanne looked at his flower.	5ba98e6f-ba20-5bbb-9433-6a86363c3291	32	28
Jeanne guardò il suo fiore.	Jeanne looked at his flower.	b737096e-cf4e-595e-a822-711865af22d8	27	28
Questa erica è in piena fioritura.	This heather is in full flower.	46dcc542-5bb4-50ba-a5d4-fe69077954e4	34	31
Ziri ha tagliato il fiore dell'edera.	Ziri cut the ivy flower off.	b613a8c3-f462-595d-8b3e-5d0bed1f6546	37	28
Ziri tagliò il fiore dell'edera.	Ziri cut the ivy flower off.	e4ec27b4-51f6-5ea2-a5bc-d2302b3c8a62	32	28
Ho dato un fiore a mio padre.	I gave my father a flower.	71e096f7-9c00-51cf-9799-5af60a1b17d7	29	26
Diedi un fiore a mio padre.	I gave my father a flower.	6d5072a3-4e23-5231-9f1d-0799e1fe90b4	27	26
Questo fiore ha un profumo dolce.	This flower has a sweet scent.	6e7d8062-a1f6-5e08-907b-74082fd18b37	33	30
Il robot ha dato un fiore a Gunter.	The robot gave Gunter a flower.	18578df3-7094-56e2-bff6-a557d78d0ee0	35	31
Il robot diede un fiore a Gunter.	The robot gave Gunter a flower.	d229e341-d8e8-5921-95af-d548868eac54	33	31
C'è un fiore a casa.	There's a flower at home.	fee5e1ae-d417-539b-8943-2c2197ef0793	20	25
Questo fiore ha una fragranza delicata.	This flower has a delicate fragrance.	304fcf90-15f8-5398-99e0-59c1c2900840	39	37
Mary ha un fiore preferito?	Does Mary have a favourite flower?	2e323ba9-7fe8-576f-8cf6-535cc2ff7bea	27	34
Le api svolazzavano da un fiore all'altro.	Bees flitted from flower to flower.	afa4fb1b-a03d-5681-bcdc-50a09ec64f73	42	35
C'è un negozio di fiori nelle vicinanze.	There is a flower shop near by.	083b2400-4ea6-5579-a34c-d9f7199240c9	40	31
Il negozio di fiori è di fronte al parco.	The flower shop is opposite the park.	1e71a367-2204-5795-b1d2-cd2785b5f6eb	41	37
Il fiore sta chiedendo a gran voce acqua.	The flower is crying out for water.	fbf85a50-d015-503f-a0f1-c66a0edd05b4	41	35
Che tipo di fiore ti piace?	What sort of flower do you like?	03143cba-1b35-511b-b5a7-ec3951a0b0c1	27	32
Che tipo di fiore vi piace?	What sort of flower do you like?	3307e8a8-0abd-5caf-9b2c-5e4a28f5b41c	27	32
Che tipo di fiore le piace?	What sort of flower do you like?	e1d84914-6f66-52f8-b0f4-15f9be4bc1cb	27	32
Questo fiore emana un profumo intenso.	This flower gives off a strong fragrance.	1c692d9b-0661-5af7-b861-f77882c6d33f	38	41
Il vaso di fiori è caduto sul marciapiede.	The flower pot crashed to the sidewalk.	6988c1b4-679d-5cfa-85fa-43e9bd108161	42	39
Il vaso di fiori cadde sul marciapiede.	The flower pot crashed to the sidewalk.	ab872b31-4ea9-545e-b778-11a21a2af1e2	39	39
Si è infilato un fiore nell'occhiello.	He stuck a flower in his buttonhole.	ebf73f28-27fd-59be-9f78-543db4107c4a	38	36
Si infilò un fiore nell'occhiello.	He stuck a flower in his buttonhole.	7cd61b89-b721-5044-a7a1-e3c54ab5da31	34	36
Ha rotto il vaso di fiori di proposito.	He broke the flower vase on purpose.	79df1196-ba81-5d64-9a93-59cb4cac434b	39	36
Ruppe il vaso di fiori di proposito.	He broke the flower vase on purpose.	24260456-4293-5333-bc4c-0b7f37f08b0e	36	36
Il fiore è tuo, basta chiederlo.	The flower is yours for the asking.	64e8bfa7-e9b9-5e3d-b0b9-c20120e2cb5a	32	35
Il fiore è suo, basta chiederlo.	The flower is yours for the asking.	92021aea-74b9-5ec4-90ac-002d771e0f2a	32	35
Il fiore è vostro, basta chiederlo.	The flower is yours for the asking.	cc328eb0-6b05-54a1-aaf8-a1cfe9ea3754	35	35
C'è un grande negozio di fiori lì?	Is there a large flower shop there?	875a6c98-fecd-5bf2-92e0-45c4ae15a6e8	34	35
C'è un grande negozio di fiori là?	Is there a large flower shop there?	ff14b586-4aae-55f4-90f3-4ae3ea3251fb	34	35
Questo fiore allarga i suoi petali di notte.	This flower spreads its petals at night.	83f1f62e-96ad-56a7-8701-0fd6fdc44c71	44	40
Questi sono una specie di fiore notturno.	These are a kind of nocturnal flower.	1ae97a72-2da7-511c-ac8e-68076c2e1d8f	41	37
Tom ha raccolto un fiore e l'ha annusato.	Tom picked a flower and smelled it.	ff04f07e-1134-5626-a62f-3816534adb57	41	35
Tom raccolse un fiore e lo annusò.	Tom picked a flower and smelled it.	cc080423-87dc-53c8-a1f6-b5f6ab4a0f5a	34	35
Porterai questo fiore a Kate?	Will you take this flower to Kate?	e6bc772b-79ba-519f-9a9c-9b1b31cb50e5	29	34
Porterà questo fiore a Kate?	Will you take this flower to Kate?	25552782-1f95-57db-a5b4-d1ca684e5173	28	34
Porterete questo fiore a Kate?	Will you take this flower to Kate?	e7c17d5a-19bf-5d3e-9429-2f11e033ae9a	30	34
Mi piace il profumo di questo fiore.	I like the way this flower smells.	15dbf0ed-fc3a-5cbe-be43-092769d74895	36	34
A me piace il profumo di questo fiore.	I like the way this flower smells.	51015493-4b9c-5150-ac1f-02418d20c574	38	34
Mi piace il modo in cui profuma questo fiore.	I like the way this flower smells.	36b490d6-f9fe-5af6-97fb-1d9529c535b7	45	34
A me piace il modo in cui profuma questo fiore.	I like the way this flower smells.	43b14ca4-9c2c-57bd-932b-dde62984bcf9	47	34
I tulipani sono i miei fiori preferiti.	Tulips are my favourite kind of flower.	8a831240-29a4-50a5-bca1-0a762446f3e6	39	39
Vedo un'ape sul fiore.	I see a bee on the flower.	0681b950-d1a1-5f08-9b87-dc69e578aba6	22	26
Devo comprare un vaso per i fiori.	I need to buy a flower vase.	985c72e9-9c36-5d08-abf4-29f1f4c1179b	34	28
Ho bisogno di comprare un vaso per i fiori.	I need to buy a flower vase.	e30c4fca-9b2b-55f9-863f-b861acb7ba5c	43	28
C'è un negozio di fiori nell'hotel?	Is there a flower shop in the hotel?	f32862e2-100f-58e2-bc25-ac782f51a51d	35	36
C'è un negozio di fiori nell'albergo?	Is there a flower shop in the hotel?	21676931-b123-506d-9896-9ff88b298634	37	36
Come si chiama questo fiore in inglese?	What do you call this flower in English?	dec6b810-349e-5a73-8148-8e2cbeec603e	39	40
Questo fiore è più bello di quello.	This flower is more beautiful than that one.	8a5c05f7-8091-5ef0-a734-638f20100a69	35	44
Conosci il nome di questo fiore?	Do you know the name of this flower?	60e9a560-37cc-55e1-a980-36520fa74e7a	32	36
Conosce il nome di questo fiore?	Do you know the name of this flower?	66ee34ef-41d1-5139-b633-842ba2cbc40a	32	36
Conoscete il nome di questo fiore?	Do you know the name of this flower?	0cb0835a-df42-5d28-a09f-a4c4b555a0b6	34	36
Sai il nome di questo fiore?	Do you know the name of this flower?	a8d55348-73f5-52dc-b6bf-ee2fe2a455b9	28	36
Sa il nome di questo fiore?	Do you know the name of this flower?	84b0d75a-7b4d-571b-91e7-ac9920614f30	27	36
Sapete il nome di questo fiore?	Do you know the name of this flower?	11157eeb-7c03-5737-9e24-7b6016af0cec	31	36
Ha piantato il bulbo del fiore nel giardino.	She planted the flower bulb in the garden.	d935d79f-ba91-5ed9-9924-db9152651210	44	42
Piantò il bulbo del fiore nel giardino.	She planted the flower bulb in the garden.	b571d460-3a28-5b22-ac57-b9653636fd41	39	42
Il colore fucsia prende il nome da un fiore.	The colour fuchsia is named after a flower.	991f3183-ddbe-5253-87d4-39572a79aec9	44	43
Il narciso è il fiore nazionale del Galles.	The daffodil is the national flower of Wales.	34236436-bc5c-58d0-9d7b-4c7a53cf8eb5	43	45
Ho dimenticato di comprare un fiore per Eva.	I forgot to buy a flower for Éva.	45cbb35b-18d7-575f-a9cb-b485f40d3acd	44	33
Dimenticai di comprare un fiore per Eva.	I forgot to buy a flower for Éva.	3596977a-8c40-5bb3-9acf-46ac230e6123	40	33
Questo è un bel fiore, vero?	This is a beautiful flower, isn't it?	e47aa422-3406-592a-b03a-c5759d8bd8d2	28	37
A volte un fiore dovrebbe bastare per sorridere.	Sometimes a flower should be enough to smile.	51a034e8-66a9-5042-8d88-ea83703a8b41	48	45
Mi sento come un'ape sul fiore.	I feel like a bee on the flower.	bf35c18d-7f1a-5108-bc6e-ceaa96371cb5	31	32
Io mi sento come un'ape sul fiore.	I feel like a bee on the flower.	6ef810e5-792c-5754-a3d5-121de8705769	34	32
Porta sempre un fiore all'occhiello.	He always wears a flower in his buttonhole.	ee0a5475-f137-5493-8253-c1bfb9e830e3	36	43
Quel fiore rosso laggiù è molto bello.	That red flower over there is very pretty.	5bdee4e6-50fe-58ca-b0c0-9adbcb161dd9	38	42
Sami ha messo un fiore sul letto di Layla.	Sami put a flower on Layla's bed.	0ce948a7-b95e-5b84-97bd-c50548d99573	42	33
Sami mise un fiore sul letto di Layla.	Sami put a flower on Layla's bed.	f3fbde97-3c50-5244-9ada-8a4184635cc6	38	33
L'ape ha visitato ogni fiore del cespuglio.	The bee visited every flower on the bush.	028677c2-c882-5f9f-b132-2474914c47b1	43	41
L'ape visitò ogni fiore del cespuglio.	The bee visited every flower on the bush.	b0f9d669-ff9a-5020-a12c-9d5d058f197f	38	41
Prendi il fiore che preferisci.	Take whichever flower you like.	bd1747eb-335d-54d6-b6e2-40cf47184273	31	31
Prenda il fiore che preferisce.	Take whichever flower you like.	f5936404-ede8-509b-8a9f-714636ae9351	31	31
Prendete il fiore che preferite.	Take whichever flower you like.	2be7cfad-3489-5284-9f9e-918d5fe2377f	32	31
Tom ha colto il fiore di Mary.	Tom plucked Mary's flower.	c650fd20-a428-5cd6-b8da-1fda9c7a9656	30	26
Tom colse il fiore di Mary.	Tom plucked Mary's flower.	b16abe51-20d7-5bc8-af15-25c952f50554	27	26
Il fiore spunterà presto.	The flower will come out soon.	663374c1-87de-5a0d-8f50-ceeb926ecefd	25	30
Dmitri mandò dei mazzi di fiori ad Anna.	Dmitri sent Anna flower bouquets.	3c93cd05-1651-57ca-8ffe-93bb194dc217	40	33
Dmitri ha mandato dei mazzi di fiori ad Anna.	Dmitri sent Anna flower bouquets.	0abd1fb8-b5d8-5a68-95a1-17cd7788539f	45	33
Il fiore più bello non è il più dolce.	The handsomest flower is not sweetest.	5413a22d-9495-52fa-89c0-f5f9f52a40e8	38	38
L'ape si posò sul fiore.	The bee alighted on the flower.	9fdb454a-5d32-5f24-830b-63e1c87ec01a	24	31
L'ape si è posata sul fiore.	The bee alighted on the flower.	bc8d04f9-99fc-51d5-84b6-d06fa9dd1ebd	28	31
Era un fiore bellissimo.	It was a most beautiful flower.	1f3b9431-b51b-5e48-8d19-7a05f09647f3	24	31
Tom ama i fiori.	Tom loves flowers.	fde64f0f-4182-5b7b-a09e-7d16d63e1fd2	16	18
A Xochipepe piacciono i fiori.	Xochipepe likes flowers.	70709a06-de84-5f82-a6c1-2b862d1f1cc3	30	24
Tom comprò dei fiori.	Tom bought flowers.	476220e2-920d-5ae3-98bd-2868d8d462b4	21	19
Tom vende fiori.	Tom sells flowers.	2e408a71-6180-560f-8a27-94e3193216df	16	18
Ho portato dei fiori.	I brought flowers.	b2b077cd-25e9-56ce-a690-49801471a487	21	18
Portai dei fiori.	I brought flowers.	65f87f49-7fd6-5888-a0ec-bbbdd0242e98	17	18
Ha comprato dei fiori.	He bought flowers.	fbe26c92-7063-538a-b567-400374f09376	22	18
Comprò dei fiori.	He bought flowers.	b2ba399b-777e-5897-90c9-35ec2562358b	17	18
Le rose sono fiori.	Roses are flowers.	eae6a09f-45a1-5333-b586-4bde276bcd76	19	18
Le rose sono dei fiori.	Roses are flowers.	5cb427a8-e00c-5e3a-a76e-309155b37a69	23	18
Sami ha piantato dei fiori.	Sami planted flowers.	6cfc133f-bbe8-598c-81bd-c0764d2a7f39	27	21
Sami piantò dei fiori.	Sami planted flowers.	0fb751f9-b2f5-5884-85c7-06eaf8a6a2f0	22	21
Sami aveva bisogno di fiori.	Sami needed flowers.	c7dbbd50-d72b-5796-b78a-87a5e8b3d53c	28	20
A Sami servivano dei fiori.	Sami needed flowers.	8f0c1fb8-367b-5359-ae0e-ab89fe6c5d8b	27	20
Sami ha ordinato dei fiori.	Sami ordered flowers.	60ea3055-6a59-51de-9743-7636a3535884	27	21
Sami ordinò dei fiori.	Sami ordered flowers.	af99fecb-3143-5932-aa15-472724049a90	22	21
Tom ha piantato dei fiori.	Tom planted flowers.	9d6ead91-9e4e-5b45-9c31-2e46741d9bbb	26	20
Tom piantò dei fiori.	Tom planted flowers.	b301d2de-b069-5e21-bba2-fd03313422d7	21	20
Tom ha raccolto dei fiori.	Tom picked flowers.	d7051baf-fc44-57c1-bee4-25a875db020d	26	19
Tom raccolse dei fiori.	Tom picked flowers.	ffed019d-8a60-5a80-8bf8-4aa3462005d5	23	19
Mary ama i fiori.	Mary loves flowers.	8d5372b6-cebc-5323-a102-fde62fb879d0	17	19
Alle donne piacciono i fiori.	Women like flowers.	df69b8ab-a5bb-5309-bcd7-280e94ab3ba4	29	19
A Tom piacciono i fiori.	Tom likes flowers.	b302ad39-16ab-5311-b0cb-381980b4e082	24	18
Le donne amano i fiori.	Women love flowers.	52127975-8a79-540f-8747-31495b769b9f	23	19
I fiori carnivori esistono.	Carnivorous flowers exist.	e38783cf-c400-5853-ac60-c81cf785af7d	27	26
Le donne sono fiori.	Women are flowers.	7d3b65bb-73ad-5c31-9074-6b4b1e4d6804	20	18
Le donne sono dei fiori.	Women are flowers.	34e58a45-94fd-516d-9eca-353608b53b2c	24	18
Mary ha comprato dei fiori.	Mary bought flowers.	dec2b83e-4fde-5d0d-bab2-9f8b1eb0ad36	27	20
Mary comprò dei fiori.	Mary bought flowers.	20117fbb-3575-57f7-a1ba-2927d8522441	22	20
Ziri ha ordinato dei fiori.	Ziri ordered flowers.	f86c4358-432f-5b38-9c84-d7e41d37354c	27	21
Ziri ordinò dei fiori.	Ziri ordered flowers.	67a6b895-51e9-5524-b6b9-45c7498ec20d	22	21
Rima voleva dei fiori.	Rima wanted flowers.	b126d687-4ff0-5504-9130-6d152df4dbf5	22	20
Le violette sono fiori.	Violets are flowers.	4df40734-bc19-504c-811b-4840221e0a1a	23	20
Le violette sono dei fiori.	Violets are flowers.	36a937da-e74d-5752-8825-62888d7b4567	27	20
I fiori appassirono.	The flowers withered up.	08d88669-fca5-5d8c-9d2d-8d5b01f3eb34	20	24
I fiori sono appassiti.	The flowers withered up.	1faf52a1-d6e6-5c2a-8302-f25574c85ebe	23	24
Questi fiori stanno morendo.	These flowers are dying.	d8e30d77-ae12-5f32-ab77-a14b3ec65a07	28	24
Quei fiori hanno un odore dolce.	Those flowers smell sweet.	e65edebd-5b84-5a09-899f-eaf8d2deda54	32	26
Il bambino dipingeva fiori.	The child painted flowers.	e3bf513a-25f8-55a0-b2af-7611671aef75	27	26
Il bambino dipingeva dei fiori.	The child painted flowers.	02e2dc3d-3903-54ef-8e67-b20e5a0bd517	31	26
La bambina dipingeva fiori.	The child painted flowers.	123a9233-ac5e-55fa-91d1-6c6f76106907	27	26
La bambina dipingeva dei fiori.	The child painted flowers.	567e99d2-fbb8-5bdd-810c-bf3332fed1b6	31	26
Ho comprato nove fiori.	I bought nine flowers.	44254f88-88c5-5848-a318-4de48b26f767	23	22
Comprai nove fiori.	I bought nine flowers.	abda7a91-a77f-5fb6-9e26-182a1b019d1e	19	22
