part_of_speech,base_word_italian,english,italian,topics,base_word_english
noun,titanio,the titanium,il titanio,[jewelry and metal working],the titanium
noun,titanio,titanium,titanio,[jewelry and metal working],titanium
noun,niobio,the niobium,il niobio,[jewelry and metal working],the niobium
noun,niobio,niobium,niobio,[jewelry and metal working],niobium
noun,lastra,the sheet,la lastra,[jewelry and metal working],the sheet
noun,lastra,a sheet,una lastra,[jewelry and metal working],a sheet
noun,lastre,the sheets,le lastre,[jewelry and metal working],the sheets
noun,filo,the wire,il filo,[jewelry and metal working],the wire
noun,filo,a wire,un filo,[jewelry and metal working],a wire
noun,filo,the wires,i fili,[jewelry and metal working],the wires
noun,lingotto,the ingot,il lingotto,[jewelry and metal working],the ingot
noun,lingotto,an ingot,un lingotto,[jewelry and metal working],an ingot
noun,lingotto,the ingots,i lingotti,[jewelry and metal working],the ingots
noun,granulato,the grain,il granulato,[jewelry and metal working],the grain
noun,granulato,grain,granulato,[jewelry and metal working],grain
noun,rubino,the ruby,il rubino,[jewelry and metal working],the ruby
noun,rubino,a ruby,un rubino,[jewelry and metal working],a ruby
noun,rubino,the rubies,i rubini,[jewelry and metal working],the rubies
noun,zaffiro,the sapphire,lo zaffiro,[jewelry and metal working],the sapphire
noun,zaffiro,a sapphire,uno zaffiro,[jewelry and metal working],a sapphire
noun,zaffiro,the sapphires,gli zaffiri,[jewelry and metal working],the sapphires
noun,smeraldo,the emerald,lo smeraldo,[jewelry and metal working],the emerald
noun,smeraldo,an emerald,uno smeraldo,[jewelry and metal working],an emerald
noun,smeraldo,the emeralds,gli smeraldi,[jewelry and metal working],the emeralds
noun,opale,the opal,l'opale,[jewelry and metal working],the opal
noun,opale,an opal,un opale,[jewelry and metal working],an opal
noun,opale,the opals,gli opali,[jewelry and metal working],the opals
noun,ametista,the amethyst,l'ametista,[jewelry and metal working],the amethyst
noun,ametista,an amethyst,un'ametista,[jewelry and metal working],an amethyst
noun,ametista,the amethysts,le ametiste,[jewelry and metal working],the amethysts
noun,topazio,the topaz,il topazio,[jewelry and metal working],the topaz
noun,topazio,a topaz,un topazio,[jewelry and metal working],a topaz
noun,topazio,the topazes,i topazi,[jewelry and metal working],the topazes
noun,quarzo,the quartz,il quarzo,[jewelry and metal working],the quartz
noun,quarzo,quartz,quarzo,[jewelry and metal working],quartz
noun,turchese,the turquoise,il turchese,[jewelry and metal working],the turquoise
noun,turchese,a turquoise,un turchese,[jewelry and metal working],a turquoise
noun,turchese,the turquoises,i turchesi,[jewelry and metal working],the turquoises
noun,laminatoio,the rolling mill,il laminatoio,[jewelry and metal working],the rolling mill
noun,laminatoio,a rolling mill,un laminatoio,[jewelry and metal working],a rolling mill
noun,laminatoio,the rolling mills,i laminatoi,[jewelry and metal working],the rolling mills
noun,trafila,the drawplate,la trafila,[jewelry and metal working],the drawplate
noun,trafila,a drawplate,una trafila,[jewelry and metal working],a drawplate
noun,trafila,the drawplates,le trafile,[jewelry and metal working],the drawplates
noun,mandrino,the mandrel,il mandrino,[jewelry and metal working],the mandrel
noun,mandrino,a mandrel,un mandrino,[jewelry and metal working],a mandrel
noun,mandrino,the mandrels,i mandrini,[jewelry and metal working],the mandrels
noun,fresa,the bur,la fresa,[jewelry and metal working],the bur
noun,fresa,a bur,una fresa,[jewelry and metal working],a bur
noun,fresa,the burs,le frese,[jewelry and metal working],the burs
noun,ruota,the polishing wheel,la ruota di lucidatura,[jewelry and metal working],the polishing wheel
noun,ruota,a polishing wheel,una ruota di lucidatura,[jewelry and metal working],a polishing wheel
noun,ruota,the polishing wheels,le ruote di lucidatura,[jewelry and metal working],the polishing wheels
noun,buratto,the tumbler,il buratto,[jewelry and metal working],the tumbler
noun,buratto,a tumbler,un buratto,[jewelry and metal working],a tumbler
noun,buratto,the tumblers,i buratti,[jewelry and metal working],the tumblers
noun,lente,the loupe,la lente d'ingrandimento,[jewelry and metal working],the loupe
noun,lente,a loupe,una lente d'ingrandimento,[jewelry and metal working],a loupe
noun,calibro,the caliper,il calibro,[jewelry and metal working],the caliper
noun,calibro,a caliper,un calibro,[jewelry and metal working],a caliper
noun,tassello,the bench pin,il tassello da banco,[jewelry and metal working],the bench pin
noun,decapante,the pickle,il decapante,[jewelry and metal working],the pickle
noun,decapante,pickle,decapante,[jewelry and metal working],pickle
noun,patina,the patina,la patina,[jewelry and metal working],the patina
noun,patina,patina,patina,[jewelry and metal working],patina
noun,chiusura,the clasp,la chiusura,[jewelry and metal working],the clasp
noun,chiusura,a clasp,una chiusura,[jewelry and metal working],a clasp
noun,chiusura,the clasps,le chiusure,[jewelry and metal working],the clasps
noun,catena,the chain,la catena,[jewelry and metal working],the chain
noun,catena,a chain,una catena,[jewelry and metal working],a chain
noun,catena,the chains,le catene,[jewelry and metal working],the chains
noun,anellino,the jump ring,l'anellino,[jewelry and metal working],the jump ring
noun,anellino,a jump ring,un anellino,[jewelry and metal working],a jump ring
noun,anellino,the jump rings,gli anellini,[jewelry and metal working],the jump rings
noun,castone,the bezel,il castone,[jewelry and metal working],the bezel
noun,castone,a bezel,un castone,[jewelry and metal working],a bezel
noun,castone,the bezels,i castoni,[jewelry and metal working],the bezels
noun,incastonatura,the setting,l'incastonatura,[jewelry and metal working],the setting
noun,griffe,the prong,la griffe,[jewelry and metal working],the prong
noun,uomo,the man,l'uomo,[people],the man
noun,uomo,a man,un uomo,[people],a man
noun,uomo,the men,gli uomini,[people],the men
noun,donna,the woman,la donna,[people],the woman
noun,donna,a woman,una donna,[people],a woman
noun,donna,the women,le donne,[people],the women
noun,bambino,the child,il bambino,[people],the child
noun,bambino,a child,un bambino,[people],a child
noun,bambino,the children,i bambini,[people],the children
noun,ragazzo,the boy,il ragazzo,[people],the boy
noun,ragazzo,a boy,un ragazzo,[people],a boy
noun,ragazzo,the boys,i ragazzi,[people],the boys
noun,ragazzo,the girl,la ragazza,[people],the girl
noun,ragazzo,a girl,una ragazza,[people],a girl
noun,ragazzo,the girls,le ragazze,[people],the girls
noun,amico,the friend,l'amico,[people],the friend
noun,amico,a friend,un amico,[people],a friend
noun,amico,the friends,gli amici,[people],the friends
noun,amico,the friend,l'amica,[people],the friend
noun,amico,a friend,un'amica,[people],a friend
noun,amico,the friends,le amiche,[people],the friends
noun,turista,the tourist,il turista,[people],the tourist
noun,turista,a tourist,un turista,[people],a tourist
noun,turista,the tourists,i turisti,[people],the tourists
noun,turista,the tourist,la turista,[people],the tourist
noun,turista,a tourist,una turista,[people],a tourist
noun,turista,the tourists,le turiste,[people],the tourists
noun,dottore,the doctor,il dottore,[people],the doctor
noun,dottore,a doctor,un dottore,[people],a doctor
noun,dottore,the doctors,i dottori,[people],the doctors
noun,dottore,the doctor,la dottoressa,[people],the doctor
noun,dottore,a doctor,una dottoressa,[people],a doctor
noun,dottore,the doctors,le dottoresse,[people],the doctors
noun,cameriere,the waiter,il cameriere,[people],the waiter
noun,cameriere,a waiter,un cameriere,[people],a waiter
noun,cameriere,the waiters,i camerieri,[people],the waiters
noun,cameriere,the waitress,la cameriera,[people],the waitress
noun,cameriere,a waitress,una cameriera,[people],a waitress
noun,cameriere,the waitresses,le cameriere,[people],the waitresses
noun,studente,the student,lo studente,[people],the student
noun,studente,a student,uno studente,[people],a student
noun,studente,the students,gli studenti,[people],the students
noun,studente,the student,la studentessa,[people],the student
noun,studente,a student,una studentessa,[people],a student
noun,studente,the students,le studentesse,[people],the students
noun,poliziotto,the police officer,il poliziotto,[people],the police officer
noun,poliziotto,a police officer,un poliziotto,[people],a police officer
noun,poliziotto,the police officers,i poliziotti,[people],the police officers
noun,infermiere,the nurse,l'infermiere,[people],the nurse
noun,infermiere,a nurse,un infermiere,[people],a nurse
noun,infermiere,the nurses,gli infermieri,[people],the nurses
noun,cantante,the singer,il cantante,[people],the singer
noun,cantante,a singer,un cantante,[people],a singer
noun,cantante,the singers,i cantanti,[people],the singers
noun,città,the city,la città,[places],the city
noun,città,a city,una città,[places],a city
noun,città,the cities,le città,[places],the cities
noun,paese,the town,il paese,[places],the town
noun,paese,a town,un paese,[places],a town
noun,paese,the towns,i paesi,[places],the towns
noun,parco,the park,il parco,[places],the park
noun,parco,a park,un parco,[places],a park
noun,parco,the parks,i parchi,[places],the parks
noun,museo,the museum,il museo,[places],the museum
noun,museo,a museum,un museo,[places],a museum
noun,museo,the museums,i musei,[places],the museums
noun,chiesa,the church,la chiesa,[places],the church
noun,chiesa,a church,una chiesa,[places],a church
noun,chiesa,the churches,le chiese,[places],the churches
noun,stazione,the station,la stazione,[places],the station
noun,stazione,a station,una stazione,[places],a station
noun,stazione,the stations,le stazioni,[places],the stations
noun,aeroporto,the airport,l'aeroporto,[places],the airport
noun,aeroporto,an airport,un aeroporto,[places],an airport
noun,aeroporto,the airports,gli aeroporti,[places],the airports
noun,hotel,the hotel,l'hotel,[places],the hotel
noun,hotel,a hotel,un hotel,[places],a hotel
noun,hotel,the hotels,gli hotel,[places],the hotels
noun,ristorante,the restaurant,il ristorante,[places],the restaurant
noun,ristorante,a restaurant,un ristorante,[places],a restaurant
noun,ristorante,the restaurants,i ristoranti,[places],the restaurants
noun,supermercato,the supermarket,il supermercato,[places],the supermarket
noun,supermercato,a supermarket,un supermercato,[places],a supermarket
noun,supermercato,the supermarkets,i supermercati,[places],the supermarkets
noun,farmacia,the pharmacy,la farmacia,[places],the pharmacy
noun,farmacia,a pharmacy,una farmacia,[places],a pharmacy
noun,farmacia,the pharmacies,le farmacie,[places],the pharmacies
noun,ospedale,the hospital,l'ospedale,[places],the hospital
noun,ospedale,a hospital,un ospedale,[places],a hospital
noun,ospedale,the hospitals,gli ospedali,[places],the hospitals
noun,scuola,the school,la scuola,[places],the school
noun,scuola,a school,una scuola,[places],a school
noun,scuola,the schools,le scuole,[places],the schools
noun,università,the university,l'università,[places],the university
noun,università,a university,un'università,[places],a university
noun,università,the universities,le università,[places],the universities
noun,spiaggia,the beach,la spiaggia,[places],the beach
noun,spiaggia,a beach,una spiaggia,[places],a beach
noun,spiagga,the beaches,le spiagge,[places],the beaches
noun,menù,a menu,un menù,[restaurant],a menu
noun,menù,the menu,il menù,[restaurant],the menu
noun,menù,the menus,i menù,[restaurant],the menus
noun,conto,a bill,un conto,[restaurant],a bill
noun,conto,the bill,il conto,[restaurant],the bill
noun,conto,the bills,i conti,[restaurant],the bills
noun,prenotazione,a reservation,una prenotazione,[restaurant],a reservation
noun,prenotazione,the reservation,la prenotazione,[restaurant],the reservation
noun,prenotazione,the reservations,le prenotazioni,[restaurant],the reservations
noun,bicchiere,a glass,un bicchiere,[restaurant],a glass
noun,bicchiere,the glass,il bicchiere,[restaurant],the glass
noun,bicchiere,the glasses,i bicchieri,[restaurant],the glasses
noun,piatto,a plate,un piatto,[restaurant],a plate
noun,piatto,the plate,il piatto,[restaurant],the plate
noun,piatto,the plates,i piatti,[restaurant],the plates
noun,forchetta,a fork,una forchetta,[restaurant],a fork
noun,forchetta,the fork,la forchetta,[restaurant],the fork
noun,forchetta,the forks,le forchette,[restaurant],the forks
noun,coltello,a knife,un coltello,[restaurant],a knife
noun,coltello,the knife,il coltello,[restaurant],the knife
noun,coltello,the knives,i coltelli,[restaurant],the knives
noun,cucchiaio,a spoon,un cucchiaio,[restaurant],a spoon
noun,cucchiaio,the spoon,il cucchiaio,[restaurant],the spoon
noun,cucchiaio,the spoons,i cucchiai,[restaurant],the spoons
noun,tovagliolo,a napkin,un tovagliolo,[restaurant],a napkin
noun,tovagliolo,the napkin,il tovagliolo,[restaurant],the napkin
noun,tovagliolo,the napkins,i tovaglioli,[restaurant],the napkins
noun,pane,a bread,un pane,[restaurant],a bread
noun,pane,the breads,i pani,[restaurant],the breads
noun,vino,a wine,un vino,[restaurant],a wine
noun,vino,the wines,i vini,[restaurant],the wines
noun,birra,the beers,le birre,[restaurant],the beers
noun,acqua,a water,un'acqua,[restaurant],a water
noun,acqua,the waters,le acque,[restaurant],the waters
noun,dolce,a dessert,un dolce,[restaurant],a dessert
noun,dolce,the dessert,il dolce,[restaurant],the dessert
noun,dolce,the desserts,i dolci,[restaurant],the desserts
noun,ricevuta,a receipt,una ricevuta,[restaurant],a receipt
noun,ricevuta,the receipt,la ricevuta,[restaurant],the receipt
noun,ricevuta,the receipts,le ricevute,[restaurant],the receipts
noun,mancia,a tip,una mancia,[restaurant],a tip
noun,mancia,the tip,la mancia,[restaurant],the tip
noun,mancia,the tips,le mance,[restaurant],the tips
noun,pasta,a pasta,una pasta,[restaurant],a pasta
noun,pasta,the pastas,le paste,[restaurant],the pastas
noun,giorno,the day,il giorno,[time],the day
noun,giorno,a day,un giorno,[time],a day
noun,giorno,the days,i giorni,[time],the days
noun,settimana,the week,la settimana,[time],the week
noun,settimana,a week,una settimana,[time],a week
noun,settimana,the weeks,le settimane,[time],the weeks
noun,mese,the month,il mese,[time],the month
noun,mese,a month,un mese,[time],a month
noun,mese,the months,i mesi,[time],the months
noun,anno,the year,l'anno,[time],the year
noun,anno,a year,un anno,[time],a year
noun,anno,the years,gli anni,[time],the years
noun,mattina,the morning,la mattina,[time],the morning
noun,mattina,a morning,una mattina,[time],a morning
noun,mattina,the mornings,le mattine,[time],the mornings
noun,pomeriggio,the afternoon,il pomeriggio,[time],the afternoon
noun,pomeriggio,an afternoon,un pomeriggio,[time],an afternoon
noun,pomeriggo,the afternoons,i pomeriggi,[time],the afternoons
noun,sera,the evening,la sera,[time],the evening
noun,sera,an evening,una sera,[time],an evening
noun,sera,the evenings,le sere,[time],the evenings
noun,notte,the night,la notte,[time],the night
noun,notte,a night,una notte,[time],a night
noun,notte,the nights,le notti,[time],the nights
noun,fine settimana,the weekend,il fine settimana,[time],the weekend
noun,fine settimana,a weekend,un fine settimana,[time],a weekend
noun,fine settimana,the weekends,i fine settimana,[time],the weekends
noun,ora,the hour,l'ora,[time],the hour
noun,ora,an hour,un'ora,[time],an hour
noun,ora,the hours,le ore,[time],the hours
noun,minuto,the minute,il minuto,[time],the minute
noun,minuto,a minute,un minuto,[time],a minute
noun,minuto,the minutes,i minuti,[time],the minutes
noun,secondo,the second,il secondo,[time],the second
noun,secondo,a second,un secondo,[time],a second
noun,secondo,the seconds,i secondi,[time],the seconds
noun,oggi,today,oggi,[time],today
noun,domani,tomorrow,domani,[time],tomorrow
noun,ieri,yesterday,ieri,[time],yesterday
noun,festa,the holiday,la festa,[time],the holiday
noun,festa,a holiday,una festa,[time],a holiday
noun,feste,the holidays,le feste,[time],the holidays
noun,stagione,the season,la stagione,[time],the season
noun,stagione,a season,una stagione,[time],a season
noun,stagioni,the seasons,le stagioni,[time],the seasons
noun,primavera,the spring,la primavera,[time],the spring
noun,primavera,a spring,una primavera,[time],a spring
noun,primavere,the springs,le primavere,[time],the springs
noun,estate,the summer,l'estate,[time],the summer
noun,estate,a summer,un'estate,[time],a summer
noun,estati,the summers,le estati,[time],the summers
noun,autunno,the autumn,l'autunno,[time],the autumn
noun,autunno,an autumn,un autunno,[time],an autumn
noun,autunno,the autumns,gli autunni,[time],the autumns
noun,inverno,the winter,l'inverno,[time],the winter
noun,inverno,a winter,un inverno,[time],a winter
noun,inverno,the winters,gli inverni,[time],the winters
noun,biglietto,the ticket,il biglietto,[travel],the ticket
noun,biglietto,a ticket,un biglietto,[travel],a ticket
noun,biglietto,the tickets,i biglietti,[travel],the tickets
noun,passaporto,the passport,il passaporto,[travel],the passport
noun,passaporto,a passport,un passaporto,[travel],a passport
noun,passaporto,the passports,i passaporti,[travel],the passports
noun,visto,the visa,il visto,[travel],the visa
noun,visto,a visa,un visto,[travel],a visa
noun,visto,the visas,i visti,[travel],the visas
noun,viaggio,the trip,il viaggio,[travel],the trip
noun,viaggio,a trip,un viaggio,[travel],a trip
noun,viaggi,the trips,i viaggi,[travel],the trips
noun,vacanza,the vacation,la vacanza,[travel],the vacation
noun,vacanza,a vacation,una vacanza,[travel],a vacation
noun,vacanze,the vacations,le vacanze,[travel],the vacations
noun,guida,the guidebook,la guida,[travel],the guidebook
noun,guida,a guidebook,una guida,[travel],a guidebook
noun,guide,the guidebooks,le guide,[travel],the guidebooks
noun,tour,the tour,il tour,[travel],the tour
noun,tour,a tour,un tour,[travel],a tour
noun,tour,the tours,i tour,[travel],the tours
noun,autobus,the bus,l'autobus,[travel],the bus
noun,autobus,a bus,un autobus,[travel],a bus
noun,autobus,the buses,gli autobus,[travel],the buses
noun,treno,the train,il treno,[travel],the train
noun,treno,a train,un treno,[travel],a train
noun,treno,the trains,i treni,[travel],the trains
noun,aircraft,the plane,l'aereo,[travel],the plane
noun,aircraft,a plane,un aereo,[travel],a plane
noun,aircraft,the planes,gli aerei,[travel],the planes
noun,auto,the car,l'auto,[travel],the car
noun,auto,a car,un'auto,[travel],a car
noun,auto,the cars,le auto,[travel],the cars
noun,taxi,the taxi,il taxi,[travel],the taxi
noun,taxi,a taxi,un taxi,[travel],a taxi
noun,taxi,the taxis,i taxi,[travel],the taxis
noun,valigia,the suitcase,la valigia,[travel],the suitcase
noun,valigia,a suitcase,una valigia,[travel],a suitcase
noun,valigie,the suitcases,le valigie,[travel],the suitcases
noun,zaino,the backpack,lo zaino,[travel],the backpack
noun,zaino,a backpack,uno zaino,[travel],a backpack
noun,zaino,the backpacks,gli zaini,[travel],the backpacks
noun,posto,the seat,il posto,[travel],the seat
noun,posto,a seat,un posto,[travel],a seat
noun,posto,the seats,i posti,[travel],the seats
noun,gate,the gate,il gate,[travel],the gate
noun,gate,a gate,un gate,[travel],a gate
noun,gate,the gates,i gate,[travel],the gates
noun,carta,the boarding pass,la carta d'imbarco,[travel],the boarding pass
noun,carta,a boarding pass,una carta d'imbarco,[travel],a boarding pass
noun,carte,the boarding passes,le carte d'imbarco,[travel],the boarding passes
noun,bagaglio,the luggage,il bagaglio,[travel],the luggage
noun,bagaglio,luggage,bagaglio,[travel],luggage
noun,sole,the sun,il sole,[weather],the sun
noun,sole,sun,sole,[weather],sun
noun,luna,the moon,la luna,[weather],the moon
noun,luna,moon,luna,[weather],moon
noun,cielo,the sky,il cielo,[weather],the sky
noun,cielo,sky,cielo,[weather],sky
noun,nuvola,the cloud,la nuvola,[weather],the cloud
noun,nuvola,a cloud,una nuvola,[weather],a cloud
noun,nuvole,the clouds,le nuvole,[weather],the clouds
noun,pioggia,the rain,la pioggia,[weather],the rain
noun,pioggia,rain,pioggia,[weather],rain
noun,neve,the snow,la neve,[weather],the snow
noun,neve,snow,neve,[weather],snow
noun,vento,the wind,il vento,[weather],the wind
noun,vento,wind,vento,[weather],wind
noun,tempesta,the storm,la tempesta,[weather],the storm
noun,tempesta,a storm,una tempesta,[weather],a storm
noun,tempeste,the storms,le tempeste,[weather],the storms
noun,tuono,the thunder,il tuono,[weather],the thunder
noun,tuono,thunder,tuono,[weather],thunder
noun,fulmine,the lightning,il fulmine,[weather],the lightning
noun,fulmine,lightning,fulmine,[weather],lightning
noun,nebbia,the fog,la nebbia,[weather],the fog
noun,nebbia,fog,nebbia,[weather],fog
noun,foschia,the mist,la foschia,[weather],the mist
noun,foschia,mist,foschia,[weather],mist
noun,pioggerella,the drizzle,la pioggerella,[weather],the drizzle
noun,pioggerella,drizzle,pioggerella,[weather],drizzle
noun,grandine,the hail,la grandine,[weather],the hail
noun,grandine,hail,grandine,[weather],hail
noun,brezza,the breeze,la brezza,[weather],the breeze
noun,brezza,a breeze,una brezza,[weather],a breeze
noun,brezze,the breezes,le brezze,[weather],the breezes
noun,arcobaleno,the rainbow,l'arcobaleno,[weather],the rainbow
noun,arcobaleno,a rainbow,un arcobaleno,[weather],a rainbow
noun,arcobaleno,the rainbows,gli arcobaleni,[weather],the rainbows
noun,ghiaccio,the ice,il ghiaccio,[weather],the ice
noun,ghiaccio,ice,ghiaccio,[weather],ice
noun,caldo,the heat,il caldo,[weather],the heat
noun,caldo,heat,caldo,[weather],heat
noun,freddo,the cold,il freddo,[weather],the cold
noun,umidità,the humidity,l'umidità,[weather],the humidity
noun,umidità,humidity,umidità,[weather],humidity
noun,temperatura,the temperature,la temperatura,[weather],the temperature
noun,temperature,the temperatures,le temperature,[weather],the temperatures
noun,tempo,the weather,il tempo,[weather],the weather
noun,tempo,weather,tempo,[weather],weather
noun,clima,the climate,il clima,[weather],the climate
noun,clima,climate,clima,[weather],climate
pronoun,questo,this,questo,[demonstrative],this
pronoun,questo,this,questa,[demonstrative],this
pronoun,questo,these,questi,[demonstrative],these
pronoun,questo,these,queste,[demonstrative],these
pronoun,quello,that,quello,[demonstrative],that
pronoun,quello,that,quella,[demonstrative],that
pronoun,quello,those,quelli,[demonstrative],those
pronoun,quello,those,quelle,[demonstrative],those
pronoun,qualcuno,someone,qualcuno,[indefinite],someone
pronoun,qualcosa,something,qualcosa,[indefinite],something
pronoun,nessuno,nobody,nessuno,[indefinite],nobody
pronoun,niente,nothing,niente,[indefinite],nothing
pronoun,chi,who,chi,[interrogative],who
pronoun,che,what,che cosa,[interrogative],what
pronoun,quale,which,quale,[interrogative],which
pronoun,quale,which,quali,[interrogative],which
pronoun,mi,me,mi,[object],me
pronoun,ti,you,ti,[object],you
pronoun,lo,him,lo,[object],him
pronoun,la,her,la,[object],her
pronoun,ci,us,ci,[object],us
pronoun,vi,you,vi,[object],you
pronoun,li,them,li,[object],them
pronoun,li,them,le,[object],them
pronoun,gli,to him,gli,[object],to him
pronoun,mio,mine,il mio,[possessive],mine
pronoun,mio,mine,la mia,[possessive],mine
pronoun,mio,mine,i miei,[possessive],mine
pronoun,mio,mine,le mie,[possessive],mine
pronoun,tuo,yours,il tuo,[possessive],yours
pronoun,tuo,yours,la tua,[possessive],yours
pronoun,tuoi,yours,i tuoi,[possessive],yours
pronoun,tuo,yours,le tue,[possessive],yours
pronoun,suo,his/hers,il suo,[possessive],his/hers
pronoun,suo,his/hers,la sua,[possessive],his/hers
pronoun,suo,his/hers,i suoi,[possessive],his/hers
pronoun,suo,his/hers,le sue,[possessive],his/hers
pronoun,nostro,ours,il nostro,[possessive],ours
pronoun,nostro,ours,la nostra,[possessive],ours
pronoun,nostro,ours,i nostri,[possessive],ours
pronoun,nostro,ours,le nostre,[possessive],ours
pronoun,vostro,yours,il vostro,[possessive],yours
pronoun,vostro,yours,la vostra,[possessive],yours
pronoun,vostro,yours,i vostri,[possessive],yours
pronoun,vostro,yours,le vostre,[possessive],yours
pronoun,loro,theirs,il loro,[possessive],theirs
pronoun,loro,theirs,la loro,[possessive],theirs
pronoun,loro,theirs,i loro,[possessive],theirs
pronoun,loro,theirs,le loro,[possessive],theirs
pronoun,me,myself,mi,[reflexive],myself
pronoun,ti,yourself,ti,[reflexive],yourself
pronoun,sé,himself/herself/itself,si,[reflexive],himself/herself/itself
pronoun,sé,yourself,si,[reflexive],yourself
pronoun,ci,ourselves,ci,[reflexive],ourselves
pronoun,vi,yourselves,vi,[reflexive],yourselves
pronoun,si,themselves,si,[reflexive],themselves
pronoun,iare,I,io,[subject],I
pronoun,tu,you,tu,[subject],you
pronoun,lui,he,lui,[subject],he
pronoun,lei,she,lei,[subject],she
pronoun,noi,we,noi,[subject],we
pronoun,voi,you,voi,[subject],you
pronoun,loro,they,loro,[subject],they
verb,girare,to turn,girare,[directions],to turn
verb,girare,I turn,giro,[directions],I turn
verb,girare,you turn,girate,[directions],you turn
verb,girare,you (plural) turn,girate,[directions],you (plural) turn
verb,girare,she turns,gira,[directions],she turns
verb,girare,he turns,gira,[directions],he turns
verb,girare,we turn,giriamo,[directions],we turn
verb,girare,they turn,girano,[directions],they turn
verb,girare,I turned,ho girato,[directions],I turned
verb,girare,you turned,hai girato,[directions],you turned
verb,girare,she turned,ha girato,[directions],she turned
verb,girare,he turned,ha girato,[directions],he turned
verb,girare,we turned,abbiamo girato,[directions],we turned
verb,girare,they turned,sono girati,[directions],they turned
verb,girare,you (plural) turned,vi siete girati,[directions],you (plural) turned
verb,girare,turning,girando,[directions],turning
verb,andare,to go,andare,[directions],to go
verb,andare,I go,vado,[directions],I go
verb,andare,you go,vai,[directions],you go
verb,andare,you (plural) go,andate,[directions],you (plural) go
verb,andare,she goes,va,[directions],she goes
verb,andare,he goes,va,[directions],he goes
verb,andare,we go,noi andiamo,[directions],we go
verb,andare,they go,vanno,[directions],they go
verb,andare,I went,sono andato,[directions],I went
verb,andare,you went,sei andato,[directions],you went
verb,andare,she went,è andata,[directions],she went
verb,andare,he went,è andato,[directions],he went
verb,andare,we went,siamo andati,[directions],we went
verb,andare,they went,sono andati,[directions],they went
verb,andare,you (plural) went,vi siete andati,[directions],you (plural) went
verb,andare,going,andando,[directions],going
verb,continuare,to continue,continuare,[directions],to continue
verb,continuare,I continue,continuo,[directions],I continue
verb,continuare,you continue,continui,[directions],you continue
verb,continuare,you (plural) continue,continuate,[directions],you (plural) continue
verb,continuare,she continues,continua,[directions],she continues
verb,continuare,he continues,continua,[directions],he continues
verb,continuare,we continue,continuiamo,[directions],we continue
verb,continuare,they continue,continuano,[directions],they continue
verb,oh,I continued,ho continuato,[directions],I continued
verb,continuare,you continued,hai continuato,[directions],you continued
verb,continuare,she continued,ha continuato,[directions],she continued
verb,continuare,he continued,ha continuato,[directions],he continued
verb,continuare,we continued,abbiamo continuato,[directions],we continued
verb,continuare,they continued,hanno continuato,[directions],they continued
verb,continuare,you (plural) continued,vi siete continuati,[directions],you (plural) continued
verb,continuando,continuing,continuando,[directions],continuing
verb,attraversare,to cross,attraversare,[directions],to cross
verb,attraversare,I cross,attraverso,[directions],I cross
verb,attraversare,you cross,attraversi,[directions],you cross
verb,attraversare,you (plural) cross,attraversate,[directions],you (plural) cross
verb,attraversare,she crosses,attraversa,[directions],she crosses
verb,attraversare,he crosses,attraversa,[directions],he crosses
verb,attraversare,we cross,attraversiamo,[directions],we cross
verb,attraversare,they cross,attraversano,[directions],they cross
verb,oh,I crossed,ho attraversato,[directions],I crossed
verb,attraversare,you crossed,hai attraversato,[directions],you crossed
verb,attraversare,she crossed,ha attraversato,[directions],she crossed
verb,attraversare,he crossed,ha attraversato,[directions],he crossed
verb,attraversare,we crossed,abbiamo attraversato,[directions],we crossed
verb,attraversare,they crossed,hanno attraversato,[directions],they crossed
verb,attraversare,you (plural) crossed,vi siete attraversati,[directions],you (plural) crossed
verb,attraversando,crossing,attraversando,[directions],crossing
verb,fermarsi,to stop,fermarsi,[directions],to stop
verb,fermarsi,I stop,mi fermo,[directions],I stop
verb,fermarsi,you stop,ti fermi,[directions],you stop
verb,fermarsi,you (plural) stop,vi fermate,[directions],you (plural) stop
verb,fermarsi,she stops,si ferma,[directions],she stops
verb,fermarsi,he stops,si ferma,[directions],he stops
verb,fermarsi,we stop,ci fermiamo,[directions],we stop
verb,fermarsi,they stop,si fermano,[directions],they stop
verb,fermarsi,I stopped,mi sono fermato,[directions],I stopped
verb,fermarsi,you stopped,ti sei fermato,[directions],you stopped
verb,fermarsi,she stopped,si è fermata,[directions],she stopped
verb,fermarsi,he stopped,si è fermato,[directions],he stopped
verb,fermarsi,we stopped,ci siamo fermati,[directions],we stopped
verb,fermarsi,they stopped,si sono fermati,[directions],they stopped
verb,fermarsi,you (plural) stopped,vi siete fermati,[directions],you (plural) stopped
verb,fermarsi,stopping,fermandomi,[directions],stopping
verb,seguire,to follow,seguire,[directions],to follow
verb,seguare,I follow,seguo,[directions],I follow
verb,seguire,you follow,segui,[directions],you follow
verb,seguire,you (plural) follow,seguite,[directions],you (plural) follow
verb,seguire,she follows,segue,[directions],she follows
verb,seguire,he follows,segue,[directions],he follows
verb,seguire,we follow,seguiamo,[directions],we follow
verb,seguire,they follow,seguono,[directions],they follow
verb,oh,I followed,ho seguito,[directions],I followed
verb,seguire,you followed,hai seguito,[directions],you followed
verb,seguire,she followed,ha seguito,[directions],she followed
verb,seguire,he followed,ha seguito,[directions],he followed
verb,seguire,we followed,abbiamo seguito,[directions],we followed
