category,sub_category,definition_en,pronunciation,singular_plural,tense,gender,commonness,part_of_speech,formal_informal,example_sentence_en,example_sentence_it,related_words_it,article_type,base_term,combined_hash,combined_audio_file,english_text,english_hash,english_audio_file,english_voice_name,english_speaking_rate,english_pitch,english_duration_ms,italian_text,italian_hash,italian_audio_file,italian_voice_name,italian_speaking_rate,italian_pitch,italian_duration_ms
noun,food,caffeinated drink,kah-FEH,singular,,masculine,1,noun,,Coffee wakes me up.,Caffè mi sveglia.,espresso,,caffè,493673f114160b9fc8829428c7dfa1f1fab740e62508c382176d93e7e3855ebc,category_data/audio/noun_food/493673f114160b9fc8829428c7dfa1f1fab740e62508c382176d93e7e3855ebc.mp3,coffee,4d486f6ae0d0c8cfe21e36f473d8d5c8df0f18464a6ab05c2e7a276ff276e41e,data/audio/4d486f6ae0d0c8cfe21e36f473d8d5c8df0f18464a6ab05c2e7a276ff276e41e.mp3,en-US-Wavenet-D,1.0,0,840,caffè,11c4c18a70d9d296c7fe667172e3f61c05c8c57a7cb2ffb05460c2e2911d5655,data/audio/11c4c18a70d9d296c7fe667172e3f61c05c8c57a7cb2ffb05460c2e2911d5655.mp3,it-IT-Wavenet-D,0.75,0,840
noun,food,round sweet fruit,LA MEH-lah,singular,,feminine,1,noun,,The apple is crunchy.,La mela è croccante.,frutto,definite,mela,b93e9abad896b8060fca4eab396e986eef18976e63c01c50333bf4f90bd4aec6,category_data/audio/noun_food/b93e9abad896b8060fca4eab396e986eef18976e63c01c50333bf4f90bd4aec6.mp3,the apple,6e447915a662d6a5f5d24294f079d8c1b5d6cc967b3ccbc2c3bff13721c3f5d2,data/audio/6e447915a662d6a5f5d24294f079d8c1b5d6cc967b3ccbc2c3bff13721c3f5d2.mp3,en-US-Wavenet-D,1.0,0,912,la mela,d2467e172d033118b2f0794fbeded0698093a240a980be91795590aa8d4c469f,data/audio/d2467e172d033118b2f0794fbeded0698093a240a980be91795590aa8d4c469f.mp3,it-IT-Wavenet-D,0.75,0,1056
noun,food,round sweet fruit,OO-nah MEH-lah,singular,,feminine,1,noun,,I bought an apple at the market.,Ho comprato una mela al mercato.,frutto,indefinite,mela,8ae1fd473d59f48db4cfc994ee23cab184fa4339fd43b98b3deb60e48ddc4a32,category_data/audio/noun_food/8ae1fd473d59f48db4cfc994ee23cab184fa4339fd43b98b3deb60e48ddc4a32.mp3,an apple,5981af47624874358da6f457318fc9b56bbcfbaac860e6dc3ded5802e73fc29d,data/audio/5981af47624874358da6f457318fc9b56bbcfbaac860e6dc3ded5802e73fc29d.mp3,en-US-Wavenet-D,1.0,0,912,una mela,6cd3b1635e5d50939a5ae6bf32b026de05afb394ddd4a4a6d0a84799238ee62a,data/audio/6cd3b1635e5d50939a5ae6bf32b026de05afb394ddd4a4a6d0a84799238ee62a.mp3,it-IT-Wavenet-D,0.75,0,1104
noun,food,round sweet fruits,LEH MEH-leh,plural,,feminine,1,noun,,The apples are ripe.,Le mele sono mature.,frutti,definite,mela,427003b04a4ed3db0cdb540a7011821985e8239813505818c0ba6f0154bf8900,category_data/audio/noun_food/427003b04a4ed3db0cdb540a7011821985e8239813505818c0ba6f0154bf8900.mp3,the apples,a971288813c37b04fc68ea494512079ffda3b79f90f304b2f1ee95635204c26a,data/audio/a971288813c37b04fc68ea494512079ffda3b79f90f304b2f1ee95635204c26a.mp3,en-US-Wavenet-D,1.0,0,1032,le mele,29705399949ac84f83a44653c294f560c25b9bad3783f78168293643eb81f38c,data/audio/29705399949ac84f83a44653c294f560c25b9bad3783f78168293643eb81f38c.mp3,it-IT-Wavenet-D,0.75,0,1056
noun,food,long yellow fruit,LA bah-NAH-nah,singular,,feminine,1,noun,,The banana is sweet.,La banana è dolce.,frutto,definite,banana,71f630a67f334d64b7682b0310ecacfe915d28dded2c8b1927a66084c23014f3,category_data/audio/noun_food/71f630a67f334d64b7682b0310ecacfe915d28dded2c8b1927a66084c23014f3.mp3,the banana,78dfae5f0a5490a2fc3fdb770cd685004c59e9fbee1320ce5729200a7031ebc7,data/audio/78dfae5f0a5490a2fc3fdb770cd685004c59e9fbee1320ce5729200a7031ebc7.mp3,en-US-Wavenet-D,1.0,0,984,la banana,c2274af211d61f566f70f208e76e2f91e206cebb5a171c058ee7dd4827627853,data/audio/c2274af211d61f566f70f208e76e2f91e206cebb5a171c058ee7dd4827627853.mp3,it-IT-Wavenet-D,0.75,0,1200
noun,food,long yellow fruit,OO-nah bah-NAH-nah,singular,,feminine,1,noun,,He ate a banana after jogging.,Ha mangiato una banana dopo la corsa.,frutto,indefinite,banana,6bc5d22730f80f1418148404e31f36535090befdf4eb90b108d570b685dd751e,category_data/audio/noun_food/6bc5d22730f80f1418148404e31f36535090befdf4eb90b108d570b685dd751e.mp3,a banana,e3dd8f4cf5a254ce83d8b1477e68e4268de075a4e5d274ad718cffbbb998d51f,data/audio/e3dd8f4cf5a254ce83d8b1477e68e4268de075a4e5d274ad718cffbbb998d51f.mp3,en-US-Wavenet-D,1.0,0,984,una banana,47fa571c0d85e7af66bfd1c5128ff1bdfa3803999cfb5376c4f4288d8d99b0db,data/audio/47fa571c0d85e7af66bfd1c5128ff1bdfa3803999cfb5376c4f4288d8d99b0db.mp3,it-IT-Wavenet-D,0.75,0,1248
noun,food,long yellow fruits,LEH bah-NAH-neh,plural,,feminine,1,noun,,The bananas are on the counter.,Le banane sono sul bancone.,frutti,definite,banana,71f8d48ff5fe294c9c69da07352bc4c50b3528c9dd6e9f20c53e0792efeefd0f,category_data/audio/noun_food/71f8d48ff5fe294c9c69da07352bc4c50b3528c9dd6e9f20c53e0792efeefd0f.mp3,the bananas,60d5d4f90edb02a51bf02d0f2df9b346f47e704e21f64ee21fcca5de251bbcfa,data/audio/60d5d4f90edb02a51bf02d0f2df9b346f47e704e21f64ee21fcca5de251bbcfa.mp3,en-US-Wavenet-D,1.0,0,1080,le banane,1b651961240d09ecc770de70252434a84482698d57a3786745efde8336fc2bb0,data/audio/1b651961240d09ecc770de70252434a84482698d57a3786745efde8336fc2bb0.mp3,it-IT-Wavenet-D,0.75,0,1200
noun,food,citrus fruit,LAH-RAHN-chah,singular,,feminine,1,noun,,The orange is juicy.,L'arancia è succosa.,agrume,definite,arancia,b0c406506d0d878236f3a67261356d03c642830183c3c81cd5bff02654357675,category_data/audio/noun_food/b0c406506d0d878236f3a67261356d03c642830183c3c81cd5bff02654357675.mp3,the orange,204e3b3da15a53c478a634d9a544980134d71c9406b08738b7514b3d2ea26973,data/audio/204e3b3da15a53c478a634d9a544980134d71c9406b08738b7514b3d2ea26973.mp3,en-US-Wavenet-D,1.0,0,960,l'arancia,6ab0da9fe1232247dd0112f38f0f10272f53ff6fdbc9fe265679e992070c6bad,data/audio/6ab0da9fe1232247dd0112f38f0f10272f53ff6fdbc9fe265679e992070c6bad.mp3,it-IT-Wavenet-D,0.75,0,1152
noun,food,citrus fruit,OO-nah RAHN-chah,singular,,feminine,1,noun,,I peeled an orange.,Ho sbucciato un'arancia.,agrume,indefinite,arancia,2b963aa16c92bdf34c1a4e7e3910ba4177fb28bf67f0fe2ae8f03eb51a4eba90,category_data/audio/noun_food/2b963aa16c92bdf34c1a4e7e3910ba4177fb28bf67f0fe2ae8f03eb51a4eba90.mp3,an orange,f7fb2f92504c3b178bc6b41b299dc01cfb995753cb5695d7493fd5c43e2a6b26,data/audio/f7fb2f92504c3b178bc6b41b299dc01cfb995753cb5695d7493fd5c43e2a6b26.mp3,en-US-Wavenet-D,1.0,0,984,un'arancia,5babd1d73a5d60cc75672a34f04ec39df3cbb31eef3433a087c475341e5cdb2b,data/audio/5babd1d73a5d60cc75672a34f04ec39df3cbb31eef3433a087c475341e5cdb2b.mp3,it-IT-Wavenet-D,0.75,0,1224
noun,food,citrus fruits,LEH ah-RAHN-cheh,plural,,feminine,1,noun,,The oranges come from Sicily.,Le arance vengono dalla Sicilia.,agrumi,definite,arancia,c89d6de31f2628b2a33d79fa400ee056661b5c042f2489081b497a0bb21cb330,category_data/audio/noun_food/c89d6de31f2628b2a33d79fa400ee056661b5c042f2489081b497a0bb21cb330.mp3,the oranges,3aa9699f4d7bea158bd9f7f9a88e65ffe4c8f1c2068bab7289473a82aaa4ec4f,data/audio/3aa9699f4d7bea158bd9f7f9a88e65ffe4c8f1c2068bab7289473a82aaa4ec4f.mp3,en-US-Wavenet-D,1.0,0,1104,le arance,9f081d93776634920c195917ff0fd49f8cabfcb95779e410fe13e402dc2db183,data/audio/9f081d93776634920c195917ff0fd49f8cabfcb95779e410fe13e402dc2db183.mp3,it-IT-Wavenet-D,0.75,0,1272
noun,food,orange root vegetable,LA kah-ROH-tah,singular,,feminine,1,noun,,The carrot is crunchy.,La carota è croccante.,ortaggio,definite,carota,86b24a20cb08a30b50d31a9df0ce646d6bac528bfac7fb1dc876a95159f85b75,category_data/audio/noun_food/86b24a20cb08a30b50d31a9df0ce646d6bac528bfac7fb1dc876a95159f85b75.mp3,the carrot,d99dfbee8be7a9536c678f2f8754b55f588df39f6f5e059a625443668c8c3299,data/audio/d99dfbee8be7a9536c678f2f8754b55f588df39f6f5e059a625443668c8c3299.mp3,en-US-Wavenet-D,1.0,0,960,la carota,bab3655d98c18b4c637e9c3a0307ce8ff46ff181151609d8bff497dc0955ad54,data/audio/bab3655d98c18b4c637e9c3a0307ce8ff46ff181151609d8bff497dc0955ad54.mp3,it-IT-Wavenet-D,0.75,0,1248
noun,food,orange root vegetable,OO-nah kah-ROH-tah,singular,,feminine,1,noun,,He sliced a carrot.,Ha tagliato una carota.,ortaggio,indefinite,carota,d908df832f6ee7b3ac20a84f6591990b95abf5241c76b5347111bfbf1dc9e7da,category_data/audio/noun_food/d908df832f6ee7b3ac20a84f6591990b95abf5241c76b5347111bfbf1dc9e7da.mp3,a carrot,4e263b24d67c77e9218d579fccdf0d6a0bb784f584d8bebdb3fc326687b29d5b,data/audio/4e263b24d67c77e9218d579fccdf0d6a0bb784f584d8bebdb3fc326687b29d5b.mp3,en-US-Wavenet-D,1.0,0,960,una carota,58c6ab3a5f1489aa6da27ab61d81679e4b41d82e4760fde41b7eb6c448a7d7e6,data/audio/58c6ab3a5f1489aa6da27ab61d81679e4b41d82e4760fde41b7eb6c448a7d7e6.mp3,it-IT-Wavenet-D,0.75,0,1296
noun,food,orange root vegetables,LEH kah-ROH-teh,plural,,feminine,1,noun,,The carrots are in the soup.,Le carote sono nella zuppa.,ortaggi,definite,carota,e3b2a798c578fea528ad902aa815a248c7ebd3a7f4e98b109148f3606389dafd,category_data/audio/noun_food/e3b2a798c578fea528ad902aa815a248c7ebd3a7f4e98b109148f3606389dafd.mp3,the carrots,15c8bbfa87c2c226c4d6a283a31b92fbfa884a28a5db01ff8ad594c8a19b434d,data/audio/15c8bbfa87c2c226c4d6a283a31b92fbfa884a28a5db01ff8ad594c8a19b434d.mp3,en-US-Wavenet-D,1.0,0,1104,le carote,46387c1fd985b31735b18bf53298f24573fe7330b814120176559d3da9f9af30,data/audio/46387c1fd985b31735b18bf53298f24573fe7330b814120176559d3da9f9af30.mp3,it-IT-Wavenet-D,0.75,0,1224
noun,food,red fruit vegetable,EEL poh-moh-DOH-roh,singular,,masculine,1,noun,,The tomato is fresh.,Il pomodoro è fresco.,pomo,definite,pomodoro,ad0446b0be874c4dc6ce60b8ba0820e89fcbd9d00d83c375f7e2f587aa02af3b,category_data/audio/noun_food/ad0446b0be874c4dc6ce60b8ba0820e89fcbd9d00d83c375f7e2f587aa02af3b.mp3,the tomato,20ffb77d5469647b41f228cdde2ba3820447861ab539687d7ed5c99da8b542b9,data/audio/20ffb77d5469647b41f228cdde2ba3820447861ab539687d7ed5c99da8b542b9.mp3,en-US-Wavenet-D,1.0,0,1128,il pomodoro,096d2f5d918ac2ce48b419f4787b8a2492e2069b2a03427d58ae736b4f9fa5d9,data/audio/096d2f5d918ac2ce48b419f4787b8a2492e2069b2a03427d58ae736b4f9fa5d9.mp3,it-IT-Wavenet-D,0.75,0,1368
noun,food,red fruit vegetable,OON poh-moh-DOH-roh,singular,,masculine,1,noun,,I added a tomato to the salad.,Ho aggiunto un pomodoro all'insalata.,pomo,indefinite,pomodoro,dda0c1d0011943e5e484efbaf96d1467c29f0e322a37e98a6042d5b74f10b855,category_data/audio/noun_food/dda0c1d0011943e5e484efbaf96d1467c29f0e322a37e98a6042d5b74f10b855.mp3,a tomato,376a055eecbe64ec1dee034b2ffbdaf61d3192dd8650b66d71f440979de81e6a,data/audio/376a055eecbe64ec1dee034b2ffbdaf61d3192dd8650b66d71f440979de81e6a.mp3,en-US-Wavenet-D,1.0,0,1128,un pomodoro,e94ea8c81d96c78c6359da95182f43850d4472ad8d19772c3118724fdbd06824,data/audio/e94ea8c81d96c78c6359da95182f43850d4472ad8d19772c3118724fdbd06824.mp3,it-IT-Wavenet-D,0.75,0,1368
noun,food,red fruit vegetables,EE poh-moh-DOH-ree,plural,,masculine,1,noun,,The tomatoes are ripe.,I pomodori sono maturi.,pomi,definite,pomodoro,7ac3beeff93fc5fb7b8566a8ed74a81995153875c8b1f417f9be67cfe051a115,category_data/audio/noun_food/7ac3beeff93fc5fb7b8566a8ed74a81995153875c8b1f417f9be67cfe051a115.mp3,the tomatoes,48bc97c8daacc99e33a544c35cd4fee001034136cbeca10cef6f5ec436aacd80,data/audio/48bc97c8daacc99e33a544c35cd4fee001034136cbeca10cef6f5ec436aacd80.mp3,en-US-Wavenet-D,1.0,0,1200,i pomodori,46a2b9445cf3b5b51468d2d7173fa4cb17a4bc7f3715831c47a6624e44ddcbcd,data/audio/46a2b9445cf3b5b51468d2d7173fa4cb17a4bc7f3715831c47a6624e44ddcbcd.mp3,it-IT-Wavenet-D,0.75,0,1368
noun,food,mixed raw vegetables,LIN-sah-LAH-tah,singular,,feminine,1,noun,,The salad is fresh.,L'insalata è fresca.,misticanza,definite,insalata,e22fb4cd3a1c2ab369b952e04e926056c0ea883ab29650d77ff2582cb70262d7,category_data/audio/noun_food/e22fb4cd3a1c2ab369b952e04e926056c0ea883ab29650d77ff2582cb70262d7.mp3,the salad,8bf6bcc4574a09553b84c7d9330443fe2e79c872fabbd3294a893f0678b8d3f5,data/audio/8bf6bcc4574a09553b84c7d9330443fe2e79c872fabbd3294a893f0678b8d3f5.mp3,en-US-Wavenet-D,1.0,0,960,l'insalata,bb9484dcc1ca17307704d6c99737805f5bd4a5a5067bb34dfaf83e1b5c4cdebd,data/audio/bb9484dcc1ca17307704d6c99737805f5bd4a5a5067bb34dfaf83e1b5c4cdebd.mp3,it-IT-Wavenet-D,0.75,0,1296
noun,food,mixed raw vegetables,OON in-sah-LAH-tah,singular,,feminine,1,noun,,She ordered a salad.,Ha ordinato un'insalata.,misticanza,indefinite,insalata,f3efc304fac388782230e54865671fe5c86aa1e05cec5d9b20facae2911b5e06,category_data/audio/noun_food/f3efc304fac388782230e54865671fe5c86aa1e05cec5d9b20facae2911b5e06.mp3,a salad,705545b58e21d5985810fda0573277859e6cebe7b72b511c3e5810273becd955,data/audio/705545b58e21d5985810fda0573277859e6cebe7b72b511c3e5810273becd955.mp3,en-US-Wavenet-D,1.0,0,936,un'insalata,f410a00b60392f6270300013e2f97faa515582e74607f60607982d598a2162e4,data/audio/f410a00b60392f6270300013e2f97faa515582e74607f60607982d598a2162e4.mp3,it-IT-Wavenet-D,0.75,0,1344
noun,food,mixed raw vegetables,LEH in-sah-LAH-teh,plural,,feminine,1,noun,,The salads come with bread.,Le insalate arrivano con il pane.,misticanze,definite,insalata,d505617b4632614ea0a3c971be5433b3bac6c323f8676074ee228c0cc4c3eba3,category_data/audio/noun_food/d505617b4632614ea0a3c971be5433b3bac6c323f8676074ee228c0cc4c3eba3.mp3,the salads,42b0b3b06552a1dd5159aa9bf353006b72765c4e948dd9fe1f5545586b82b2e0,data/audio/42b0b3b06552a1dd5159aa9bf353006b72765c4e948dd9fe1f5545586b82b2e0.mp3,en-US-Wavenet-D,1.0,0,1080,le insalate,d04da81a75fba693f8dcad8d40a2eb587fb6fc9e520ffef6a123daf2ed83610a,data/audio/d04da81a75fba693f8dcad8d40a2eb587fb6fc9e520ffef6a123daf2ed83610a.mp3,it-IT-Wavenet-D,0.75,0,1392
noun,food,hot liquid dish,LA ZOOP-pah,singular,,feminine,1,noun,,The soup is warm.,La zuppa è calda.,minestra,definite,zuppa,c271caea459d3597f5b569dab4e4364e76c11b5d5bbe8b608981de286e6368ae,category_data/audio/noun_food/c271caea459d3597f5b569dab4e4364e76c11b5d5bbe8b608981de286e6368ae.mp3,the soup,113051a1e6047dbc6f823e15d1e77791c1e387b03b3ededa8bf9239d7c2c8b94,data/audio/113051a1e6047dbc6f823e15d1e77791c1e387b03b3ededa8bf9239d7c2c8b94.mp3,en-US-Wavenet-D,1.0,0,864,la zuppa,91e2e9425ff3959fab07e8ccbddeefa7445ccdf1fd0c7c3f57d4c351cb141a4c,data/audio/91e2e9425ff3959fab07e8ccbddeefa7445ccdf1fd0c7c3f57d4c351cb141a4c.mp3,it-IT-Wavenet-D,0.75,0,1200
noun,food,hot liquid dish,OO-nah ZOOP-pah,singular,,feminine,1,noun,,We shared a soup.,Abbiamo condiviso una zuppa.,minestra,indefinite,zuppa,29418deefb974ac09bc0b428494cde3ae6e68cb4981fa5e1b8c7c065066c054a,category_data/audio/noun_food/29418deefb974ac09bc0b428494cde3ae6e68cb4981fa5e1b8c7c065066c054a.mp3,a soup,634966788d4b381f533089bf563101de39f52d13a62d453a5cab9aea5977e560,data/audio/634966788d4b381f533089bf563101de39f52d13a62d453a5cab9aea5977e560.mp3,en-US-Wavenet-D,1.0,0,864,una zuppa,00bb4280e6eff3eb7e5b46ce330c7c75cae3f5d48f7c86325bd36f6c48a8c6e9,data/audio/00bb4280e6eff3eb7e5b46ce330c7c75cae3f5d48f7c86325bd36f6c48a8c6e9.mp3,it-IT-Wavenet-D,0.75,0,1272
noun,food,grilled beef slice,LA bee-STEHK-kah,singular,,feminine,2,noun,,The steak is medium rare.,La bistecca è a cottura media.,carne,definite,bistecca,295d80082e72cbea02279c68407f6ac8d7cdfd599b96f36955eb8a79fbec4a9f,category_data/audio/noun_food/295d80082e72cbea02279c68407f6ac8d7cdfd599b96f36955eb8a79fbec4a9f.mp3,the steak,6862113112656a363f5a39d48c79fc0bc9e75ba54ad88d0c04411c2f5bcb979d,data/audio/6862113112656a363f5a39d48c79fc0bc9e75ba54ad88d0c04411c2f5bcb979d.mp3,en-US-Wavenet-D,1.0,0,912,la bistecca,384ad797a7ce2baaee585497c925457a1e2d81dec1fe2c9836a80026206c124c,data/audio/384ad797a7ce2baaee585497c925457a1e2d81dec1fe2c9836a80026206c124c.mp3,it-IT-Wavenet-D,0.75,0,1416
noun,food,grilled beef slice,OO-nah bee-STEHK-kah,singular,,feminine,2,noun,,He cooked a steak for dinner.,Ha cucinato una bistecca per cena.,carne,indefinite,bistecca,08cd4877d3df66c1f0eafcda9622ac401484f1673a37ac3c70780525b955ac07,category_data/audio/noun_food/08cd4877d3df66c1f0eafcda9622ac401484f1673a37ac3c70780525b955ac07.mp3,a steak,ddd3681ad448aca9cf3af960cec686ed8bc923a3e88bd265b19b488f6b85f810,data/audio/ddd3681ad448aca9cf3af960cec686ed8bc923a3e88bd265b19b488f6b85f810.mp3,en-US-Wavenet-D,1.0,0,912,una bistecca,9ebc935d7581939226d0d79933a47ea5f791a31f795885a42b444aac29ac9446,data/audio/9ebc935d7581939226d0d79933a47ea5f791a31f795885a42b444aac29ac9446.mp3,it-IT-Wavenet-D,0.75,0,1488
noun,food,grilled beef slices,LEH bee-STEHK-keh,plural,,feminine,2,noun,,The steaks rest on the plate.,Le bistecche riposano nel piatto.,carni,definite,bistecca,9d5fbb11bf5b5e76e6e59509b39ade45893633d7c2ff14928242b9043e87f0f1,category_data/audio/noun_food/9d5fbb11bf5b5e76e6e59509b39ade45893633d7c2ff14928242b9043e87f0f1.mp3,the steaks,d78958910ea00334e03c4bd9e4304f1771ba1a6f014865399db5539d9c8dfa8a,data/audio/d78958910ea00334e03c4bd9e4304f1771ba1a6f014865399db5539d9c8dfa8a.mp3,en-US-Wavenet-D,1.0,0,1056,le bistecche,1cfef71c56e1f1e2892d64a9bb051c86ece7bca92a8a61a2c1af6734bc7d3c51,data/audio/1cfef71c56e1f1e2892d64a9bb051c86ece7bca92a8a61a2c1af6734bc7d3c51.mp3,it-IT-Wavenet-D,0.75,0,1368
noun,food,edible seafood,PEH-sheh,singular,,masculine,1,noun,,Fish is common on menus.,Pesce è comune nei menu.,pescato,,pesce,4d9d2a634ae955b9898e20ccd9d1b6d0e7ebfc179cde3864458e434cdb9010d6,category_data/audio/noun_food/4d9d2a634ae955b9898e20ccd9d1b6d0e7ebfc179cde3864458e434cdb9010d6.mp3,fish,14863b8c8ea9152398cc1d82f6240214e1d9c92fe4800b043e54430a16ca370b,data/audio/14863b8c8ea9152398cc1d82f6240214e1d9c92fe4800b043e54430a16ca370b.mp3,en-US-Wavenet-D,1.0,0,792,pesce,5c258b0f428268853090ee113c917d984adfee04f6849d5de88a4e3a595bfa71,data/audio/5c258b0f428268853090ee113c917d984adfee04f6849d5de88a4e3a595bfa71.mp3,it-IT-Wavenet-D,0.75,0,960
noun,food,edible seafood,EEL PEH-sheh,singular,,masculine,1,noun,,The fish is grilled.,Il pesce è alla griglia.,pescato,definite,pesce,ec74eac377c7f604a9e0612f170abeea464346a923b7e1edb27b7f6c496ee5a5,category_data/audio/noun_food/ec74eac377c7f604a9e0612f170abeea464346a923b7e1edb27b7f6c496ee5a5.mp3,the fish,10782ca5a92fe543e9e4b30bbdc15f728fecdfaf999de0b76c36cf88b45f8245,data/audio/10782ca5a92fe543e9e4b30bbdc15f728fecdfaf999de0b76c36cf88b45f8245.mp3,en-US-Wavenet-D,1.0,0,936,il pesce,8f477f35c1b94926132fe19e095fc0ac9cf94e0c11ed6901cd903891311c696b,data/audio/8f477f35c1b94926132fe19e095fc0ac9cf94e0c11ed6901cd903891311c696b.mp3,it-IT-Wavenet-D,0.75,0,1176
noun,food,poultry meat,POHL-loh,singular,,masculine,1,noun,,Chicken tastes great with herbs.,Pollo è ottimo con le erbe.,gallina,,pollo,0c4343b86575ab5ad9ebad47a2b70d7043def07e165aa173fffe7d81ee16c57e,category_data/audio/noun_food/0c4343b86575ab5ad9ebad47a2b70d7043def07e165aa173fffe7d81ee16c57e.mp3,chicken,00710ae7ede4571d83ef85547e028070993bd763f5d0be5ebd54a8a3b7813b08,data/audio/00710ae7ede4571d83ef85547e028070993bd763f5d0be5ebd54a8a3b7813b08.mp3,en-US-Wavenet-D,1.0,0,720,pollo,517e55952462ab3b47272ecb81fb49287c888d0380033d88f885bc8135bbe6bb,data/audio/517e55952462ab3b47272ecb81fb49287c888d0380033d88f885bc8135bbe6bb.mp3,it-IT-Wavenet-D,0.75,0,936
noun,food,poultry meat,EEL POHL-loh,singular,,masculine,1,noun,,The chicken is roasted.,Il pollo è arrosto.,gallina,definite,pollo,4616d683281166fa56610865f18b56b56bebb7f364334a75428e9615c9ab523c,category_data/audio/noun_food/4616d683281166fa56610865f18b56b56bebb7f364334a75428e9615c9ab523c.mp3,the chicken,f2cc588adb6858056b67e2d2d4a0398c4b5791ca12cf0a07f8372dc1ca7fef42,data/audio/f2cc588adb6858056b67e2d2d4a0398c4b5791ca12cf0a07f8372dc1ca7fef42.mp3,en-US-Wavenet-D,1.0,0,912,il pollo,88597945038cdc985bbbaf54ba660dbb7d1f088dfd34852107b43d958d573144,data/audio/88597945038cdc985bbbaf54ba660dbb7d1f088dfd34852107b43d958d573144.mp3,it-IT-Wavenet-D,0.75,0,1128
noun,food,staple grain,REE-zoh,singular,,masculine,1,noun,,Rice cooks in fifteen minutes.,Riso cuoce in quindici minuti.,risotto,,riso,fe640fafb287cc6954e5364d2713db098757dcb0405159fd349f6fb74416136d,category_data/audio/noun_food/fe640fafb287cc6954e5364d2713db098757dcb0405159fd349f6fb74416136d.mp3,rice,69d1bd2d5881a7488488ed46dce56c7673667d74e0aa0481e8e98a167f82a303,data/audio/69d1bd2d5881a7488488ed46dce56c7673667d74e0aa0481e8e98a167f82a303.mp3,en-US-Wavenet-D,1.0,0,816,riso,ad8ee52b4cd129632ed3ddd8a22a00efa25c36e6ce703ddd12f97db817949e14,data/audio/ad8ee52b4cd129632ed3ddd8a22a00efa25c36e6ce703ddd12f97db817949e14.mp3,it-IT-Wavenet-D,0.75,0,960
noun,food,staple grain,EEL REE-zoh,singular,,masculine,1,noun,,The rice is fluffy.,Il riso è soffice.,risotto,definite,riso,0a16311c095d5d44b510070a34fdb69d1a2056d728359834d3647bdd316e354e,category_data/audio/noun_food/0a16311c095d5d44b510070a34fdb69d1a2056d728359834d3647bdd316e354e.mp3,the rice,ad79a4471767db895d080c4a206186dfaa339df9397720034a818b4506590fd2,data/audio/ad79a4471767db895d080c4a206186dfaa339df9397720034a818b4506590fd2.mp3,en-US-Wavenet-D,1.0,0,984,il riso,09aa23887951321171a53eda7c9323fc5ba743c9788904868eea6225bf954b05,data/audio/09aa23887951321171a53eda7c9323fc5ba743c9788904868eea6225bf954b05.mp3,it-IT-Wavenet-D,0.75,0,1104
noun,food,oval food from bird,LOO-oh-voh,singular,,masculine,1,noun,,The egg is boiled.,L'uovo è sodo.,uovo,definite,uovo,8ead05c1db9e91513fb05f9da4691f111fde6b4f47071ca5b3ad549ff5d7465e,category_data/audio/noun_food/8ead05c1db9e91513fb05f9da4691f111fde6b4f47071ca5b3ad549ff5d7465e.mp3,the egg,7a0fea6f55d64931d6b5928a718aa9f2ac67c9e94c7886bf5424f434cea33412,data/audio/7a0fea6f55d64931d6b5928a718aa9f2ac67c9e94c7886bf5424f434cea33412.mp3,en-US-Wavenet-D,1.0,0,816,l'uovo,7163a17274d21e8d46d3a50d4c4e17a7c050335fe38bb1fc2dae85822d3028ec,data/audio/7163a17274d21e8d46d3a50d4c4e17a7c050335fe38bb1fc2dae85822d3028ec.mp3,it-IT-Wavenet-D,0.75,0,984
noun,food,oval food from bird,OON OO-oh-voh,singular,,masculine,1,noun,,I cracked an egg.,Ho rotto un uovo.,uovo,indefinite,uovo,5ae2f2211ca28f6b9c47d83afe580e5994e6b1712df057c4777e11c228bcbb93,category_data/audio/noun_food/5ae2f2211ca28f6b9c47d83afe580e5994e6b1712df057c4777e11c228bcbb93.mp3,an egg,fce024db5a34369de1a98c464462eea051988af1395f9a7220192010a005cebc,data/audio/fce024db5a34369de1a98c464462eea051988af1395f9a7220192010a005cebc.mp3,en-US-Wavenet-D,1.0,0,792,un uovo,864affb5eacda2a25a40cb15b517f7d60584ffd6818e61f6e4e1aa9bce06e9c3,data/audio/864affb5eacda2a25a40cb15b517f7d60584ffd6818e61f6e4e1aa9bce06e9c3.mp3,it-IT-Wavenet-D,0.75,0,1128
noun,food,oval foods from birds,LEH WOH-vah,plural,,feminine,1,noun,,The eggs are fresh today.,Le uova sono fresche oggi.,uova,definite,uovo,7bfd1b6450a4a8b240929d34ccb5d98ad17395c435844b583ff11850fa15d00c,category_data/audio/noun_food/7bfd1b6450a4a8b240929d34ccb5d98ad17395c435844b583ff11850fa15d00c.mp3,the eggs,c1ac33be0280cac7ebebab333d7d65330331b469b5150e9e38030d358bcdc6fb,data/audio/c1ac33be0280cac7ebebab333d7d65330331b469b5150e9e38030d358bcdc6fb.mp3,en-US-Wavenet-D,1.0,0,984,le uova,b0c694ae46835ab31c40032c579932f9d00e7f75a428200fcd717033e2363499,data/audio/b0c694ae46835ab31c40032c579932f9d00e7f75a428200fcd717033e2363499.mp3,it-IT-Wavenet-D,0.75,0,1104
