path	text	translation_en
vocabulary/dataframes/NOUN/motore.tsv	motori	
vocabulary/dataframes/NOUN/motrice.tsv	motrice	
vocabulary/dataframes/NOUN/motto.tsv	motto	
vocabulary/dataframes/NOUN/mountain.tsv	mountain	
vocabulary/dataframes/NOUN/mousa.tsv	mouse	
vocabulary/dataframes/NOUN/mousse.tsv	mousse	
vocabulary/dataframes/NOUN/movimento.tsv	movimento	
vocabulary/dataframes/NOUN/movimento.tsv	movimenti	
vocabulary/dataframes/NOUN/mozione.tsv	mozione	
vocabulary/dataframes/NOUN/mozzicone.tsv	mozziconi	
vocabulary/dataframes/NOUN/mucca.tsv	mucche	
vocabulary/dataframes/NOUN/mucca.tsv	mucca	
vocabulary/dataframes/NOUN/mucchio.tsv	mucchio	
vocabulary/dataframes/NOUN/muffa.tsv	muffa	
vocabulary/dataframes/NOUN/muffin.tsv	muffin	
vocabulary/dataframes/NOUN/mugnaio.tsv	mugnaio	
vocabulary/dataframes/NOUN/mugnaio.tsv	mugnai	
vocabulary/dataframes/NOUN/mulatta.tsv	mulatta	
vocabulary/dataframes/NOUN/muletto.tsv	muletto	
vocabulary/dataframes/NOUN/mulino.tsv	mulini	
vocabulary/dataframes/NOUN/mulino.tsv	mulino	
vocabulary/dataframes/NOUN/mulo.tsv	mulo	
vocabulary/dataframes/NOUN/mulo.tsv	muli	
vocabulary/dataframes/NOUN/multa.tsv	multa	
vocabulary/dataframes/NOUN/multa.tsv	multe	
vocabulary/dataframes/NOUN/multiculturalismo.tsv	multiculturalismo	
vocabulary/dataframes/NOUN/multilinguismo.tsv	multilinguismo	
vocabulary/dataframes/NOUN/multinazionale.tsv	multinazionale	
vocabulary/dataframes/NOUN/mummia.tsv	mummia	
vocabulary/dataframes/NOUN/municipio.tsv	municipio	
vocabulary/dataframes/NOUN/munizione.tsv	munizioni	
vocabulary/dataframes/NOUN/munsa.tsv	munse	
vocabulary/dataframes/NOUN/muratore.tsv	muratore	
vocabulary/dataframes/NOUN/musa.tsv	musa	
vocabulary/dataframes/NOUN/muscolo.tsv	muscoli	
vocabulary/dataframes/NOUN/muscolo.tsv	muscolo	
vocabulary/dataframes/NOUN/museo.tsv	museo	
vocabulary/dataframes/NOUN/museo.tsv	musei	
vocabulary/dataframes/NOUN/musical.tsv	musical	
vocabulary/dataframes/NOUN/musicale.tsv	musicale	
vocabulary/dataframes/NOUN/musicista.tsv	musicista	
vocabulary/dataframes/NOUN/musicista.tsv	musicisti	
vocabulary/dataframes/NOUN/musicologa.tsv	musicologa	
vocabulary/dataframes/NOUN/musicologo.tsv	musicologo	
vocabulary/dataframes/NOUN/must.tsv	must	
vocabulary/dataframes/NOUN/musulmano.tsv	musulmani	
vocabulary/dataframes/NOUN/musulmano.tsv	musulmano	
vocabulary/dataframes/NOUN/musulmano.tsv	musulmana	
vocabulary/dataframes/NOUN/mutanda.tsv	mutande	
vocabulary/dataframes/NOUN/mutandine.tsv	mutandine	
vocabulary/dataframes/NOUN/mutandone.tsv	mutandoni	
vocabulary/dataframes/NOUN/mutante.tsv	mutante	
vocabulary/dataframes/NOUN/mutazione.tsv	mutazioni	
vocabulary/dataframes/NOUN/mutuo.tsv	mutuo	
