path	text	pronunciation	translation_en
vocabulary/dataframes/NOUN/divorzo.tsv	divorzi	dee-VOR-tsee	divorces
vocabulary/dataframes/NOUN/dna..tsv	dna.	DEE-en-AH	DNA
vocabulary/dataframes/NOUN/docente.tsv	docenti	doh-CHEN-tee	teachers; instructors
vocabulary/dataframes/NOUN/docente.tsv	docente	doh-CHEN-teh	teacher; instructor
vocabulary/dataframes/NOUN/documentario.tsv	documentario	doh-koo-men-TAH-ryoh	documentary
vocabulary/dataframes/NOUN/documentazione.tsv	documentazione	doh-koo-men-tah-TSYOH-neh	documentation
vocabulary/dataframes/NOUN/documento.tsv	documenti	doh-koo-MEN-tee	documents
vocabulary/dataframes/NOUN/documento.tsv	documento	doh-koo-MEN-toh	document
vocabulary/dataframes/NOUN/dodgeball.tsv	dodgeball	DOHJ-bawl	dodgeball
vocabulary/dataframes/NOUN/dog.tsv	dog	DOG	dog
vocabulary/dataframes/NOUN/dogana.tsv	dogana	doh-GAH-nah	customs office
vocabulary/dataframes/NOUN/dogmio.tsv	dogmi	DOG-mee	dogmas
vocabulary/dataframes/NOUN/dolce.tsv	dolci	DOL-chee	sweets; desserts
vocabulary/dataframes/NOUN/dolce.tsv	dolce	DOL-cheh	sweet; dessert
vocabulary/dataframes/NOUN/dolcetto.tsv	dolcetti	dol-CHET-tee	small sweets; candies
vocabulary/dataframes/NOUN/dolcetto.tsv	dolcetto	dol-CHET-toh	little cake; treat
vocabulary/dataframes/NOUN/dolcezza.tsv	dolcezza	dol-CHET-tsah	sweetness
vocabulary/dataframes/NOUN/dolcificante.tsv	dolcificante	dol-chee-fee-KAHN-teh	sweetener
vocabulary/dataframes/NOUN/dolciume.tsv	dolciumi	dol-CHOO-mee	confections
vocabulary/dataframes/NOUN/domani.tsv	domani	doh-MAH-nee	tomorrow
vocabulary/dataframes/NOUN/domattina.tsv	domattina	doh-maht-TEE-nah	tomorrow morning
vocabulary/dataframes/NOUN/domestico.tsv	domestica	doh-MES-tee-kah	maid (feminine)
vocabulary/dataframes/NOUN/domestico.tsv	domestico	doh-MES-tee-koh	servant (masculine)
vocabulary/dataframes/NOUN/domestico.tsv	domestiche	doh-MES-tee-keh	maids (feminine plural)
vocabulary/dataframes/NOUN/domini.tsv	domini	doh-MEE-nee	domains; realms
vocabulary/dataframes/NOUN/dominio.tsv	dominio	doh-MEE-nyoh	domain; control
vocabulary/dataframes/NOUN/donateice.tsv	donatrice	doh-nah-TREE-cheh	donor (feminine)
vocabulary/dataframes/NOUN/donatore.tsv	donatore	doh-nah-TOH-reh	donor (masculine)
vocabulary/dataframes/NOUN/donazione.tsv	donazione	doh-nah-TSYOH-neh	donation
vocabulary/dataframes/NOUN/donazione.tsv	donazioni	doh-nah-TSYOH-nee	donations
vocabulary/dataframes/NOUN/done.tsv	doni	DOH-nee	gifts
vocabulary/dataframes/NOUN/doner.tsv	doner	DOH-ner	döner kebab
vocabulary/dataframes/NOUN/donnaccia.tsv	donnaccia	doh-NAH-chah	hussy
vocabulary/dataframes/NOUN/donnaiolo.tsv	donnaiolo	doh-nah-YOH-loh	womanizer
vocabulary/dataframes/NOUN/donnola.tsv	donnola	DON-noh-lah	weasel
vocabulary/dataframes/NOUN/dono.tsv	dono	DOH-noh	gift
vocabulary/dataframes/NOUN/dopobarba.tsv	dopobarba	doh-poh-BAR-bah	aftershave
vocabulary/dataframes/NOUN/dopoguerra.tsv	dopoguerra	doh-poh-GWER-rah	postwar period
vocabulary/dataframes/NOUN/doppio.tsv	doppio	DOP-pyoh	double
vocabulary/dataframes/NOUN/doppio.tsv	doppia	DOP-pyah	double (feminine)
vocabulary/dataframes/NOUN/dormita.tsv	dormita	dor-MEE-tah	nap
vocabulary/dataframes/NOUN/dormitorio.tsv	dormitorio	dor-mee-TOH-ryoh	dormitory
vocabulary/dataframes/NOUN/dosaggio.tsv	dosaggio	doh-ZAHJ-joh	dosage
vocabulary/dataframes/NOUN/dose.tsv	dose	DOH-seh	dose
vocabulary/dataframes/NOUN/dossier.tsv	dossier	doh-SYARE	dossier
vocabulary/dataframes/NOUN/dosso.tsv	dosso	DOS-soh	road hump; bump
vocabulary/dataframes/NOUN/dott.tsv	dott	DOT	doctor (abbreviation)
vocabulary/dataframes/NOUN/dottor.tsv	dottor	doh-TOR	Dr. (title)
vocabulary/dataframes/NOUN/dottorato.tsv	dottorato	doh-toh-RAH-toh	doctorate
vocabulary/dataframes/NOUN/dottoressa.tsv	dottoressa	doh-toh-REH-sah	doctor (feminine)
vocabulary/dataframes/NOUN/dottrina.tsv	dottrina	doh-TREE-nah	doctrine
vocabulary/dataframes/NOUN/dovere.tsv	dovere	doh-VEH-reh	duty
vocabulary/dataframes/NOUN/dovere.tsv	doveri	doh-VEH-ree	duties
vocabulary/dataframes/NOUN/dovere.tsv	dovuto	doh-VOO-toh	amount owed
vocabulary/dataframes/NOUN/download.tsv	download	DOWN-lohd	download
vocabulary/dataframes/NOUN/dozzina.tsv	dozzina	dohd-ZEE-nah	dozen
vocabulary/dataframes/NOUN/dozzina.tsv	dozzine	dohd-ZEE-neh	dozens
vocabulary/dataframes/NOUN/dozzine.tsv	dozzine	dohd-ZEE-neh	dozens
vocabulary/dataframes/NOUN/drago.tsv	drago	DRAH-goh	dragon
vocabulary/dataframes/NOUN/drago.tsv	draghi	DRAH-gee	dragons
vocabulary/dataframes/NOUN/dramma.tsv	dramma	DRAHM-mah	drama
vocabulary/dataframes/NOUN/dramma.tsv	drammi	DRAHM-mee	dramas
vocabulary/dataframes/NOUN/drammaturgo.tsv	drammaturgo	drahm-mah-TOOR-goh	playwright
vocabulary/dataframes/NOUN/dress.tsv	dress	DRESS	dress
vocabulary/dataframes/NOUN/drink.tsv	drink	DRINK	drink
vocabulary/dataframes/NOUN/dritta.tsv	dritta	DREET-tah	tip; hint
vocabulary/dataframes/NOUN/droga.tsv	droga	DROH-gah	drug
vocabulary/dataframes/NOUN/droga.tsv	droghe	DROH-geh	drugs
vocabulary/dataframes/NOUN/drogata.tsv	drogata	droh-GAH-tah	drug addict (feminine)
vocabulary/dataframes/NOUN/drogato.tsv	drogato	droh-GAH-toh	drug addict (masculine)
vocabulary/dataframes/NOUN/drogheria.tsv	drogheria	droh-geh-REE-ah	grocery store
vocabulary/dataframes/NOUN/drosofile.tsv	drosofile	droh-SOH-fee-leh	fruit flies
vocabulary/dataframes/NOUN/dubita.tsv	dubita	doo-BEE-tah	you doubt
vocabulary/dataframes/NOUN/duchessa.tsv	duchessa	doo-KEH-sah	duchess
vocabulary/dataframes/NOUN/duello.tsv	duello	doo-EL-loh	duel
vocabulary/dataframes/NOUN/duna.tsv	duna	DOO-nah	sand dune
vocabulary/dataframes/NOUN/duplicato.tsv	duplicato	doo-plee-KAH-toh	duplicate
vocabulary/dataframes/NOUN/durata.tsv	durata	doo-RAH-tah	duration
vocabulary/dataframes/NOUN/durezza.tsv	durezza	doo-REHT-tsah	hardness
vocabulary/dataframes/NOUN/duty-frea.tsv	duty-free	DOO-tee-free	duty-free shop
vocabulary/dataframes/NOUN/duty.tsv	duty	DOO-tee	duty
vocabulary/dataframes/NOUN/dvd.tsv	dvd	DEE-vee-DEE	DVD
vocabulary/dataframes/NOUN/dvdicale.tsv	dvd.	DEE-vee-DEE	DVD
vocabulary/dataframes/NOUN/dyad.tsv	dyad	DYAD	dyad
