text_it	text_en	hash	text_it_length	text_en_length
Come mi conoscete poco...	How little you know me...	2eb30d24-d278-58c4-98c4-c50668c96a37	25	25
Perché non andiamo a vederli?	Why can't we go and see them?	c648ea5c-5ff1-5b77-ac95-61192a1b6446	29	29
Perché non andiamo a vederle?	Why can't we go and see them?	320cc67f-5b30-5b65-9a9d-3afbeeea340b	29	29
Perché non li andiamo a vedere?	Why can't we go and see them?	19a7fec6-89ab-5f3b-9bdf-137333197819	31	29
Perché non le andiamo a vedere?	Why can't we go and see them?	83c43407-7d04-59ee-92e6-2d7e16a23fc2	31	29
Li stai aspettando?	Are you expecting them?	e681b26d-9acf-51b8-a65f-be3565035c8e	19	23
Le stai aspettando?	Are you expecting them?	99bfb7f1-5a28-5fa9-a0a0-e404c40580fd	19	23
Li sta aspettando?	Are you expecting them?	b8441156-583a-5c6e-8764-72787536c4c3	18	23
Le sta aspettando?	Are you expecting them?	f23e2a71-a2ad-5a69-bfeb-bd5fbb0b01a2	18	23
Li state aspettando?	Are you expecting them?	9efbe63f-349a-5603-8756-f001e623c652	20	23
Le state aspettando?	Are you expecting them?	282ddc5c-5406-5c39-93cc-f3c2e7a4273d	20	23
Non riesco a cantare bene come Tom.	I can't sing as well as Tom does.	5cfbae3d-97e7-5a35-8996-539143d72419	35	33
L'avete mai baciata?	Did you ever kiss her?	7c7cb289-ad01-5c8e-85d0-f148f8fa4044	20	22
Questo cancello ha bisogno di essere pitturato.	This gate needs painting.	80b6f678-6884-5258-89cb-c02c56a148e7	47	25
Ho guidato.	I drove.	b2f57287-102e-5285-b82d-1e85128b7aaa	11	8
Ho lavorato sodo.	I've worked hard.	7917c0ed-5dcc-562f-af98-0bcffbb2559a	17	17
L'idrogeno è l'elemento più leggero.	Hydrogen is the lightest element.	284030db-b412-51ec-9e5c-751a2dfddab7	36	33
Gli ho appena venduto la mia macchina.	I just sold my car to him.	6ab678d1-0117-5022-aa12-3c331408c88c	38	26
Gli ho appena venduto la mia auto.	I just sold my car to him.	7a91e83b-f517-5630-9ba6-880cbdc7e2bb	34	26
Gli ho appena venduto la mia automobile.	I just sold my car to him.	8200d48d-d127-50a1-9445-80b8e932ba05	40	26
Ho appena venduto loro la mia macchina.	I just sold my car to them.	3b5b0d19-9c3b-5c14-b96b-fbe9e412be45	39	27
Ho appena venduto loro la mia auto.	I just sold my car to them.	f78ec424-b880-56b7-a363-89f088c46948	35	27
Ho appena venduto loro la mia automobile.	I just sold my car to them.	15ee7c68-5a91-5e26-813c-c9a282ed7f1c	41	27
Le ho appena venduto la mia macchina.	I just sold my car to her.	3c0bcaf5-d8c8-57d8-8217-8c446def6bab	37	26
Le ho appena venduto la mia auto.	I just sold my car to her.	63991aca-fc41-5201-8462-d2840a5442cd	33	26
Le ho appena venduto la mia automobile.	I just sold my car to her.	21e4fa20-82a9-51c4-9f1f-8b39dcacf1dc	39	26
Ho dato loro il pomeriggio libero.	I gave them the afternoon off.	8ecfc120-cf9f-55ff-93b9-07b794950d92	34	30
Diedi loro il pomeriggio libero.	I gave them the afternoon off.	f647de66-d5e4-5bc9-803b-71c5904126a7	32	30
Mary è povera.	Mary is poor.	5728d8e2-2fae-53ac-a398-f94aae3dc4be	14	13
Ci sono molti animali selvatici in questa foresta.	There are many wild animals in this forest.	39010f91-fcaa-5e0c-9898-8b8fa0865c1f	50	43
Tom ha negato di essere il figlio di Mary.	Tom denied being Mary's son.	07b14d96-db63-5943-a386-2ff8c93e30e0	42	28
Tom negò di essere il figlio di Mary.	Tom denied being Mary's son.	8e8c6edc-96de-55f4-803d-81ca84e05bf1	37	28
Mi ha chiesto il nome del padre di Mary.	He asked me the name of Mary's father.	38d9d728-caee-5d4c-8c7f-079f86efaaec	40	38
Mi chiese il nome del padre di Mary.	He asked me the name of Mary's father.	cd9070dc-425d-583f-a243-2db1c4acea24	36	38
Ci sono.	I'm there.	e941d093-1612-54c5-9963-ebe346284804	8	10
Quando partiranno per Vienna?	When will they depart for Vienna?	68cd9ed2-5e51-5feb-9cc3-200577ae0bf3	29	33
Quanti paesi ci sono in Europa?	How many countries are in Europe?	23248268-0ad3-53fe-9cdf-68f651257f12	31	33
Abbiamo corso per sette miglia.	We ran for seven miles.	13278bea-7b51-5535-9b8e-da9d01e68cad	31	23
Il buon vino non fa mai male.	Good wine never hurts.	dc7fad7a-a1ad-512a-9964-bbe9d2aee70b	29	22
Del buon vino non fa mai male.	Good wine never hurts.	b8b20396-9a59-5788-9abb-0acb67b0f8dc	30	22
Il buon vino non fa mai del male.	Good wine never hurts.	86b3a3b5-2617-53e7-98a2-142997dfad37	33	22
Del buon vino non fa mai del male.	Good wine never hurts.	e9e6f700-f7ad-5e86-b53e-9ffd1fdaaca6	34	22
Tom è stato ucciso con questa pietra.	Tom was killed with this rock.	baa04a0c-81d8-51de-aeac-ba026a489355	37	30
Tom fu ucciso con questa pietra.	Tom was killed with this rock.	da1069b0-e704-5d22-8ec6-2bff47b73b6c	32	30
Tom è stato ucciso con questo sasso.	Tom was killed with this rock.	fbff6f77-dd01-5334-b900-f45fce2ecf0d	36	30
Tom fu ucciso con questo sasso.	Tom was killed with this rock.	3ea5a8a1-9bda-5078-9ff0-3c0bae84bdbe	31	30
Combatterò per il mio popolo.	I will fight for my people.	0d520e41-3353-5bd1-9b98-3291cbf47db7	29	27
Combatterò per la mia gente.	I will fight for my people.	3ee367b9-ae52-59b1-9063-d704f0e68cd7	28	27
Lotterò per il mio popolo.	I will fight for my people.	ef62f3a6-d2f3-5f32-92f1-b3636c83ddf7	26	27
Lotterò per la mia gente.	I will fight for my people.	55e8d79c-54b0-5dea-94ae-920c4d929fa1	25	27
Vuole andare via?	Does he want to go away?	8685c4c7-39c9-5023-8a14-c8f0d243c7ca	17	24
Cosa ne sarà di lui?	What will become of him?	49d2084e-2215-5dd6-a978-fa63309ce772	20	24
Che cosa ne sarà di lui?	What will become of him?	ee3b96aa-ac32-5848-b697-d09fe0a62f62	24	24
Che ne sarà di lui?	What will become of him?	7965578a-4504-5f98-b14c-3c5f17d76442	19	24
Ho comprato un gatto in questo negozio.	I bought a cat at this shop.	49e559d6-d3bb-56c1-8d29-2c54c528c56d	39	28
Comprai un gatto in questo negozio.	I bought a cat at this shop.	4e7cf8a9-fa15-5cf3-a551-d232a0b81fa0	35	28
Tom ha dimenticato il latte.	Tom forgot the milk.	7abbee54-01ae-5d8f-8921-c644c173f72f	28	20
Tom dimenticò il latte.	Tom forgot the milk.	87b0e44e-faad-5cd0-a5f2-5b7485e9f0fa	23	20
Tom ha scordato il latte.	Tom forgot the milk.	7990b7c3-f95b-5904-8c63-23a333854d6d	25	20
Tom scordò il latte.	Tom forgot the milk.	efc699c2-c8f9-5566-b794-340d78d8bf22	20	20
Mary credeva che Julia fosse sua sorella.	Mary believed that Julia was her sister.	3d0431df-e976-54fd-b6ef-d7a8282ed8c8	41	40
Il tuo lavoro non è difficile come il mio.	Your work is not as difficult as mine.	1bf473b1-4a1b-5a26-ad1b-83005b97c63b	42	38
Il suo lavoro non è difficile come il mio.	Your work is not as difficult as mine.	fd3b77e1-3f8a-568b-acd3-ec7fd00ee0d7	42	38
Il vostro lavoro non è difficile come il mio.	Your work is not as difficult as mine.	63375515-7032-52b8-bbf0-6639ec926bc8	45	38
Non parlo la sua lingua.	I don't speak her language.	cf176a51-332c-5f01-98dc-f688b2f0342f	24	27
Il tuo cavallo è veloce, ma il mio è più veloce.	Your horse is fast, but mine is faster.	80495927-b853-5ae2-a30f-f289de62b86e	48	39
Il tuo cavallo è veloce, però il mio è più veloce.	Your horse is fast, but mine is faster.	e9403a3f-c288-5039-82c2-f161ebb75721	50	39
Il suo cavallo è veloce, ma il mio è più veloce.	Your horse is fast, but mine is faster.	74ca72d6-3d3a-503e-ac98-050c126f5c8d	48	39
Il suo cavallo è veloce, però il mio è più veloce.	Your horse is fast, but mine is faster.	ca140d71-efb3-56b9-9ed8-1b281e84f21c	50	39
Spero che mia madre stia bene.	I hope that my mother is well.	aed2f76a-ebcd-5961-894d-5cc2b03bf20c	30	30
Non hai iniziato senza di me, vero?	You didn't begin without me, did you?	a3de6df5-a7ad-566d-a7d6-24d7f92af7f0	35	37
Non ha iniziato senza di me, vero?	You didn't begin without me, did you?	38778d5c-70f9-5fde-bfbc-92c62961209c	34	37
Non avete iniziato senza di me, vero?	You didn't begin without me, did you?	2260597e-5cc8-5b22-9932-988a94280d8a	37	37
Non hai cominciato senza di me, vero?	You didn't begin without me, did you?	ad851e68-66c3-50b8-94f3-87a69159b8af	37	37
Non ha cominciato senza di me, vero?	You didn't begin without me, did you?	fd1a42da-3991-54ea-9880-385b408475dd	36	37
Non avete cominciato senza di me, vero?	You didn't begin without me, did you?	d8996537-a807-5c22-83fe-935bde1a2ead	39	37
Lo devo riparare.	I need to repair that.	e0f7d518-5ec9-5751-beb3-e6a737d67503	17	22
Ho bisogno di ripararlo.	I need to repair that.	a2c0ccaf-516d-567b-a044-0e757c079ad7	24	22
Mary ha negato di essere la figlia di Tom.	Mary denied being Tom's daughter.	66634aed-ba8b-51d9-98a6-b3b86c544348	42	33
Mary negò di essere la figlia di Tom.	Mary denied being Tom's daughter.	53d91489-63ed-5cda-9617-5b744e7571b5	37	33
Quante mele hai mangiato oggi?	How many apples have you eaten today?	b2b34642-a37f-55ab-8dc5-04cdacba509a	30	37
Quante mele ha mangiato oggi?	How many apples have you eaten today?	943fb063-afbd-5b11-9791-666e90c1c7bb	29	37
Quante mele avete mangiato oggi?	How many apples have you eaten today?	f6840831-3416-505f-9908-113a90081039	32	37
Pensavo fosse tuo amico.	I thought he was your friend.	3f9c49f2-8852-56b0-b077-9c5832176ee4	24	29
Pensavo fosse suo amico.	I thought he was your friend.	cd83ba3c-f840-56e3-b164-45eee4ef6685	24	29
Pensavo fosse vostro amico.	I thought he was your friend.	50087220-1a7d-5086-b96b-d455ca30036c	27	29
Questa notizia mi ha reso felice.	This news made me happy.	f8318fb3-d1fb-54ec-901f-b4befb2087d5	33	24
Questa notizia mi ha resa felice.	This news made me happy.	f37b4913-7504-50d6-a2db-8e996d231d0b	33	24
Questa notizia mi rese felice.	This news made me happy.	016f252f-f72c-5190-8e40-dc53f3fed5b0	30	24
Queste notizie mi hanno reso felice.	This news made me happy.	4af47213-7938-5d5f-a193-9cf040d43868	36	24
Queste notizie mi hanno resa felice.	This news made me happy.	0e86c0ad-3c71-5f3c-ad5d-e4ddb55cb42a	36	24
Leggi dei buoni libri.	Read good books.	6720a399-7a38-560f-b1a4-b93673548e4c	22	16
Queste notizie mi resero felice.	This news made me happy.	981219e9-473b-5b76-a495-af76f4198070	32	24
Legga dei buoni libri.	Read good books.	fed41ca9-d472-51ba-98bd-aee8cb880147	22	16
Leggete dei buoni libri.	Read good books.	86c6f93a-1d68-530d-b515-33cae950cfe1	24	16
Hai assaggiato questa torta?	Did you taste this cake?	98d90fe8-6fa9-5103-b2d2-efd150bf2a2e	28	24
Ha assaggiato questa torta?	Did you taste this cake?	6c20efa0-46ae-5d6e-af3c-9f60dcef6db3	27	24
Avete assaggiato questa torta?	Did you taste this cake?	086b7ff6-e16a-5aff-96f4-19e4b0fb6671	30	24
Usiamo molte cose.	We use a lot of things.	51f39c61-edc1-53db-9c17-8941d7f9054e	18	23
Utilizziamo molte cose.	We use a lot of things.	b27c9f1c-935d-590a-b16b-a366e37b0679	23	23
Ho perso le mie chiavi e non riesco a trovarle.	I lost my keys and I can't find them.	29c2b538-e0a7-55fe-94c9-712c44c04568	47	37
Ho perso le mie chiavi e non le riesco a trovare.	I lost my keys and I can't find them.	41c4b36f-9977-5df1-9818-798d828ab995	49	37
Solo parte della strada era chiusa.	Only part of the road was closed.	682b26ee-7997-524e-bd28-c125dcdf09b7	35	33
Soltanto parte della strada era chiusa.	Only part of the road was closed.	6a9d4f48-16a8-5a61-b0d6-889f895c7317	39	33
Solamente parte della strada era chiusa.	Only part of the road was closed.	226aacbf-1e07-5955-b8f4-27c37d59efc3	40	33
Le truppe romane erano esauste.	The Roman troops were exhausted.	24d01de5-2727-592c-9ab6-d2681449f303	31	32
È acqua.	It's water.	31af74ab-96bb-53a9-998f-c1feb6bf8ce5	8	11
Quando ti trasferirai?	When are you going to move?	68538c0c-9050-5ae4-8451-c3aa7ea0cf4c	22	27
Quando si trasferirà?	When are you going to move?	81b65d5d-ec3d-5e04-8a01-1f9ac0f385cd	21	27
Quando vi trasferirete?	When are you going to move?	27da9df0-5657-5272-94b4-204bb03897bc	23	27
Ho detto loro di aspettarmi.	I told them to wait for me.	620d848c-631a-50b0-b96c-7866943b562c	28	27
Dissi loro di aspettarmi.	I told them to wait for me.	029bd8d1-41d8-546e-9566-687fe9dfd947	25	27
Sono sorpreso che ti ricordi di lui.	I'm surprised you remember him.	7beb864f-fc71-564b-9645-a5a41d21ade5	36	31
Sono sorpresa che ti ricordi di lui.	I'm surprised you remember him.	22a4d88e-36c4-5f60-97a0-d55b6456a5d8	36	31
Sono sorpreso che si ricorda di lui.	I'm surprised you remember him.	15612125-f481-5d31-9b0e-02d0d44c03f2	36	31
Sono sorpresa che si ricorda di lui.	I'm surprised you remember him.	67d79240-787d-5738-90e3-885de2fef3c5	36	31
Sono sorpreso che vi ricordate di lui.	I'm surprised you remember him.	aad75109-6e2e-5807-b4a8-b42b21b2ae3a	38	31
Sono sorpresa che vi ricordate di lui.	I'm surprised you remember him.	7efd0345-50e9-5a48-9524-7a7b21d426d8	38	31
Sono sorpreso che ti ricordi di lei.	I'm surprised you remember her.	82f7dcef-9161-5706-b814-9a2be16b09c0	36	31
Sono sorpresa che ti ricordi di lei.	I'm surprised you remember her.	6a7c591d-cb21-52e7-895d-38f6f2e3625e	36	31
Sono sorpreso che si ricorda di lei.	I'm surprised you remember her.	21e51e68-4c4a-51ea-acd7-61a8a75a706c	36	31
Sono sorpresa che si ricorda di lei.	I'm surprised you remember her.	be121146-f17a-5124-8049-ff6c6a7db4c3	36	31
Sono sorpreso che vi ricordate di lei.	I'm surprised you remember her.	fc751a76-d6b0-59fa-be05-9e5ed798362a	38	31
Sono sorpresa che vi ricordate di lei.	I'm surprised you remember her.	87d9a86c-85e9-51cb-a4b8-db565b22e3b2	38	31
Non avevo niente da dirgli.	I had nothing to say to him.	ff1eea2c-2359-5522-bfc5-7ce14dbdd6b5	27	28
Non avevo nulla da dirgli.	I had nothing to say to him.	62d1a3cf-3666-5546-85e9-2c297f6432bf	26	28
Non avevo niente da dirle.	I had nothing to say to her.	e55f2f4f-5ec0-5aa3-ba4f-f1b21f2bef32	26	28
Non avevo nulla da dirle.	I had nothing to say to her.	6a927597-2974-5e7c-ac0d-1abf0c71d18d	25	28
Quanto ci hai pagati?	How much did you pay us?	e9a6ed61-744c-5777-951a-0eb84b32e679	21	24
Quanto ci hai pagate?	How much did you pay us?	17861c01-cb30-5e38-8719-ac4d8be5236d	21	24
Quanto ci ha pagati?	How much did you pay us?	89c12b12-f202-5de9-bf0f-e65e0e3e0531	20	24
Quanto ci ha pagate?	How much did you pay us?	fe736aed-872f-509a-857f-0c864ae96ca1	20	24
Quanto ci avete pagati?	How much did you pay us?	c26866d8-a0d0-5528-ab01-180983661a6f	23	24
Quanto ci avete pagate?	How much did you pay us?	1f9df0cf-95fc-56da-87d1-f08293d6667c	23	24
Perché ti importa di loro?	Why do you care about them?	29cf4a29-7fbd-591f-8b87-92488e3302ea	26	27
Perché vi importa di loro?	Why do you care about them?	8526eb04-aeff-5b4a-83f0-0cb65f23ad8c	26	27
Perché le importa di loro?	Why do you care about them?	2bed6713-4c6e-5c04-8971-464373a9ca25	26	27
Mario diventa più grande quando mangia un fungo.	Mario grows bigger when he eats a mushroom.	1ac6c67a-3941-5207-a9cb-8983261094a5	48	43
Vorrei parlare con loro da solo.	I'd like to talk to them alone.	6fbaa8d8-f32e-5e84-ba0b-897ea51d0f81	32	31
Vorrei parlare con loro da sola.	I'd like to talk to them alone.	f40dfbc0-7f54-526a-b8bf-5919178033e9	32	31
Non sapevo molto su di lei.	I didn't know much about her.	4ca3d457-39a3-53ad-a55b-995305c59434	27	29
Non sapevo molto su di lui.	I didn't know much about him.	dff95857-a032-5939-ad40-f6d28178c54d	27	29
Dovremmo darle un po' di tempo.	We should give her some time.	3d561b6e-60a7-5bb2-a970-6d5c320e5a92	31	29
Le dovremmo dare un po' di tempo.	We should give her some time.	7b7a9c0b-ef25-59de-ab4f-09d98f82862c	33	29
Dovremmo dargli un po' di tempo.	We should give him some time.	6e0c7b8f-60e9-5081-a38e-e05133bfa419	32	29
Gli dovremmo dare un po' di tempo.	We should give him some time.	16c7a027-4253-5507-a3e6-9d1cf0886923	34	29
Il nostro esercito ha attaccato il regno.	Our army attacked the kingdom.	a4dc4950-81d9-5377-ae18-6933ba0ec953	41	30
Il nostro esercito attaccò il regno.	Our army attacked the kingdom.	9c42b88e-5c51-59f1-a0ac-88bbb9defc5d	36	30
Sto provando ad aiutarli.	I'm trying to help them.	d515ae01-695c-5b7a-9c93-8050a88c2a4c	25	24
Sto provando ad aiutarle.	I'm trying to help them.	c2afb21e-fd4a-5662-afc0-8e14b97ff977	25	24
Sto cercando di aiutarle.	I'm trying to help them.	070a13a4-3662-50d6-8288-e20c764a01d8	25	24
Sto cercando di aiutarli.	I'm trying to help them.	e15b758b-28ef-5e3e-b106-6102092eed9d	25	24
Sono furioso con loro.	I'm furious with them.	72aab4e9-ac7d-5522-871c-e44ebdfdd9b3	22	22
Sono furiosa con loro.	I'm furious with them.	b757e9a2-40d5-598f-b6fb-0abda9abd06b	22	22
Voglio tenerli lontani da qui.	I want them kept away from here.	815cb31c-136a-50df-b4c1-ea908c476892	30	32
Voglio tenerle lontane da qui.	I want them kept away from here.	ab536b4f-8d66-5b5a-8f40-6de40ccaeb78	30	32
Li voglio tenere lontani da qui.	I want them kept away from here.	fd33e02e-13d0-5dc4-b36c-8e35b36e618c	32	32
Le voglio tenere lontane da qui.	I want them kept away from here.	90cc9b45-e4ae-5e5c-8763-42014b1f503e	32	32
Sarà difficile convincerla.	It'll be hard to convince her.	4b5f5d71-d3f6-588a-812d-a5e790ff6fd9	27	30
Sarà difficile convincerlo.	It'll be hard to convince him.	359bd1c8-3630-5f2f-812c-9ea2872a6dba	27	30
Chi vorrebbe farmi del male?	Who'd want to hurt me?	e74a2ced-c166-5d0e-8af7-f0e35052461e	28	22
Chi mi vorrebbe fare del male?	Who'd want to hurt me?	e2ac6acf-63eb-5c3d-bca4-798ea8447b58	30	22
Andiamo a chiederlo a loro.	Let's go ask them.	405d1185-3671-5197-820a-cff0e0ca9909	27	18
Li ami davvero?	Do you really love them?	acabe174-cf13-53cd-ab72-b0dd0a6b9482	15	24
Li ami veramente?	Do you really love them?	7e3dfe71-faa4-576a-ab33-4bda7619f6b5	17	24
Le ami davvero?	Do you really love them?	e749c901-f59b-53e4-abce-939efe56e683	15	24
Le ami veramente?	Do you really love them?	1f4c2b92-2ea7-50c0-a272-3eba72898380	17	24
Le ama davvero?	Do you really love them?	37b6ff5e-e91b-57d3-98ea-d73a88536e7e	15	24
Le ama veramente?	Do you really love them?	a6030161-235c-5b86-b3ae-d9d8af5da451	17	24
Li ama davvero?	Do you really love them?	63e02a4f-47d2-58bf-88dd-87bba723ab0a	15	24
Li ama veramente?	Do you really love them?	625a02cb-0613-5394-ab34-4649e702ea5e	17	24
Li amate davvero?	Do you really love them?	6159096f-f64a-5144-b744-16c0828e7ff4	17	24
Li amate veramente?	Do you really love them?	d8b3df96-6845-53de-82e0-3eafdd8f322d	19	24
Le amate davvero?	Do you really love them?	3ec95ef2-fd26-5e09-96e8-9c524139c9a7	17	24
Le amate veramente?	Do you really love them?	fd64c3c4-ec0b-56da-86a8-4a62edc6ed2e	19	24
Mi piace passare del tempo con lei.	I enjoy spending time with her.	ffeb1270-91dc-59d5-91ec-4f5c576df301	35	31
Mi piace trascorrere del tempo con lei.	I enjoy spending time with her.	6706d999-09fd-50e1-bb51-1dae04ad11a6	39	31
Mi piace passare del tempo con lui.	I enjoy spending time with him.	2dec8d37-0a4b-5d21-88e5-9ef7376ddc33	35	31
Mi piace trascorrere del tempo con lui.	I enjoy spending time with him.	28227ecb-135e-5f90-bf33-5a5413c967dd	39	31
Ho alcune cose per lui.	I have some things for him.	1350ba02-2b3c-506f-9208-b17f732d7988	23	27
Ho alcune cose per lei.	I have some things for her.	a7715c6b-689d-52cd-bce6-c1559a439e1d	23	27
Non sono felici di vederlo.	They aren't happy to see him.	026bde33-c2a5-58f0-91ed-7d49c5ef7b53	27	29
Devo parlare con lui da solo.	I need to speak with him alone.	9bb39415-7c6e-5de3-b157-f0fc214c6d84	29	31
Devo parlare con lui da sola.	I need to speak with him alone.	341c9d52-7b3a-521c-a7e2-c40c3e8645a0	29	31
Ho bisogno di parlare con lui da solo.	I need to speak with him alone.	003f0848-ca1d-5c5e-a910-4c9e99eababb	38	31
Ho bisogno di parlare con lui da sola.	I need to speak with him alone.	6d1f3543-544d-560a-9df2-6b3322caa2b1	38	31
Devo parlare con lei da solo.	I need to speak with her alone.	b4f21576-35ea-5926-a964-ecd96530e26c	29	31
Devo parlare con lei da sola.	I need to speak with her alone.	20d1365c-f0a7-50c6-ae7b-e984c42e88cd	29	31
Ho bisogno di parlare con lei da solo.	I need to speak with her alone.	8213fd09-9387-5c99-81c7-f0b53a8ecbb5	38	31
Ho bisogno di parlare con lei da sola.	I need to speak with her alone.	224c85d8-9100-545a-be1d-d028288703a3	38	31
Mi è piaciuto parlare con Tom.	I enjoyed talking with Tom.	99e9c72d-0272-5925-bff4-75cfbab200e0	30	27
Non sappiamo dove siamo.	We don't know where we are.	b4afbaa4-d9e0-51df-9e81-2f1775753fe7	24	27
Posso chiederti il perché?	Can I ask you why?	f5445ad7-b870-5827-8a8d-29ab9f28d8de	26	18
Ti posso chiedere il perché?	Can I ask you why?	bd3e3e97-e15a-5286-8c6e-a18c7cf4183d	28	18
Posso chiedervi il perché?	Can I ask you why?	3b9df3b4-3250-5ad5-8083-548d6cb8385e	26	18
Vi posso chiedere il perché?	Can I ask you why?	9d4ef8b5-b7cd-5f8a-a279-0f21954590dd	28	18
Posso chiederle il perché?	Can I ask you why?	d8081db7-30a8-510c-b441-8bd436fb3daa	26	18
Le posso chiedere il perché?	Can I ask you why?	c959dcc0-1f3e-54a2-af1b-2ca70a3673dd	28	18
Tom gioca a golf tre o quattro volte al mese.	Tom plays golf three or four times a month.	7e8dd5d9-f533-5213-bf9d-825f14143d60	45	43
Tom sembra essere occupato ora.	Tom seems to be busy now.	2f7c31a9-f120-593f-bbf2-cd30ab272b0f	31	25
Tom sembra essere occupato adesso.	Tom seems to be busy now.	856cb882-5e82-5d84-af1d-5c75d4d4ce5b	34	25
Tom sembra essere impegnato ora.	Tom seems to be busy now.	66e021c3-7322-585b-9906-2793902345c4	32	25
Tom sembra essere impegnato adesso.	Tom seems to be busy now.	4af2cedd-85fd-5502-ae8d-7dc23a42e492	35	25
Perché non sta succedendo niente?	Why isn't anything happening?	e2f33c5f-4fee-5c49-a269-0582baa8865a	33	29
Perché non sta succedendo nulla?	Why isn't anything happening?	331f0cdf-c6b2-58e1-b158-18cf4acd3c07	32	29
Non sono incompetente.	I'm not incompetent.	f597a0a2-88b2-5a0a-b55d-67b3cdd55aa8	22	20
Quel rumore mi sta facendo impazzire.	That noise is driving me mad.	2c04a16b-1427-5738-b240-9239cd199d7c	37	29
È vero che Tom si sta trasferendo a Boston?	Is it true Tom is moving to Boston?	d934aa7c-5e2a-54ba-8962-7efdf57b2865	43	35
Eri tu, vero?	It was you, wasn't it?	8a6eb561-5afa-5cd0-a68c-724934342b9b	13	22
Era lei, vero?	It was you, wasn't it?	93bf9fd8-e29c-55d9-9de8-69caafb86866	14	22
Eravate voi, vero?	It was you, wasn't it?	47524c6a-3750-5abe-aa69-ce56749d4eea	18	22
Penso che andremo con te.	I think we'll go with you.	3a2ce86e-36a6-5937-adfd-6ccd5fe85079	25	26
Penso che andremo con voi.	I think we'll go with you.	de6c9fa9-cc10-5724-92ca-3e42630f3ca4	26	26
Penso che andremo con lei.	I think we'll go with you.	09ac958f-4292-54b2-94a2-27a5e3cda026	26	26
Mi chiedo cosa penserà Tom.	I wonder what Tom will think.	50698c8c-8d4e-5914-8f9a-6e06992beb79	27	29
Mi chiedo che cosa penserà Tom.	I wonder what Tom will think.	eef07282-06a3-5e2e-9e1b-d0e540fbb4fa	31	29
Mi chiedo che penserà Tom.	I wonder what Tom will think.	3b6e94e9-7410-52cd-920a-190de56fac20	26	29
Il viaggio è stato davvero divertente.	The trip was really fun.	d0a2dea7-01e0-55d3-8b4c-85f0ae443c41	38	24
Il viaggio è stato veramente divertente.	The trip was really fun.	4776e233-3ce8-58b1-99e5-f36f91efdf4e	40	24
Il viaggio fu davvero divertente.	The trip was really fun.	4ac5ab8f-445f-5c7b-9de2-3843f33763bb	33	24
Il viaggio fu veramente divertente.	The trip was really fun.	57967618-30eb-599c-a758-eccbe80cc765	35	24
Anche tu l'hai sentito?	Did you hear it too?	69a0011b-673f-54a0-bc64-a3d2b5641362	23	20
Anche tu l'hai sentita?	Did you hear it too?	452320f7-4a42-5495-b23a-4506521773ec	23	20
Anche lei l'ha sentito?	Did you hear it too?	8b2f36fd-a521-58bd-a212-f8582d45a162	23	20
Anche lei l'ha sentita?	Did you hear it too?	8cace264-6338-524a-bba7-1f2745cde3fc	23	20
Anche voi lo avete sentito?	Did you hear it too?	8d226380-c205-5014-8ef5-3833bc92f319	27	20
Anche voi la avete sentita?	Did you hear it too?	38844e2b-df27-5110-90b7-2e329d512860	27	20
Come posso partecipare?	How can I participate?	9e028b36-7e2f-53bc-90be-5a13362fb5db	23	22
Non è colpa di nessuno.	It's nobody's fault.	426d6fc8-af31-5d1f-b0e9-fbaaaedf9cf1	23	20
Ti cercheranno.	They'll be looking for you.	77b8bceb-6b5f-5eee-b337-bf173ae4ad6b	15	27
Vi cercheranno.	They'll be looking for you.	64643797-33b1-5c76-861e-5a70d8f3789c	15	27
Tom stava ovviamente mentendo.	Tom was obviously lying.	22319bff-8074-5b80-89f6-76ae582df3e8	30	24
Tom ha molti amici potenti.	Tom has many powerful friends.	3061097b-edb1-5bac-a9c3-a5de60ca7ade	27	30
Possiamo controllare.	We can check.	ec5a68f4-3941-5a73-89b4-ca2ee0e4a935	21	13
Qualcuno sa cos'ha causato il problema?	Does anyone know what caused the problem?	31d8c137-16d4-5044-9f39-6a0b9a2d85cf	39	41
I risultati erano sorprendenti?	Were the results surprising?	fd38996d-4d5a-5a2b-a100-7a028613b7a7	31	28
I risultati sono stati sorprendenti?	Were the results surprising?	b8396fc2-40a5-58e5-b80b-726d5e6508ca	36	28
Vuoi questi biglietti?	Do you want these tickets?	98b403b0-d5ec-57e3-8908-56f1889d5ae3	22	26
Vuole questi biglietti?	Do you want these tickets?	a2ac50e6-bab4-5bd3-8d31-fd654fad39cc	23	26
Volete questi biglietti?	Do you want these tickets?	219eec86-3beb-5824-a704-b1e4dc20b9d9	24	26
Sta capitando ancora.	It's happening again.	6fb6c3a8-6380-5edb-a93c-314d59832fee	21	21
Sta capitando di nuovo.	It's happening again.	57aa7782-e99a-5e5e-a75d-56b62fa65aa4	23	21
Tom fingeva di essere ignorante.	Tom pretended to be ignorant.	69c54c4e-575b-5699-b934-138f87ec72ee	32	29
Lo so, Tom.	I know that, Tom.	f3c612af-19ca-5f2b-bb74-9162e750125a	11	17
Tom è ritornato al suo ufficio.	Tom returned to his office.	b0dc7b23-64a2-5e47-8661-9d87e77d3a5d	31	27
Tom ritornò al suo ufficio.	Tom returned to his office.	253c3923-8529-5987-a615-b247b2854273	27	27
